# Simulation 2 (Up to date)
# 555 data points written for 34 variables.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.037,2.265,226.68,2.265,226.68,0,0,0,0,0,0,28.61,-80.6,9.792,41.766,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,0,2.023,15,1013.249,340.389,0.01,0.01
# Event LIFTOFF occurred at t=0.02 seconds
6.247,2539.863,53.211,-14.423,53.232,14.425,70.357,0.022,70.357,0.018,1.486,0.271,28.61,-80.6,9.79,0.029,9.894e-9,0.012,-7.402e-5,0.009,-4.738e-4,0,0,0,0,5.529e-4,86.384,0.014,1.852,9.968,923.979,337.34,0.05,0.113
6.297,2548.533,52.494,-14.283,52.514,14.292,70.599,0.022,70.599,0.018,1.467,0.515,28.61,-80.6,9.79,0.24,7.319e-8,-0.01,-5.276e-5,0.08,-1.531e-4,0,0,0,0,-3.792e-4,86.585,0.036,1.895,9.951,923.684,337.329,0.05,0.113
6.347,2557.085,51.783,-14.151,51.803,14.17,70.837,0.022,70.837,0.018,1.435,0.724,28.61,-80.6,9.79,0.475,3.128e-8,-0.002,-1.619e-5,0.157,-2.359e-4,0,0,0,0,-2.275e-5,86.698,0.054,1.993,9.934,923.392,337.319,0.05,0.113
6.397,2565.522,51.078,-14.031,51.097,14.05,71.07,0.022,71.07,0.018,1.398,0.718,28.61,-80.6,9.79,0.485,4.403e-8,0.007,-4.79e-5,0.16,7.286e-5,0,0,0,0,2.232e-4,86.651,0.063,2.03,9.917,923.105,337.309,0.05,0.114
6.447,2573.844,50.38,-13.922,50.398,13.931,71.296,0.023,71.296,0.018,1.366,0.512,28.61,-80.6,9.79,0.271,9.182e-8,0.014,-7.569e-5,0.088,3.163e-4,0,0,0,0,9.143e-4,86.446,0.058,1.999,9.901,922.822,337.299,0.05,0.114
6.497,2582.051,49.686,-13.817,49.704,13.821,71.519,0.023,71.519,0.018,1.345,0.345,28.61,-80.6,9.79,0.077,5.491e-8,0.017,-2.738e-4,0.024,-4.308e-5,0,0,0,0,0.001,86.15,0.045,2.062,9.884,922.542,337.289,0.05,0.114
6.547,2590.145,48.998,-13.722,49.016,13.722,71.738,0.023,71.738,0.018,1.334,0.097,28.61,-80.6,9.79,0.225,3.727e-8,-0.016,-7.576e-5,0.076,4.421e-4,0,0,0,0,-0.001,85.838,0.028,2.03,9.868,922.267,337.279,0.05,0.115
6.597,2598.127,48.314,-13.631,48.332,13.632,71.957,0.023,71.957,0.019,1.336,0.13,28.61,-80.6,9.79,0.505,7.207e-8,-0.01,-6.332e-5,0.167,4.502e-4,0,0,0,0,-4.496e-4,85.6,0.011,1.945,9.853,921.995,337.27,0.05,0.115
6.647,2605.997,47.635,-13.516,47.654,13.516,72.177,0.024,72.177,0.019,1.341,0.02,28.61,-80.6,9.79,0.386,3.193e-8,-0.002,-4.876e-5,0.128,-1.493e-4,0,0,0,0,-1.918e-5,85.502,-0.004,2.084,9.837,921.727,337.26,0.05,0.115
6.697,2613.755,46.962,-13.408,46.981,13.408,72.397,0.024,72.397,0.019,1.341,0.003,28.61,-80.6,9.79,0.359,4.526e-8,0.004,-2.207e-5,0.118,1.65e-4,0,0,0,0,8.688e-5,85.526,-0.01,2.037,9.822,921.463,337.251,0.05,0.116
6.747,2621.404,46.295,-13.288,46.314,13.29,72.616,0.024,72.616,0.019,1.336,0.22,28.61,-80.6,9.79,0.069,6.655e-8,0.008,-2.101e-4,0.022,-4.38e-4,0,0,0,0,3.066e-4,85.641,-0.007,2.141,9.806,921.202,337.242,0.05,0.116
6.797,2628.944,45.633,-13.177,45.652,13.182,72.834,0.024,72.834,0.019,1.321,0.366,28.61,-80.6,9.79,0.147,2.664e-8,-0.007,-1.01e-4,0.048,-3.256e-4,0,0,0,0,-2.62e-4,85.779,0.004,2.169,9.792,920.945,337.233,0.05,0.116
6.847,2636.376,44.977,-13.073,44.996,13.081,73.049,0.024,73.049,0.019,1.3,0.451,28.61,-80.6,9.79,0.285,1.696e-8,-0.004,-4.389e-5,0.093,-2.297e-4,0,0,0,0,-7.704e-5,85.879,0.018,2.169,9.777,920.692,337.224,0.05,0.117
6.897,2643.701,44.326,-12.977,44.344,12.985,73.261,0.025,73.261,0.019,1.277,0.451,28.61,-80.6,9.79,0.305,2.731e-8,6.316e-4,-5.033e-5,0.1,6.565e-5,0,0,0,0,2.295e-6,85.905,0.032,2.134,9.762,920.443,337.215,0.05,0.117
6.947,2650.919,43.679,-12.886,43.697,12.892,73.469,0.025,73.469,0.019,1.256,0.387,28.61,-80.6,9.79,0.228,3.597e-8,0.004,-8.45e-5,0.074,2.124e-4,0,0,0,0,1.15e-4,85.857,0.045,2.083,9.748,920.197,337.206,0.05,0.117
6.997,2658.031,43.037,-12.804,43.055,12.806,73.673,0.025,73.673,0.019,1.241,0.225,28.61,-80.6,9.79,0.007,5.125e-8,-0.006,-0.002,0.003,2.479e-4,0,0,0,0,-1.954e-4,85.757,0.052,1.944,9.734,919.955,337.198,0.05,0.118
7.047,2665.039,42.399,-12.724,42.416,12.725,73.876,0.025,73.876,0.02,1.233,0.078,28.61,-80.6,9.79,0.231,4.753e-8,-0.004,-5.453e-5,0.076,-4.603e-4,0,0,0,0,-1.183e-4,85.659,0.052,1.81,9.72,919.716,337.189,0.05,0.118
7.097,2671.942,41.765,-12.633,41.783,12.634,74.078,0.025,74.078,0.02,1.229,0.13,28.61,-80.6,9.79,0.15,3.457e-8,-0.002,-4.435e-5,0.049,-4.87e-4,0,0,0,0,-2.14e-5,85.605,0.046,1.872,9.706,919.481,337.181,0.05,0.118
7.147,2678.741,41.135,-12.537,41.153,12.54,74.279,0.026,74.279,0.02,1.218,0.29,28.61,-80.6,9.79,0.118,4.24e-8,0.002,3.473e-5,0.039,1.932e-4,0,0,0,0,1.765e-5,85.58,0.037,2.051,9.693,919.249,337.173,0.05,0.119
7.197,2685.438,40.511,-12.448,40.529,12.454,74.477,0.026,74.477,0.02,1.201,0.368,28.61,-80.6,9.79,0.261,4.971e-8,0.004,3.816e-5,0.086,-1.489e-4,0,0,0,0,1.096e-4,85.532,0.026,2.152,9.68,919.021,337.165,0.05,0.119
7.247,2692.032,39.89,-12.366,39.908,12.372,74.673,0.026,74.673,0.02,1.183,0.371,28.61,-80.6,9.79,0.278,5.199e-8,0.007,5.675e-5,0.091,2.841e-4,0,0,0,0,3.646e-4,85.432,0.017,2.2,9.667,918.797,337.157,0.05,0.119
7.297,2698.526,39.274,-12.289,39.291,12.293,74.865,0.026,74.865,0.02,1.165,0.331,28.61,-80.6,9.79,0.216,6.556e-8,0.01,8.074e-5,0.07,-4.802e-4,0,0,0,0,7.229e-4,85.276,0.011,2.229,9.654,918.576,337.149,0.05,0.12
7.347,2704.918,38.661,-12.219,38.679,12.221,75.055,0.027,75.055,0.02,1.151,0.215,28.61,-80.6,9.79,0.002,8.456e-8,0.009,0.007,3.28e-4,-2.33e-5,0,0,0,0,6.071e-4,85.081,0.006,2.175,9.641,918.358,337.141,0.05,0.12
7.397,2711.21,38.052,-12.15,38.069,12.15,75.243,0.027,75.243,0.021,1.143,0.128,28.61,-80.6,9.79,0.168,3.188e-8,-0.01,1.03e-4,0.056,3.669e-4,0,0,0,0,-8.128e-4,84.886,0.006,2.148,9.629,918.144,337.134,0.05,0.12
7.447,2717.402,37.446,-12.084,37.464,12.084,75.43,0.027,75.43,0.021,1.139,0.028,28.61,-80.6,9.79,0.37,6.546e-8,-0.007,3.391e-5,0.122,-1.238e-4,0,0,0,0,-4.459e-4,84.724,0.007,2.073,9.616,917.933,337.126,0.05,0.121
7.497,2723.496,36.844,-12.019,36.861,12.02,75.617,0.027,75.617,0.021,1.14,0.062,28.61,-80.6,9.79,0.556,3.709e-8,-0.003,4.036e-5,0.183,4.074e-4,0,0,0,0,-6.336e-5,84.63,0.012,1.96,9.604,917.725,337.119,0.05,0.121
7.547,2729.49,36.244,-11.952,36.263,11.953,75.805,0.028,75.805,0.021,1.145,0.114,28.61,-80.6,9.79,0.665,5.27e-8,0.003,2.411e-5,0.219,-7.989e-5,0,0,0,0,8.762e-5,84.634,0.018,1.834,9.592,917.521,337.112,0.05,0.121
7.597,2735.387,35.649,-11.876,35.667,11.876,75.993,0.028,75.993,0.021,1.15,0.073,28.61,-80.6,9.79,0.579,5.606e-8,0.009,4.178e-5,0.19,1.546e-4,0,0,0,0,7.301e-4,84.747,0.024,1.765,9.581,917.32,337.105,0.05,0.122
7.647,2741.186,35.057,-11.792,35.076,11.792,76.182,0.028,76.182,0.021,1.15,0.074,28.61,-80.6,9.79,0.242,3.58e-8,0.013,4.747e-5,0.078,2.732e-4,0,0,0,0,0.002,84.95,0.031,1.801,9.569,917.123,337.098,0.05,0.122
7.697,2746.889,34.469,-11.722,34.488,11.722,76.37,0.028,76.37,0.021,1.145,0.095,28.61,-80.6,9.79,0.169,9.359e-9,0.014,9.945e-5,0.054,2.047e-4,0,0,0,0,0.002,85.198,0.037,1.649,9.558,916.929,337.091,0.05,0.122
7.747,2752.495,33.885,-11.645,33.904,11.647,76.557,0.028,76.557,0.021,1.137,0.242,28.61,-80.6,9.79,0.22,6.233e-8,-0.014,5.049e-5,0.074,-2.728e-4,0,0,0,0,-0.002,85.463,0.043,1.685,9.547,916.738,337.084,0.05,0.123
7.797,2758.006,33.305,-11.57,33.324,11.579,76.742,0.029,76.742,0.021,1.119,0.456,28.61,-80.6,9.79,0.773,3.596e-8,-0.01,7.672e-6,0.255,-4.249e-4,0,0,0,0,-0.001,85.69,0.047,1.847,9.536,916.55,337.078,0.05,0.123
7.847,2763.422,32.728,-11.506,32.746,11.517,76.924,0.029,76.924,0.022,1.095,0.492,28.61,-80.6,9.79,0.908,4.841e-8,-0.003,4.714e-8,0.299,1.036e-4,0,0,0,0,-1.247e-4,85.813,0.049,1.824,9.525,916.366,337.071,0.05,0.124
7.897,2768.744,32.154,-11.446,32.172,11.456,77.102,0.029,77.102,0.022,1.071,0.465,28.61,-80.6,9.79,0.884,3.988e-8,0.003,1.045e-5,0.291,2.977e-4,0,0,0,0,1.266e-4,85.812,0.048,1.783,9.515,916.185,337.065,0.05,0.124
7.947,2773.972,31.583,-11.389,31.601,11.397,77.276,0.029,77.276,0.022,1.049,0.41,28.61,-80.6,9.79,0.775,4.203e-8,0.01,3.036e-7,0.255,1.604e-4,0,0,0,0,0.001,85.692,0.045,1.76,9.504,916.007,337.058,0.05,0.124
7.997,2779.106,31.015,-11.334,31.032,11.339,77.446,0.03,77.446,0.022,1.03,0.342,28.61,-80.6,9.79,0.613,4.227e-8,0.014,1.232e-6,0.199,-2.354e-4,0,0,0,0,0.002,85.473,0.04,1.759,9.494,915.832,337.052,0.05,0.125
8.047,2784.147,30.45,-11.281,30.467,11.284,77.614,0.03,77.614,0.022,1.015,0.278,28.61,-80.6,9.79,0.441,2.516e-8,0.018,2.122e-5,0.141,-4.961e-4,0,0,0,0,0.004,85.178,0.033,1.789,9.484,915.66,337.046,0.05,0.125
8.097,2789.096,29.887,-11.224,29.904,11.228,77.779,0.03,77.779,0.022,1,0.314,28.61,-80.6,9.79,0.552,2.993e-8,0.021,4.559e-5,0.176,3.29e-4,0,0,0,0,0.006,84.826,0.025,1.997,9.474,915.491,337.04,0.05,0.126
8.147,2793.953,29.327,-11.172,29.344,11.176,77.942,0.03,77.942,0.022,0.985,0.285,28.61,-80.6,9.79,0.463,7.098e-8,0.024,6.787e-5,0.144,2.457e-6,0,0,0,0,0.008,84.416,0.019,2.122,9.465,915.326,337.034,0.05,0.126
8.197,2798.718,28.77,-11.124,28.786,11.126,78.102,0.031,78.102,0.022,0.972,0.238,28.61,-80.6,9.79,0.309,3.986e-8,0.026,1.304e-4,0.092,-3.408e-4,0,0,0,0,0.009,83.957,0.014,2.23,9.455,915.164,337.029,0.05,0.126
8.247,2803.392,28.215,-11.085,28.231,11.085,78.261,0.031,78.261,0.023,0.963,0.114,28.61,-80.6,9.79,0.132,1.937e-8,-0.027,3.129e-4,0.054,2.06e-4,0,0,0,0,-0.01,83.474,0.011,2.197,9.446,915.005,337.023,0.05,0.127
8.297,2807.975,27.661,-11.052,27.678,11.052,78.419,0.031,78.419,0.023,0.961,0.027,28.61,-80.6,9.79,0.655,4.046e-8,-0.024,5.684e-5,0.224,3.47e-4,0,0,0,0,-0.009,83.008,0.008,2.109,9.437,914.849,337.018,0.05,0.127
8.347,2812.467,27.11,-11.011,27.127,11.012,78.577,0.031,78.577,0.023,0.964,0.071,28.61,-80.6,9.79,0.845,1.873e-8,-0.02,5.291e-5,0.285,2.685e-4,0,0,0,0,-0.006,82.605,0.007,2.148,9.428,914.696,337.012,0.05,0.128
8.397,2816.87,26.56,-10.969,26.578,10.97,78.735,0.031,78.735,0.023,0.968,0.097,28.61,-80.6,9.79,0.979,4.395e-8,-0.015,3.704e-5,0.327,2.697e-4,0,0,0,0,-0.004,82.285,0.008,2.168,9.419,914.546,337.007,0.05,0.128
8.447,2821.182,26.013,-10.921,26.031,10.921,78.894,0.032,78.894,0.023,0.973,0.078,28.61,-80.6,9.79,0.939,2.323e-8,-0.01,3.781e-5,0.311,-1.26e-4,0,0,0,0,-0.002,82.055,0.01,2.224,9.411,914.399,337.002,0.05,0.128
8.497,2825.404,25.468,-10.86,25.487,10.86,79.054,0.032,79.054,0.023,0.974,0.031,28.61,-80.6,9.79,0.519,2.394e-8,-0.007,4.339e-5,0.172,2.058e-4,0,0,0,0,-8.039e-4,81.903,0.012,2.416,9.402,914.255,336.997,0.05,0.129
8.547,2829.537,24.926,-10.825,24.945,10.825,79.214,0.032,79.214,0.023,0.974,0.039,28.61,-80.6,9.79,0.82,3.804e-8,-0.004,2.432e-5,0.27,-3.321e-4,0,0,0,0,-2.678e-4,81.806,0.015,2.251,9.394,914.114,336.992,0.05,0.129
8.597,2833.582,24.386,-10.778,24.406,10.778,79.374,0.032,79.374,0.023,0.975,0.016,28.61,-80.6,9.79,0.727,3.085e-8,-3.215e-4,3.441e-5,0.239,2.054e-4,0,0,0,0,-1.943e-6,81.77,0.018,2.237,9.386,913.977,336.987,0.05,0.13
8.647,2837.538,23.848,-10.728,23.868,10.728,79.534,0.032,79.534,0.023,0.975,0.028,28.61,-80.6,9.79,0.525,3.322e-8,0.002,2.973e-5,0.173,-3.094e-4,0,0,0,0,1.056e-4,81.789,0.022,2.244,9.378,913.842,336.982,0.05,0.13
8.697,2841.407,23.313,-10.679,23.334,10.68,79.693,0.033,79.693,0.024,0.972,0.079,28.61,-80.6,9.79,0.26,3.103e-8,0.004,3.077e-5,0.085,2.139e-4,0,0,0,0,3.138e-4,81.848,0.026,2.26,9.371,913.71,336.977,0.05,0.13
8.747,2845.187,22.78,-10.637,22.801,10.637,79.853,0.033,79.853,0.024,0.968,0.09,28.61,-80.6,9.79,0.177,3.56e-8,0.005,4.911e-5,0.058,3.163e-4,0,0,0,0,4.816e-4,81.926,0.03,2.192,9.363,913.581,336.973,0.05,0.131
8.797,2848.881,22.25,-10.594,22.271,10.595,80.011,0.033,80.011,0.024,0.963,0.111,28.61,-80.6,9.79,0.028,3.214e-8,0.005,2.483e-4,0.009,4.492e-4,0,0,0,0,5.905e-4,82.016,0.033,2.147,9.356,913.456,336.969,0.05,0.131
8.847,2852.487,21.721,-10.542,21.742,10.545,80.168,0.033,80.168,0.024,0.955,0.236,28.61,-80.6,9.79,0.729,3.236e-8,-0.004,-7.273e-6,0.24,1.948e-4,0,0,0,0,-3.707e-4,82.101,0.036,2.342,9.349,913.333,336.964,0.05,0.131
8.897,2856.007,21.195,-10.496,21.216,10.502,80.324,0.034,80.324,0.024,0.94,0.33,28.61,-80.6,9.79,1.321,3.253e-8,-4.61e-4,-6.369e-6,0.436,3.417e-5,0,0,0,0,-5.241e-6,82.144,0.038,2.485,9.342,913.213,336.96,0.05,0.132
8.947,2859.441,20.671,-10.46,20.692,10.465,80.477,0.034,80.477,0.024,0.923,0.34,28.61,-80.6,9.79,1.468,3.549e-8,0.004,-1.295e-5,0.485,-3.024e-4,0,0,0,0,4.304e-4,82.112,0.039,2.483,9.335,913.096,336.956,0.05,0.132
8.997,2862.789,20.149,-10.427,20.17,10.432,80.627,0.034,80.627,0.024,0.907,0.31,28.61,-80.6,9.789,1.378,3.17e-8,0.008,-1.002e-5,0.453,3.814e-4,0,0,0,0,0.002,81.998,0.038,2.421,9.328,912.982,336.952,0.05,0.132
9.047,2866.052,19.629,-10.398,19.649,10.401,80.774,0.034,80.774,0.024,0.893,0.251,28.61,-80.6,9.789,1.087,4.386e-8,0.012,-9.461e-6,0.355,3.68e-4,0,0,0,0,0.004,81.812,0.037,2.312,9.322,912.871,336.948,0.05,0.133
9.097,2869.229,19.109,-10.373,19.13,10.375,80.92,0.034,80.92,0.024,0.882,0.174,28.61,-80.6,9.789,0.622,2.858e-8,0.014,-2.446e-5,0.198,-1.669e-4,0,0,0,0,0.006,81.573,0.036,2.16,9.315,912.763,336.944,0.05,0.133
9.147,2872.321,18.591,-10.351,18.612,10.352,81.064,0.035,81.064,0.024,0.876,0.088,28.61,-80.6,9.789,0.003,4.492e-8,0,0,8.91e-4,-1.247e-4,0,0,0,0,0,81.305,0.034,1.966,9.309,912.657,336.94,0.05,0.134
9.197,2875.329,18.075,-10.32,18.096,10.32,81.207,0.035,81.207,0.025,0.871,0.096,28.61,-80.6,9.789,0.086,2.864e-8,0.015,-1.047e-4,0.02,5.433e-5,0,0,0,0,0.008,81.033,0.032,2.008,9.303,912.555,336.937,0.05,0.134
9.247,2878.251,17.559,-10.292,17.581,10.292,81.35,0.035,81.35,0.025,0.867,0.082,28.61,-80.6,9.789,0.02,3.296e-8,-0.015,-2.208e-4,0.014,-2.821e-5,0,0,0,0,-0.008,80.76,0.03,1.983,9.298,912.455,336.933,0.05,0.134
9.297,2881.09,17.046,-10.257,17.067,10.257,81.492,0.035,81.492,0.025,0.862,0.127,28.61,-80.6,9.789,0.43,2.809e-8,0.015,1.359e-5,0.132,-3.198e-4,0,0,0,0,0.009,80.486,0.028,2.127,9.292,912.359,336.93,0.05,0.135
9.347,2883.844,16.533,-10.229,16.556,10.23,81.633,0.036,81.633,0.025,0.855,0.123,28.61,-80.6,9.789,0.437,3.532e-8,0.016,2.501e-5,0.132,-4.479e-5,0,0,0,0,0.011,80.199,0.025,2.131,9.287,912.265,336.927,0.05,0.135
9.397,2886.514,16.023,-10.201,16.045,10.202,81.773,0.036,81.773,0.025,0.849,0.126,28.61,-80.6,9.789,0.525,2.671e-8,0.017,3.272e-5,0.16,-2.831e-4,0,0,0,0,0.013,79.897,0.024,2.157,9.281,912.174,336.923,0.05,0.135
9.447,2889.101,15.513,-10.181,15.536,10.181,81.911,0.036,81.911,0.025,0.844,0.085,28.61,-80.6,9.789,0.123,3.802e-8,0.018,1.622e-4,0.026,1.34e-4,0,0,0,0,0.014,79.581,0.022,2.043,9.276,912.086,336.92,0.05,0.136
9.497,2891.604,15.004,-10.165,15.028,10.165,82.05,0.036,82.05,0.025,0.841,0.026,28.61,-80.6,9.789,0.551,2.438e-8,-0.017,3.77e-5,0.196,1.972e-4,0,0,0,0,-0.015,79.263,0.02,1.854,9.271,912.001,336.917,0.05,0.136
9.547,2894.023,14.497,-10.139,14.521,10.139,82.187,0.036,82.187,0.025,0.84,0.033,28.61,-80.6,9.789,0.466,3.23e-8,-0.016,5.325e-5,0.167,-2.031e-4,0,0,0,0,-0.014,78.96,0.019,1.866,9.266,911.918,336.914,0.05,0.137
9.597,2896.36,13.991,-10.111,14.016,10.111,82.325,0.037,82.325,0.026,0.838,0.058,28.61,-80.6,9.789,0.117,3.03e-8,-0.016,2.521e-4,0.052,-4.11e-4,0,0,0,0,-0.014,78.67,0.019,1.936,9.262,911.839,336.912,0.05,0.137
9.647,2898.614,13.486,-10.08,13.512,10.08,82.462,0.037,82.462,0.026,0.833,0.11,28.61,-80.6,9.789,0.694,2.987e-8,0.016,4.499e-5,0.212,1.862e-4,0,0,0,0,0.016,78.382,0.018,2.11,9.257,911.762,336.909,0.05,0.138
9.697,2900.785,12.982,-10.06,13.009,10.061,82.598,0.037,82.598,0.026,0.828,0.093,28.61,-80.6,9.789,0.522,4.018e-8,0.017,6.8e-5,0.153,4.581e-4,0,0,0,0,0.019,78.083,0.018,2.036,9.253,911.688,336.906,0.05,0.138
9.747,2902.873,12.48,-10.043,12.507,10.044,82.734,0.037,82.734,0.026,0.824,0.067,28.61,-80.6,9.789,0.18,2.657e-8,0.017,2.131e-4,0.038,-2.447e-5,0,0,0,0,0.021,77.773,0.018,1.921,9.249,911.617,336.904,0.05,0.138
9.797,2904.879,11.978,-10.023,12.006,10.023,82.869,0.038,82.869,0.026,0.821,0.07,28.61,-80.6,9.789,0.309,3.274e-8,0.018,1.275e-4,0.078,-1.145e-4,0,0,0,0,0.023,77.46,0.018,1.911,9.245,911.549,336.901,0.05,0.139
9.847,2906.803,11.478,-10.001,11.507,10.001,83.003,0.038,83.003,0.026,0.817,0.091,28.61,-80.6,9.789,0.799,3.71e-8,0.018,4.484e-5,0.237,-2.495e-4,0,0,0,0,0.026,77.141,0.018,1.972,9.241,911.483,336.899,0.05,0.139
9.897,2908.645,10.978,-9.981,11.008,9.982,83.137,0.038,83.137,0.026,0.812,0.1,28.61,-80.6,9.789,1.1,3.016e-8,0.019,3.025e-5,0.331,1.377e-4,0,0,0,0,0.031,76.81,0.019,1.984,9.237,911.42,336.897,0.05,0.14
9.947,2910.405,10.479,-9.963,10.51,9.964,83.27,0.038,83.27,0.026,0.807,0.104,28.61,-80.6,9.789,1.346,3.295e-8,0.02,2.185e-5,0.407,-5.803e-6,0,0,0,0,0.038,76.462,0.019,1.978,9.234,911.36,336.895,0.05,0.14
9.997,2912.083,9.982,-9.95,10.014,9.95,83.401,0.038,83.401,0.026,0.802,0.083,28.61,-80.6,9.789,1.048,3.677e-8,0.021,3.528e-5,0.299,9.141e-5,0,0,0,0,0.046,76.097,0.02,1.863,9.231,911.303,336.893,0.05,0.141
10.047,2913.679,9.484,-9.936,9.518,9.936,83.533,0.039,83.533,0.027,0.798,0.076,28.61,-80.6,9.789,1.022,2.865e-8,0.021,3.59e-5,0.283,7.62e-5,0,0,0,0,0.053,75.72,0.021,1.797,9.227,911.249,336.891,0.05,0.141
10.097,2915.194,8.988,-9.914,9.023,9.915,83.663,0.039,83.663,0.027,0.794,0.109,28.61,-80.6,9.789,2.137,3.216e-8,0.022,7.878e-6,0.645,-8.812e-5,0,0,0,0,0.064,75.329,0.022,1.922,9.224,911.197,336.889,0.05,0.141
10.147,2916.628,8.493,-9.897,8.529,9.897,83.793,0.039,83.793,0.027,0.788,0.127,28.61,-80.6,9.789,2.922,3.903e-8,0.024,1.278e-6,0.895,-2.546e-4,0,0,0,0,0.079,74.917,0.022,1.973,9.222,911.149,336.887,0.05,0.141
10.197,2917.981,7.998,-9.882,8.036,9.883,83.922,0.039,83.922,0.027,0.781,0.129,28.61,-80.6,9.789,3.373,3.69e-8,0.025,-1.678e-6,1.027,4.856e-4,0,0,0,0,0.101,74.478,0.023,1.956,9.219,911.102,336.886,0.05,0.142
10.247,2919.252,7.505,-9.868,7.545,9.869,84.049,0.04,84.049,0.027,0.775,0.134,28.61,-80.6,9.789,3.966,2.911e-8,0.027,-5.412e-6,1.203,-3.73e-4,0,0,0,0,0.128,74.011,0.024,1.95,9.216,911.059,336.884,0.05,0.142
10.297,2920.443,7.012,-9.854,7.054,9.855,84.176,0.04,84.176,0.027,0.768,0.143,28.61,-80.6,9.789,4.813,3.426e-8,0.029,-6.9e-6,1.461,1.063e-4,0,0,0,0,0.163,73.513,0.025,1.966,9.214,911.019,336.883,0.05,0.143
10.347,2921.553,6.519,-9.835,6.564,9.837,84.301,0.04,84.301,0.027,0.76,0.18,28.61,-80.6,9.789,6.684,2.88e-8,0.031,-1.234e-5,2.073,2.233e-4,0,0,0,0,0.209,72.983,0.026,2.102,9.212,910.981,336.881,0.05,0.143
10.397,2922.582,6.028,-9.825,6.075,9.827,84.425,0.04,84.425,0.027,0.751,0.168,28.61,-80.6,9.789,7.129,3.058e-8,0.033,-1.179e-5,2.164,-8.456e-5,0,0,0,0,0.276,72.413,0.027,2.024,9.21,910.946,336.88,0.05,0.143
10.447,2923.531,5.537,-9.812,5.587,9.813,84.548,0.04,84.548,0.027,0.742,0.181,28.61,-80.6,9.789,8.579,3.537e-8,0.035,-1.248e-5,2.605,-8.204e-5,0,0,0,0,0.358,71.806,0.027,2.051,9.208,910.913,336.879,0.05,0.144
10.497,2924.399,5.047,-9.801,5.1,9.803,84.669,0.041,84.669,0.028,0.733,0.177,28.61,-80.6,9.789,9.622,3.616e-8,0.037,-1.232e-5,2.875,-4.038e-4,0,0,0,0,0.47,71.16,0.028,2.002,9.206,910.884,336.878,0.05,0.144
10.547,2925.186,4.557,-9.79,4.614,9.791,84.788,0.041,84.788,0.028,0.724,0.182,28.61,-80.6,9.789,11.223,3.474e-8,0.039,-1.242e-5,3.328,4.852e-4,0,0,0,0,0.614,70.477,0.029,1.986,9.205,910.857,336.877,0.05,0.144
10.597,2925.894,4.068,-9.776,4.13,9.778,84.906,0.041,84.906,0.028,0.715,0.195,28.61,-80.6,9.789,13.517,3.298e-8,0.041,-1.352e-5,4.017,-1.785e-4,0,0,0,0,0.798,69.757,0.029,2.004,9.203,910.833,336.876,0.05,0.145
10.647,2926.521,3.579,-9.76,3.648,9.762,85.023,0.041,85.023,0.028,0.705,0.21,28.61,-80.6,9.789,16.308,3.471e-8,0.043,-1.37e-5,4.867,-3.98e-4,0,0,0,0,1.043,69,0.03,2.023,9.202,910.812,336.875,0.05,0.145
10.697,2927.068,3.092,-9.749,3.169,9.752,85.137,0.042,85.137,0.028,0.694,0.207,28.61,-80.6,9.789,18.806,3.472e-8,0.045,-1.269e-5,5.52,-4.41e-5,0,0,0,0,1.399,68.206,0.03,1.956,9.201,910.793,336.875,0.05,0.146
10.747,2927.535,2.604,-9.736,2.693,9.739,85.251,0.042,85.251,0.028,0.684,0.212,28.61,-80.6,9.789,22.688,3.292e-8,0.047,-1.274e-5,5.263,-1.359e-4,0,0,0,0,1.833,67.376,0.031,1.949,9.2,910.777,336.874,0.05,0.146
10.797,2927.923,2.118,-9.723,2.222,9.725,85.362,0.042,85.362,0.028,0.673,0.216,28.61,-80.6,9.789,27.485,3.302e-8,0.048,-1.246e-5,4.268,-4.885e-4,0,0,0,0,2.344,66.517,0.031,1.939,9.199,910.764,336.874,0.05,0.146
10.847,2928.23,1.632,-9.723,1.761,9.725,85.471,0.042,85.471,0.028,0.663,0.19,28.61,-80.6,9.789,31.532,3.201e-8,0.049,-9.348e-6,3.041,-1.928e-4,0,0,0,0,3.234,65.64,0.032,1.746,9.199,910.753,336.873,0.05,0.147
