# Simulation 2 (Up to date)
# 555 data points written for 34 variables.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.037,2.265,226.68,2.265,226.68,0,0,0,0,0,0,28.61,-80.6,9.792,41.766,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,0,2.023,15,1013.249,340.389,0.01,0.01
# Event LIFTOFF occurred at t=0.02 seconds
1.707,985.532,195.704,-80.916,195.791,80.967,27.476,0.004,27.476,0.009,5.845,2.888,28.61,-80.6,9.791,0.009,7.207e-8,8.596e-4,9.328e-5,0.003,1.426e-4,0,0,0,0,2.19e-7,87.739,-8.947e-4,1.874,13.047,978.019,339.206,0.05,0.073
1.757,1017.308,191.738,-77.76,191.823,77.814,28.423,0.004,28.423,0.009,5.705,2.904,28.61,-80.6,9.791,0.015,6.373e-8,2.163e-4,5.485e-4,0.005,2.26e-4,0,0,0,0,1.445e-8,87.743,-0.02,1.891,12.985,976.883,339.168,0.05,0.073
1.807,1048.447,187.924,-74.846,188.007,74.875,29.347,0.005,29.347,0.009,5.56,2.099,28.61,-80.6,9.791,0.046,1.117e-6,-0.007,-7.26e-4,0.016,3.328e-4,0,0,0,0,-1.511e-5,87.673,-0.017,2.064,12.923,975.77,339.13,0.05,0.074
1.857,1078.971,184.252,-72.043,184.333,72.102,30.249,0.005,30.249,0.009,5.445,2.922,28.61,-80.6,9.791,0.031,2.002e-7,-0.006,-2.403e-4,0.011,-7.064e-5,0,0,0,0,-1.089e-5,87.659,-0.01,2.034,12.862,974.679,339.093,0.05,0.075
1.907,1108.904,180.715,-69.453,180.793,69.504,31.133,0.005,31.133,0.009,5.32,2.642,28.61,-80.6,9.791,0.019,1.264e-7,7.843e-4,-1.458e-4,0.006,7.303e-5,0,0,0,0,2.138e-7,87.706,0.056,1.956,12.803,973.609,339.058,0.05,0.075
1.957,1138.268,177.304,-67.029,177.38,67.065,31.995,0.005,31.995,0.009,5.193,2.188,28.61,-80.6,9.791,0.015,-1.58e-7,-0.002,9.079e-4,0.005,3.395e-4,0,0,0,0,-1.462e-6,87.696,-0.019,1.973,12.745,972.559,339.022,0.05,0.076
2.007,1167.081,174.011,-64.738,174.085,64.77,32.837,0.005,32.837,0.009,5.074,2.01,28.61,-80.6,9.791,0.026,5.516e-7,-0.003,-4.214e-4,0.008,1.957e-4,0,0,0,0,-4.332e-6,87.635,-0.017,2.079,12.688,971.529,338.988,0.05,0.077
2.057,1195.364,170.828,-62.547,170.901,62.595,33.661,0.005,33.661,0.009,4.981,2.462,28.61,-80.6,9.791,0.03,-2.309e-7,-0.008,4.318e-4,0.01,3.53e-4,0,0,0,0,-2.358e-5,87.659,4.537e-4,1.943,12.632,970.518,338.954,0.05,0.077
2.107,1223.133,167.753,-60.511,167.823,60.548,34.469,0.005,34.469,0.009,4.865,2.129,28.61,-80.6,9.791,0.006,2.251e-7,0.004,-0.002,0.002,-1.139e-4,0,0,0,0,6.81e-6,87.709,0.058,1.93,12.577,969.525,338.92,0.05,0.078
2.157,1250.406,164.776,-58.584,164.845,58.614,35.258,0.005,35.258,0.009,4.76,1.846,28.61,-80.6,9.791,0.016,7.529e-8,0.001,-3.401e-5,0.006,1.532e-4,0,0,0,0,5.169e-7,87.682,0.033,1.897,12.523,968.551,338.888,0.05,0.078
2.207,1277.199,161.893,-56.75,161.96,56.783,36.031,0.006,36.031,0.009,4.66,1.935,28.61,-80.6,9.791,0.002,-1.637e-8,-0.003,0.002,9.315e-4,-1.982e-4,0,0,0,0,-2.782e-6,87.648,-0.025,1.998,12.47,967.593,338.855,0.05,0.079
2.257,1303.526,159.099,-55.017,159.165,55.047,36.788,0.006,36.788,0.009,4.569,1.803,28.61,-80.6,9.791,0.009,1.383e-7,0.001,-2.932e-4,0.003,3.953e-4,0,0,0,0,5.692e-7,87.624,-0.009,1.984,12.417,966.652,338.824,0.05,0.079
2.307,1329.401,156.39,-53.363,156.454,53.397,37.53,0.006,37.53,0.009,4.482,1.883,28.61,-80.6,9.791,0.01,1.933e-7,-0.002,-3.48e-4,0.004,4.469e-4,0,0,0,0,-1.843e-6,87.654,0.001,1.916,12.366,965.727,338.793,0.05,0.08
2.357,1354.839,153.761,-51.802,153.824,51.831,38.258,0.006,38.258,0.009,4.39,1.757,28.61,-80.6,9.791,0.004,8.886e-8,6.526e-4,-2.657e-4,0.001,-1.06e-4,0,0,0,0,2.045e-7,87.683,0.046,1.87,12.316,964.817,338.762,0.05,0.08
2.407,1379.852,151.208,-50.319,151.27,50.343,38.971,0.006,38.971,0.009,4.304,1.571,28.61,-80.6,9.791,0.011,1.017e-7,9.841e-4,-3.709e-4,0.004,2.996e-4,0,0,0,0,4.808e-7,87.683,-0.023,1.786,12.266,963.923,338.732,0.05,0.08
2.457,1404.452,148.728,-48.898,148.788,48.925,39.671,0.006,39.671,0.009,4.229,1.623,28.61,-80.6,9.791,0.007,6.162e-8,-0.003,-4.327e-4,0.002,3.158e-4,0,0,0,0,-4.64e-6,87.716,-0.024,1.681,12.217,963.044,338.703,0.05,0.081
2.507,1428.651,146.317,-47.548,146.376,47.576,40.358,0.007,40.358,0.009,4.147,1.64,28.61,-80.6,9.791,0.017,-1.563e-8,8.227e-4,-2.42e-4,0.006,1.937e-4,0,0,0,0,3.588e-7,87.752,0.067,1.668,12.17,962.179,338.674,0.05,0.081
2.557,1452.46,143.972,-46.271,144.03,46.293,41.031,0.007,41.031,0.009,4.062,1.443,28.61,-80.6,9.791,0.006,9.035e-8,-0.003,-6.878e-4,0.002,3.755e-4,0,0,0,0,-5.983e-6,87.711,0.053,1.725,12.122,961.328,338.645,0.05,0.081
2.607,1475.889,141.69,-45.048,141.746,45.068,41.692,0.007,41.692,0.01,3.995,1.32,28.61,-80.6,9.791,0.018,-9.884e-8,-4.087e-5,-8.946e-5,0.006,4.542e-4,0,0,0,0,0,87.655,-0.062,1.727,12.076,960.49,338.617,0.05,0.082
2.657,1498.949,139.467,-43.871,139.522,43.895,42.342,0.007,42.342,0.01,3.93,1.467,28.61,-80.6,9.791,0.009,-2.702e-8,-3.621e-4,-9.067e-5,0.003,3.542e-5,0,0,0,0,-7.649e-8,87.665,-0.021,1.757,12.03,959.666,338.589,0.05,0.082
2.707,1521.649,137.301,-42.752,137.355,42.776,42.98,0.007,42.98,0.01,3.855,1.438,28.61,-80.6,9.791,0.011,-1.908e-8,0.001,-4.003e-4,0.004,2.868e-4,0,0,0,0,1.115e-6,87.673,0.09,1.778,11.985,958.854,338.562,0.05,0.083
2.757,1543.999,135.191,-41.685,135.244,41.706,43.607,0.007,43.607,0.01,3.785,1.349,28.61,-80.6,9.791,0.003,-1.287e-7,7.018e-4,5.322e-4,0.001,2.101e-4,0,0,0,0,3.059e-7,87.641,0.036,1.794,11.941,958.055,338.535,0.05,0.083
2.807,1566.006,133.132,-40.663,133.184,40.684,44.222,0.008,44.222,0.01,3.712,1.317,28.61,-80.6,9.791,0.003,1.846e-7,-0.004,0.004,0.001,-7.872e-5,0,0,0,0,-1.04e-5,87.579,-0.051,1.942,11.897,957.268,338.509,0.05,0.083
2.857,1587.68,131.124,-39.689,131.175,39.704,44.826,0.008,44.826,0.01,3.659,1.086,28.61,-80.6,9.791,0.033,2.413e-7,0.002,-6.909e-5,0.011,4.735e-4,0,0,0,0,3.388e-6,87.533,-0.028,1.858,11.854,956.494,338.483,0.05,0.084
2.907,1609.028,129.163,-38.739,129.213,38.761,45.422,0.008,45.422,0.01,3.6,1.287,28.61,-80.6,9.791,0.007,1.04e-7,-5.894e-5,-3.199e-5,0.002,8.551e-6,0,0,0,0,0,87.572,0.053,1.9,11.812,955.731,338.457,0.05,0.084
2.957,1630.059,127.249,-37.835,127.298,37.856,46.007,0.008,46.007,0.01,3.54,1.248,28.61,-80.6,9.791,0.012,1.572e-7,-0.004,4.632e-4,0.004,2.711e-4,0,0,0,0,-1.067e-5,87.621,0.069,1.759,11.771,954.979,338.432,0.05,0.085
3.007,1650.779,125.379,-36.965,125.427,36.992,46.582,0.008,46.582,0.01,3.466,1.404,28.61,-80.6,9.791,0.042,-3.371e-8,0.005,1.229e-4,0.014,-2.28e-4,0,0,0,0,1.711e-5,87.621,0.007,1.899,11.729,954.256,338.407,0.05,0.085
3.057,1671.196,123.551,-36.15,123.598,36.164,47.145,0.009,47.145,0.01,3.404,0.996,28.61,-80.6,9.791,0.029,1.052e-7,-0.003,3.819e-4,0.009,1.35e-4,0,0,0,0,-9.016e-6,87.519,-0.029,1.88,11.689,953.56,338.382,0.05,0.085
3.107,1691.316,121.764,-35.356,121.81,35.367,47.7,0.009,47.7,0.01,3.363,0.879,28.61,-80.6,9.791,0.046,2.934e-7,0.001,1.945e-4,0.015,4.123e-4,0,0,0,0,1.668e-6,87.476,0.011,1.857,11.649,952.875,338.358,0.05,0.086
3.157,1711.147,120.015,-34.575,120.061,34.595,48.248,0.009,48.248,0.011,3.317,1.162,28.61,-80.6,9.791,0.017,1.099e-8,-0.004,6.93e-4,0.006,4.041e-4,0,0,0,0,-1.288e-5,87.549,0.052,1.841,11.61,952.2,338.334,0.05,0.086
3.207,1730.694,118.306,-33.828,118.35,33.857,48.787,0.009,48.787,0.011,3.246,1.402,28.61,-80.6,9.791,0.07,1.649e-7,0.004,2.05e-4,0.024,2.669e-4,0,0,0,0,1.139e-5,87.585,0.027,1.95,11.571,951.534,338.311,0.05,0.087
3.257,1749.963,116.632,-33.134,116.675,33.148,49.314,0.009,49.314,0.011,3.182,0.991,28.61,-80.6,9.791,0.011,1.947e-7,-0.005,4.311e-4,0.003,-5.305e-5,0,0,0,0,-2.216e-5,87.48,-0.01,1.936,11.533,950.878,338.288,0.05,0.087
3.307,1768.96,114.992,-32.46,115.035,32.469,49.832,0.01,49.832,0.011,3.142,0.737,28.61,-80.6,9.791,0.063,2.461e-7,-0.002,2.49e-6,0.021,2.222e-4,0,0,0,0,-2.959e-6,87.385,-0.007,1.946,11.495,950.231,338.265,0.05,0.088
3.357,1787.692,113.385,-31.794,113.428,31.805,50.345,0.01,50.345,0.011,3.11,0.847,28.61,-80.6,9.791,0.032,1.762e-7,0.005,1.277e-4,0.01,3.894e-4,0,0,0,0,2.008e-5,87.422,0.017,1.893,11.458,949.593,338.243,0.05,0.088
3.407,1806.162,111.812,-31.139,111.854,31.167,50.851,0.01,50.851,0.011,3.054,1.299,28.61,-80.6,9.791,0.076,2.277e-7,-0.001,-1.003e-4,0.026,-1.192e-4,0,0,0,0,-1.272e-6,87.516,0.046,1.989,11.422,948.964,338.22,0.05,0.089
3.457,1824.377,110.271,-30.528,110.311,30.555,51.346,0.01,51.346,0.011,2.981,1.269,28.61,-80.6,9.79,0.073,1.766e-7,0.007,-1.152e-4,0.025,3.457e-4,0,0,0,0,4.963e-5,87.464,0.048,2.097,11.386,948.344,338.199,0.05,0.089
3.507,1842.342,108.759,-29.958,108.798,29.968,51.831,0.01,51.831,0.011,2.93,0.798,28.61,-80.6,9.79,0.039,2.264e-7,-0.007,-1.533e-4,0.013,-1.784e-5,0,0,0,0,-5.293e-5,87.287,0.016,2.126,11.35,947.732,338.177,0.05,0.09
3.557,1860.061,107.275,-29.394,107.314,29.402,52.308,0.011,52.308,0.012,2.894,0.707,28.61,-80.6,9.79,0.065,2.937e-7,-0.005,-5.434e-5,0.022,1.537e-4,0,0,0,0,-2.18e-5,87.163,-0.02,2.279,11.315,947.129,338.156,0.05,0.09
3.607,1877.539,105.819,-28.844,105.858,28.85,52.781,0.011,52.781,0.012,2.868,0.612,28.61,-80.6,9.79,0.082,2.685e-7,0.005,-1.368e-4,0.027,-4.231e-4,0,0,0,0,2.216e-5,87.171,-0.032,2.17,11.28,946.534,338.135,0.05,0.091
3.657,1894.78,104.39,-28.29,104.429,28.308,53.248,0.011,53.248,0.012,2.829,1.021,28.61,-80.6,9.79,0.034,7.425e-8,-0.007,-3.674e-5,0.011,-3.862e-4,0,0,0,0,-4.533e-5,87.303,0.004,2.158,11.246,945.946,338.114,0.05,0.091
3.707,1911.789,102.989,-27.761,103.027,27.794,53.707,0.011,53.707,0.012,2.764,1.348,28.61,-80.6,9.79,0.129,2.343e-7,0.002,-1.005e-4,0.043,4.557e-4,0,0,0,0,2.972e-6,87.375,0.043,2.243,11.212,945.367,338.094,0.05,0.091
3.751,1926.638,101.772,-27.328,101.808,27.353,54.104,0.011,54.104,0.012,2.704,1.151,28.61,-80.6,9.79,0.08,8.911e-8,0.009,-2.23e-4,0.026,2.32e-4,0,0,0,0,9.232e-5,87.276,0.059,2.292,11.183,944.862,338.076,0.044,0.092
3.801,1943.221,100.417,-26.871,100.452,26.878,54.543,0.012,54.543,0.012,2.662,0.608,28.61,-80.6,9.79,0.074,8.87e-8,-0.008,-1.876e-4,0.025,3.313e-4,0,0,0,0,-8.106e-5,87.076,0.029,2.311,11.15,944.297,338.056,0.05,0.092
3.851,1959.584,99.085,-26.415,99.12,26.418,54.978,0.012,54.978,0.012,2.643,0.368,28.61,-80.6,9.79,0.142,5.694e-8,5.096e-4,-1.583e-4,0.048,4.668e-4,0,0,0,0,2.999e-7,86.988,-0.023,2.278,11.118,943.74,338.036,0.05,0.093
3.897,1974.204,97.899,-25.992,97.934,25.998,55.37,0.012,55.37,0.012,2.626,0.559,28.61,-80.6,9.79,0.079,4.478e-8,0.009,-3.734e-4,0.026,2.751e-4,0,0,0,0,8.894e-5,87.082,-0.048,2.219,11.089,943.242,338.019,0.045,0.093
3.947,1990.158,96.611,-25.531,96.646,25.548,55.798,0.012,55.798,0.012,2.588,0.931,28.61,-80.6,9.79,0.049,2.851e-8,-0.009,-2.906e-4,0.017,4.796e-4,0,0,0,0,-1.042e-4,87.277,-0.009,2.108,11.057,942.698,338,0.05,0.094
3.997,2005.902,95.345,-25.094,95.379,25.122,56.218,0.012,56.218,0.012,2.531,1.187,28.61,-80.6,9.79,0.142,1.44e-7,-0.002,-1.107e-4,0.047,-9.278e-5,0,0,0,0,-3.898e-6,87.395,0.067,2.082,11.026,942.162,337.981,0.05,0.094
4.047,2021.44,94.101,-24.691,94.134,24.708,56.628,0.012,56.628,0.013,2.474,0.905,28.61,-80.6,9.79,0.062,1.537e-7,0.005,-2.291e-4,0.02,-1.099e-4,0,0,0,0,3.823e-5,87.342,0.085,2.008,10.995,941.633,337.962,0.05,0.095
4.097,2036.776,92.876,-24.306,92.908,24.313,57.03,0.013,57.03,0.013,2.439,0.561,28.61,-80.6,9.79,0.05,8.36e-8,-0.006,-2.446e-4,0.016,-1.592e-4,0,0,0,0,-4.641e-5,87.209,0.043,1.99,10.965,941.111,337.944,0.05,0.095
4.147,2051.912,91.67,-23.932,91.702,23.933,57.429,0.013,57.429,0.013,2.422,0.266,28.61,-80.6,9.79,0.145,5.806e-8,9.55e-4,-1.821e-4,0.048,3.397e-5,0,0,0,0,1.231e-6,87.15,-0.017,1.879,10.935,940.595,337.925,0.05,0.096
4.197,2066.853,90.483,-23.536,90.515,23.545,57.825,0.013,57.825,0.013,2.4,0.668,28.61,-80.6,9.79,0.004,-3.714e-8,0.004,-0.003,0.001,-1.201e-4,0,0,0,0,2.751e-5,87.232,-0.047,1.975,10.905,940.087,337.907,0.05,0.096
4.247,2081.6,89.316,-23.157,89.347,23.178,58.215,0.013,58.215,0.013,2.356,0.992,28.61,-80.6,9.79,0.121,5.784e-8,-0.002,-1.488e-4,0.04,2.261e-4,0,0,0,0,-3.291e-6,87.318,-0.018,2.043,10.876,939.584,337.89,0.05,0.098
4.297,2096.157,88.167,-22.81,88.197,22.823,58.598,0.013,58.598,0.013,2.309,0.775,28.61,-80.6,9.79,0.052,6.6e-8,0.004,-1.332e-4,0.017,4.712e-4,0,0,0,0,1.921e-5,87.289,0.035,1.951,10.847,939.089,337.872,0.05,0.099
4.347,2110.527,87.035,-22.476,87.065,22.483,58.974,0.014,58.974,0.013,2.277,0.555,28.61,-80.6,9.79,0.028,5.356e-8,-0.004,-2.834e-4,0.009,-4.734e-4,0,0,0,0,-2.87e-5,87.199,0.055,1.931,10.819,938.599,337.855,0.05,0.099
4.397,2124.712,85.919,-22.145,85.949,22.151,59.345,0.014,59.345,0.013,2.251,0.514,28.61,-80.6,9.79,0.043,1.217e-7,-0.002,-1.92e-4,0.014,-8.954e-5,0,0,0,0,-8.901e-6,87.133,0.039,1.98,10.791,938.116,337.838,0.05,0.099
4.447,2138.716,84.82,-21.828,84.849,21.83,59.713,0.014,59.713,0.013,2.231,0.332,28.61,-80.6,9.79,0.107,3.853e-8,0.002,-9.415e-5,0.036,-4.89e-4,0,0,0,0,7.18e-6,87.127,0.001,1.853,10.763,937.639,337.821,0.05,0.1
4.497,2152.541,83.737,-21.504,83.766,21.509,60.077,0.014,60.077,0.014,2.213,0.471,28.61,-80.6,9.79,0.043,5.097e-8,0.006,-2.065e-4,0.014,-1.984e-4,0,0,0,0,6.423e-5,87.214,-0.018,1.798,10.735,937.169,337.805,0.05,0.1
4.547,2166.19,82.67,-21.189,82.698,21.198,60.438,0.014,60.438,0.014,2.185,0.618,28.61,-80.6,9.79,0.031,1.589e-7,-0.007,-3.505e-4,0.011,-4.551e-4,0,0,0,0,-7.106e-5,87.343,-3.947e-4,1.706,10.708,936.704,337.788,0.05,0.1
4.597,2179.665,81.618,-20.886,81.646,20.899,60.794,0.015,60.794,0.014,2.15,0.733,28.61,-80.6,9.79,0.093,1.19e-8,-0.003,2.082e-5,0.031,2.707e-4,0,0,0,0,-1.809e-5,87.437,0.037,1.648,10.682,936.245,337.772,0.05,0.101
4.647,2192.968,80.581,-20.59,80.608,20.611,61.143,0.015,61.143,0.014,2.106,0.935,28.61,-80.6,9.79,0.185,7.919e-8,0.004,-1.008e-4,0.061,6.165e-5,0,0,0,0,3.041e-5,87.432,0.071,1.789,10.655,935.792,337.756,0.05,0.101
4.697,2206.103,79.558,-20.324,79.585,20.331,61.485,0.015,61.485,0.014,2.067,0.548,28.61,-80.6,9.79,0.018,1.033e-7,0.009,-0.001,0.005,4.336e-4,0,0,0,0,1.467e-4,87.29,0.069,1.715,10.629,935.345,337.74,0.05,0.101
4.747,2219.071,78.548,-20.064,78.575,20.066,61.822,0.015,61.822,0.014,2.049,0.266,28.61,-80.6,9.79,0.115,1.044e-7,-0.007,-1.64e-4,0.038,3.445e-4,0,0,0,0,-7.824e-5,87.132,0.044,1.713,10.604,934.903,337.725,0.05,0.102
4.797,2231.874,77.552,-19.8,77.579,19.802,62.157,0.015,62.157,0.014,2.038,0.243,28.61,-80.6,9.79,0.128,2.938e-8,-8.247e-4,-1.098e-4,0.043,-3.827e-4,0,0,0,0,-1.283e-6,87.065,0.002,1.754,10.578,934.467,337.709,0.05,0.102
4.847,2244.515,76.568,-19.538,76.595,19.54,62.491,0.016,62.491,0.014,2.026,0.273,28.61,-80.6,9.79,0.108,3.486e-8,0.005,-1.279e-4,0.036,3.125e-4,0,0,0,0,4.125e-5,87.108,-0.023,1.693,10.553,934.037,337.694,0.05,0.102
4.897,2256.996,75.598,-19.266,75.625,19.279,62.821,0.016,62.821,0.015,2.001,0.724,28.61,-80.6,9.79,0.121,7.225e-9,-0.004,-8.338e-5,0.04,-1.649e-4,0,0,0,0,-3.47e-5,87.21,-0.02,1.862,10.528,933.612,337.679,0.05,0.103
4.947,2269.318,74.641,-19.015,74.667,19.035,63.146,0.016,63.146,0.015,1.958,0.871,28.61,-80.6,9.79,0.204,7.375e-9,0.003,-8.433e-5,0.067,-1.895e-4,0,0,0,0,1.819e-5,87.227,0.014,1.941,10.504,933.192,337.664,0.05,0.103
4.997,2281.485,73.696,-18.787,73.721,18.796,63.464,0.016,63.464,0.015,1.921,0.59,28.61,-80.6,9.79,0.065,4.144e-8,0.009,-2.016e-4,0.022,1.629e-5,0,0,0,0,1.513e-4,87.106,0.044,1.885,10.48,932.778,337.65,0.05,0.103
5.047,2293.498,72.763,-18.568,72.787,18.571,63.777,0.017,63.777,0.015,1.899,0.316,28.61,-80.6,9.79,0.084,-3.015e-8,-0.008,-1.042e-4,0.028,-9.733e-5,0,0,0,0,-1.408e-4,86.94,0.05,1.873,10.456,932.369,337.635,0.05,0.104
5.097,2305.358,71.839,-18.352,71.864,18.353,64.088,0.017,64.088,0.015,1.889,0.126,28.61,-80.6,9.79,0.189,-2.136e-8,-0.003,-1.306e-5,0.063,4.89e-4,0,0,0,0,-1.558e-5,86.835,0.039,1.831,10.433,931.965,337.621,0.05,0.104
5.147,2317.068,70.928,-18.119,70.952,18.123,64.397,0.017,64.397,0.015,1.879,0.349,28.61,-80.6,9.79,0.066,0,0.002,-1.128e-4,0.022,-3.299e-4,0,0,0,0,1.16e-5,86.845,0.013,1.951,10.409,931.566,337.607,0.05,0.104
5.197,2328.629,70.027,-17.895,70.052,17.903,64.704,0.017,64.704,0.015,1.857,0.506,28.61,-80.6,9.79,0.033,3.594e-8,-0.003,-5.697e-5,0.011,2.176e-4,0,0,0,0,-1.899e-5,86.903,-0.004,1.979,10.387,931.172,337.593,0.05,0.105
5.247,2340.043,69.138,-17.683,69.162,17.691,65.006,0.017,65.006,0.015,1.83,0.55,28.61,-80.6,9.79,0.069,3.396e-8,-9.978e-4,1.437e-5,0.022,1.252e-5,0,0,0,0,-2.361e-6,86.942,-0.003,1.952,10.364,930.783,337.579,0.05,0.105
5.297,2351.312,68.259,-17.485,68.283,17.489,65.304,0.018,65.304,0.015,1.806,0.39,28.61,-80.6,9.79,0.017,5.122e-8,1.433e-4,1.339e-5,0.005,2.932e-4,0,0,0,0,4.997e-8,86.947,0.007,1.81,10.342,930.4,337.566,0.05,0.106
5.347,2362.438,67.39,-17.28,67.413,17.288,65.599,0.018,65.599,0.016,1.784,0.503,28.61,-80.6,9.79,0.058,5.775e-8,5.38e-4,-3.125e-5,0.019,-4.625e-5,0,0,0,0,7.225e-7,86.946,0.018,1.885,10.32,930.021,337.553,0.05,0.106
5.397,2373.422,66.531,-17.081,66.554,17.092,65.889,0.018,65.889,0.016,1.755,0.624,28.61,-80.6,9.79,0.138,7.587e-8,0.004,-5.287e-5,0.045,1.791e-4,0,0,0,0,4.159e-5,86.908,0.029,2.007,10.298,929.647,337.539,0.05,0.106
5.447,2384.266,65.681,-16.902,65.704,16.907,66.175,0.018,66.175,0.016,1.729,0.396,28.61,-80.6,9.79,0.006,7.501e-8,-0.006,-9.768e-4,0.002,-4.909e-5,0,0,0,0,-9.628e-5,86.806,0.035,1.925,10.276,929.278,337.526,0.05,0.107
5.497,2394.972,64.84,-16.725,64.863,16.727,66.457,0.018,66.457,0.016,1.714,0.25,28.61,-80.6,9.79,0.104,3.602e-8,-0.004,-5.965e-5,0.034,2.095e-4,0,0,0,0,-4.942e-5,86.705,0.029,1.895,10.255,928.913,337.513,0.05,0.107
5.547,2405.54,64.008,-16.553,64.031,16.554,66.737,0.019,66.737,0.016,1.706,0.086,28.61,-80.6,9.79,0.212,2.697e-8,6.737e-4,-5.708e-5,0.07,-2.922e-4,0,0,0,0,1.256e-6,86.668,0.012,1.774,10.234,928.553,337.501,0.05,0.108
5.597,2415.972,63.185,-16.368,63.208,16.37,67.017,0.019,67.017,0.016,1.699,0.235,28.61,-80.6,9.79,0.103,3.274e-8,0.006,-1.252e-4,0.034,-1.583e-4,0,0,0,0,8.711e-5,86.732,-9.868e-4,1.795,10.213,928.198,337.488,0.05,0.108
5.647,2426.27,62.372,-16.184,62.394,16.19,67.294,0.019,67.294,0.016,1.681,0.454,28.61,-80.6,9.79,0.067,4.396e-8,-0.006,-1.233e-4,0.022,-8.051e-6,0,0,0,0,-1.05e-4,86.848,-0.006,1.834,10.193,927.847,337.476,0.05,0.108
5.697,2436.436,61.567,-16.013,61.589,16.021,67.568,0.019,67.568,0.016,1.657,0.502,28.61,-80.6,9.79,0.118,5.002e-8,-0.003,-7.885e-5,0.038,1.634e-4,0,0,0,0,-3.348e-5,86.935,-2.692e-4,1.771,10.173,927.501,337.464,0.05,0.109
5.747,2446.47,60.77,-15.844,60.792,15.857,67.837,0.019,67.837,0.016,1.628,0.633,28.61,-80.6,9.79,0.226,3.151e-8,0.001,-7.835e-5,0.075,-4.412e-5,0,0,0,0,6.323e-6,86.955,0.023,1.853,10.153,927.159,337.452,0.05,0.109
5.797,2456.374,59.982,-15.685,60.003,15.698,68.102,0.02,68.102,0.016,1.595,0.64,28.61,-80.6,9.79,0.238,-1.623e-8,0.008,-1.34e-4,0.078,1.528e-4,0,0,0,0,1.927e-4,86.868,0.046,1.941,10.133,926.822,337.44,0.05,0.109
5.847,2466.15,59.202,-15.538,59.222,15.545,68.361,0.02,68.361,0.017,1.568,0.442,28.61,-80.6,9.79,0.08,1.169e-7,0.012,-3.662e-4,0.025,4.619e-4,0,0,0,0,4.72e-4,86.678,0.058,1.949,10.114,926.489,337.428,0.05,0.11
5.897,2475.798,58.428,-15.396,58.449,15.398,68.616,0.02,68.616,0.017,1.55,0.289,28.61,-80.6,9.79,0.054,1.592e-7,-0.012,-6.171e-4,0.018,1.934e-4,0,0,0,0,-5.046e-4,86.449,0.059,2.015,10.095,926.161,337.416,0.05,0.11
5.947,2485.319,57.662,-15.252,57.683,15.254,68.87,0.02,68.87,0.017,1.537,0.234,28.61,-80.6,9.79,0.11,6.618e-8,-0.01,-2.155e-4,0.036,-8.885e-5,0,0,0,0,-3.567e-4,86.243,0.05,2.135,10.076,925.836,337.405,0.05,0.111
5.997,2494.716,56.903,-15.108,56.924,15.11,69.121,0.02,69.121,0.017,1.526,0.244,28.61,-80.6,9.79,0.109,6.474e-8,-0.008,-1.337e-4,0.036,3.417e-4,0,0,0,0,-1.986e-4,86.084,0.034,2.258,10.057,925.516,337.394,0.05,0.111
6.047,2503.989,56.151,-14.97,56.172,14.971,69.37,0.021,69.37,0.017,1.515,0.194,28.61,-80.6,9.79,0.156,2.454e-8,-0.004,-4.756e-5,0.052,7.621e-5,0,0,0,0,-6.883e-5,85.977,0.013,2.278,10.039,925.2,337.383,0.05,0.111
6.097,2513.139,55.406,-14.842,55.426,14.842,69.618,0.021,69.618,0.017,1.51,0.037,28.61,-80.6,9.79,0.295,5.45e-8,8.756e-4,-6.718e-5,0.097,-1.497e-4,0,0,0,0,2.827e-6,85.943,-0.003,2.127,10.021,924.889,337.372,0.05,0.111
6.147,2522.167,54.667,-14.7,54.688,14.7,69.866,0.021,69.866,0.017,1.507,0.109,28.61,-80.6,9.79,0.222,5.692e-8,0.007,-7.196e-5,0.073,4.38e-4,0,0,0,0,1.747e-4,86.018,-0.008,2.085,10.003,924.581,337.361,0.05,0.112
6.197,2531.075,53.936,-14.558,53.957,14.56,70.112,0.021,70.112,0.018,1.499,0.214,28.61,-80.6,9.79,0.106,3.918e-8,0.01,-6.346e-5,0.034,4.433e-4,0,0,0,0,4.14e-4,86.18,-0.002,2.004,9.985,924.278,337.35,0.05,0.112
