# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (sqrt_Hz)
6.13,-13.10393,1.354177,0,0,0,0,89.93225,105.792
6.14,-13.08796,1.348872,0,0,0,0,89.92526,105.6645
6.15,-13.07306,1.343999,0,0,0,0,89.91288,105.5372
6.16,-13.05909,1.339499,0,0,0,0,89.90616,105.41
6.17,-13.04592,1.335325,0,0,0,0,89.89314,105.2829
6.18,-13.03347,1.331434,0,0,0,0,89.89186,105.1559
6.19,-13.02163,1.327789,0,0,0,0,89.88036,105.0292
6.2,-13.01032,1.324359,0,0,0,0,89.86566,104.9025
6.21,-12.99948,1.321115,0,0,0,0,89.8598,104.7759
6.22,-12.98904,1.318034,0,0,0,0,89.84878,104.6495
6.23,-12.97896,1.315095,0,0,0,0,89.84364,104.5231
6.24,-12.96919,1.312279,0,0,0,0,89.83339,104.3969
6.25,-12.9597,1.309571,0,0,0,0,89.82104,104.2708
6.26,-12.95047,1.306969,0,0,0,0,89.8106,104.1448
6.27,-12.94145,1.304452,0,0,0,0,89.80109,104.0188
6.28,-12.93262,1.302007,0,0,0,0,89.78552,103.893
6.29,-12.92395,1.299625,0,0,0,0,89.77889,103.7672
6.3,-12.91542,1.297298,0,0,0,0,89.76622,104.3474
6.31,-12.90702,1.29502,0,0,0,0,89.7595,103.9165
6.32,-12.89872,1.292783,0,0,0,0,89.74575,103.8475
6.33,-12.89053,1.290584,0,0,0,0,89.74096,103.3554
6.34,-12.88242,1.288418,0,0,0,0,89.72515,103.2971
6.35,-12.8744,1.286281,0,0,0,0,89.71831,102.9134
6.36,-12.86644,1.284169,0,0,0,0,89.70346,102.9156
6.37,-12.85854,1.28208,0,0,0,0,89.68858,103.3016
6.38,-12.8507,1.280011,0,0,0,0,89.68369,103.0327
6.39,-12.84291,1.27796,0,0,0,0,89.67079,103.0114
6.4,-12.83517,1.275924,0,0,0,0,89.65687,103.343
6.41,-12.82747,1.273904,0,0,0,0,89.65094,103.0438
6.42,-12.81981,1.271895,0,0,0,0,89.64101,102.6656
6.43,-12.81219,1.269899,0,0,0,0,89.62807,102.5935
6.44,-12.80459,1.267912,0,0,0,0,89.62312,101.8041
6.45,-12.79703,1.265935,0,0,0,0,89.60516,102.006
6.46,-12.7895,1.263967,0,0,0,0,89.5942,102.1921
6.47,-12.78199,1.262006,0,0,0,0,89.58723,101.8917
6.48,-12.77451,1.260053,0,0,0,0,89.57726,101.5423
6.49,-12.76705,1.258106,0,0,0,0,89.56429,101.4935
6.5,-12.75961,1.256166,0,0,0,0,89.55432,101.3628
6.51,-12.7522,1.254231,0,0,0,0,89.54134,101.4826
6.52,-12.7448,1.252302,0,0,0,0,89.54036,100.5913
6.53,-12.73743,1.250378,0,0,0,0,89.52938,99.8725
6.54,-12.73008,1.248459,0,0,0,0,89.50839,100.2364
6.55,-12.72274,1.246544,0,0,0,0,89.50841,99.57212
6.56,-12.71542,1.244633,0,0,0,0,89.48942,99.73764
6.57,-12.70812,1.242727,0,0,0,0,89.48043,99.73463
6.58,-12.70084,1.240825,0,0,0,0,89.47244,99.51369
6.59,-12.69357,1.238926,0,0,0,0,89.45946,99.50781
6.6,-12.68633,1.237031,0,0,0,0,89.45446,99.0742
6.61,-12.67909,1.23514,0,0,0,0,89.44347,98.73055
6.62,-12.67187,1.233253,0,0,0,0,89.42448,99.02856
6.63,-12.66467,1.231368,0,0,0,0,89.41549,99.17197
6.64,-12.65749,1.229488,0,0,0,0,89.4065,99.18605
6.65,-12.65032,1.22761,0,0,0,0,89.39951,98.96235
6.66,-12.64316,1.225736,0,0,0,0,89.38651,98.91813
6.67,-12.63602,1.223865,0,0,0,0,89.37952,98.6573
6.68,-12.62892,1.222007,0,0,0,0,89.36753,98.51443
6.69,-12.62184,1.220156,0,0,0,0,89.35353,98.59029
6.7,-12.61478,1.218308,0,0,0,0,89.34754,98.46377
6.71,-12.9199,1.351871,0,0,0,0,89.2131,98.33734
6.72,-13.19405,1.47225,0,0,0,0,89.09354,98.20771
6.73,-13.43023,1.57637,0,0,0,0,88.99359,98.07524
6.74,-13.63361,1.666431,0,0,0,0,88.89236,97.94039
6.75,-13.80782,1.743966,0,0,0,0,88.81019,97.80328
6.76,-13.95735,1.810898,0,0,0,0,88.74563,97.66435
6.77,-14.08521,1.86851,0,0,0,0,88.67643,97.52397
6.78,-14.1942,1.917994,0,0,0,0,88.6245,97.38216
6.79,-14.28683,1.960429,0,0,0,0,88.57589,97.23928
6.8,-14.36538,1.996784,0,0,0,0,88.52977,97.09542
6.81,-14.43149,2.027762,0,0,0,0,88.48942,96.95073
6.82,-14.48685,2.054092,0,0,0,0,88.45521,96.80534
6.83,-14.53301,2.076439,0,0,0,0,88.42762,96.65939
6.84,-14.57106,2.095263,0,0,0,0,88.39315,96.51302
6.85,-14.60203,2.111014,0,0,0,0,88.3714,96.36614
6.86,-14.6271,2.124202,0,0,0,0,88.34402,96.21899
6.87,-14.64679,2.135043,0,0,0,0,88.32669,96.0715
6.88,-14.66181,2.143849,0,0,0,0,88.30315,95.92388
6.89,-14.67294,2.150958,0,0,0,0,88.29015,95.77603
6.9,-14.6807,2.156587,0,0,0,0,88.2705,95.62813
6.91,-14.6855,2.160924,0,0,0,0,88.26002,95.48009
6.92,-14.68768,2.164105,0,0,0,0,88.24156,95.33209
6.93,-14.6875,2.166252,0,0,0,0,88.22998,95.18401
6.94,-14.68542,2.167557,0,0,0,0,88.21816,95.03592
6.95,-14.68167,2.168127,0,0,0,0,88.203,94.88788
6.96,-14.67649,2.16806,0,0,0,0,88.18942,94.73979
6.97,-14.67006,2.167439,0,0,0,0,88.17935,94.59175
6.98,-14.66255,2.166336,0,0,0,0,88.1657,94.44376
6.99,-14.65411,2.164816,0,0,0,0,88.15243,94.29581
7,-14.64486,2.162934,0,0,0,0,88.14949,94.14786
7.01,-14.63492,2.160737,0,0,0,0,88.14083,94.00015
7.02,-14.62437,2.158269,0,0,0,0,88.13142,93.85253
7.03,-14.61331,2.155566,0,0,0,0,88.12022,93.705
7.04,-14.60181,2.152659,0,0,0,0,88.1112,93.55756
7.05,-14.58994,2.149584,0,0,0,0,88.10735,93.41022
7.06,-14.57777,2.146366,0,0,0,0,88.09663,93.26306
7.07,-14.56532,2.143018,0,0,0,0,88.09202,93.116
7.08,-14.55263,2.139557,0,0,0,0,88.08153,92.96912
7.09,-14.53975,2.136,0,0,0,0,88.07512,92.82229
7.1,-14.52669,2.13236,0,0,0,0,88.05878,92.67564
7.11,-14.51349,2.12865,0,0,0,0,88.05352,92.52899
7.12,-14.50018,2.12488,0,0,0,0,88.04931,92.38253
7.13,-14.48677,2.121058,0,0,0,0,88.04415,92.23626
7.14,-14.47327,2.117194,0,0,0,0,88.02603,92.09013
7.15,-14.45972,2.113293,0,0,0,0,88.02394,91.94399
7.16,-14.44611,2.109362,0,0,0,0,88.02189,91.79804
7.17,-14.43246,2.105406,0,0,0,0,88.00886,91.65233
7.18,-14.41879,2.101429,0,0,0,0,87.99885,91.50666
7.19,-14.40509,2.097436,0,0,0,0,87.98886,91.36108
7.2,-14.39138,2.093429,0,0,0,0,87.98489,91.2156
7.21,-14.37766,2.089412,0,0,0,0,87.97893,91.07034
7.22,-14.36395,2.085387,0,0,0,0,87.97098,90.92523
7.23,-14.35024,2.081357,0,0,0,0,87.96204,90.78026
7.24,-14.33653,2.077322,0,0,0,0,87.9551,90.63538
7.25,-14.32284,2.073286,0,0,0,0,87.95017,90.49064
7.26,-14.30916,2.069249,0,0,0,0,87.94325,90.34608
7.27,-14.2955,2.065213,0,0,0,0,87.92833,90.20167
7.28,-14.28187,2.061178,0,0,0,0,87.9274,90.05725
7.29,-14.26825,2.057147,0,0,0,0,87.91649,89.91307
7.3,-14.25466,2.053119,0,0,0,0,87.91257,89.76898
7.31,-14.24109,2.049094,0,0,0,0,87.90165,89.62508
7.32,-14.22756,2.045075,0,0,0,0,87.90073,89.48127
7.33,-14.21405,2.041062,0,0,0,0,87.89281,89.33764
7.34,-14.20057,2.037054,0,0,0,0,87.87988,89.19416
7.35,-14.18711,2.033052,0,0,0,0,87.87296,89.05072
7.36,-14.17369,2.029057,0,0,0,0,87.87303,88.90742
7.37,-14.16031,2.025068,0,0,0,0,87.8631,88.76435
7.38,-14.14695,2.021087,0,0,0,0,87.84717,88.62138
7.39,-14.13362,2.017113,0,0,0,0,87.84723,88.4784
7.4,-14.12033,2.013146,0,0,0,0,87.84029,88.33571
7.41,-14.10707,2.009187,0,0,0,0,87.82835,88.19311
7.42,-14.09386,2.005243,0,0,0,0,87.82041,88.0506
7.43,-14.0807,2.001315,0,0,0,0,87.81846,87.90818
7.44,-14.06757,1.997394,0,0,0,0,87.8065,87.766
7.45,-14.05447,1.993482,0,0,0,0,87.80455,87.62386
7.46,-14.04141,1.989577,0,0,0,0,87.79559,87.48191
7.47,-14.02838,1.985681,0,0,0,0,87.78362,87.34009
7.48,-14.01539,1.981792,0,0,0,0,87.78366,87.19833
7.49,-14.00243,1.977912,0,0,0,0,87.77168,87.0568
7.5,-13.9895,1.97404,0,0,0,0,87.76571,86.91531
7.51,-13.97661,1.970176,0,0,0,0,87.76573,86.77396
7.52,-13.96375,1.96632,0,0,0,0,87.75275,86.63285
7.53,-13.95092,1.962473,0,0,0,0,87.74576,86.49178
7.54,-13.93813,1.958634,0,0,0,0,87.74177,86.35085
7.55,-13.92537,1.954802,0,0,0,0,87.73577,86.21006
7.56,-13.91264,1.95098,0,0,0,0,87.72377,86.06941
7.57,-13.89995,1.947165,0,0,0,0,87.71577,85.92881
7.58,-13.88729,1.943358,0,0,0,0,87.70876,85.78834
7.59,-13.87466,1.93956,0,0,0,0,87.70575,85.64797
7.6,-13.86206,1.935769,0,0,0,0,87.69673,85.50778
7.61,-13.8495,1.931987,0,0,0,0,87.69071,85.36769
7.62,-13.83698,1.928213,0,0,0,0,87.68669,85.22779
7.63,-13.82448,1.924448,0,0,0,0,87.67966,85.08802
7.64,-13.81202,1.92069,0,0,0,0,87.66663,84.94839
7.65,-13.79959,1.91694,0,0,0,0,87.65959,84.80876
7.66,-13.78719,1.913198,0,0,0,0,87.65755,84.66927
7.67,-13.77483,1.909465,0,0,0,0,87.64951,84.52997
7.68,-13.7625,1.905739,0,0,0,0,87.64346,84.39076
7.69,-13.7502,1.902022,0,0,0,0,87.63541,84.25169
7.7,-13.73793,1.898312,0,0,0,0,87.62235,84.11276
7.71,-13.49492,1.783143,0,0,0,0,87.71325,83.97383
7.72,-13.27546,1.679091,0,0,0,0,87.79277,83.8375
7.73,-13.08424,1.58847,0,0,0,0,87.86077,83.7035
7.74,-12.91766,1.509587,0,0,0,0,87.91878,83.57154
7.75,-12.77202,1.440677,0,0,0,0,87.96712,83.44135
7.76,-12.64502,1.380659,0,0,0,0,88.00694,83.31269
7.77,-12.53403,1.328294,0,0,0,0,88.04423,83.18533
7.78,-12.4369,1.282556,0,0,0,0,88.07283,83.05918
7.79,-12.35185,1.242598,0,0,0,0,88.0955,82.93405
7.8,-12.27739,1.207715,0,0,0,0,88.11489,82.80981
7.81,-12.21194,1.177154,0,0,0,0,88.12756,82.68631
7.82,-12.15437,1.150379,0,0,0,0,88.148,82.56346
7.83,-12.10378,1.126958,0,0,0,0,88.15862,82.44135
7.84,-12.05909,1.106379,0,0,0,0,88.16381,82.31976
7.85,-12.01952,1.088261,0,0,0,0,88.16488,82.19863
7.86,-11.98464,1.072407,0,0,0,0,88.1721,82.07782
7.87,-11.95354,1.058379,0,0,0,0,88.16872,81.95744
7.88,-11.92574,1.045943,0,0,0,0,88.17395,81.83733
7.89,-11.90099,1.034981,0,0,0,0,88.17397,81.71755
7.9,-11.87887,1.025291,0,0,0,0,88.17495,81.59804
7.91,-11.85901,1.0167,0,0,0,0,88.173,81.47882
7.92,-11.84104,1.00902,0,0,0,0,88.16827,81.35978
7.93,-11.82462,1.002096,0,0,0,0,88.15785,81.24093
7.94,-11.80971,0.9958976,0,0,0,0,88.15982,81.12217
7.95,-11.79609,0.9903289,0,0,0,0,88.14928,81.00364
7.96,-11.78359,0.9853057,0,0,0,0,88.14329,80.88516
7.97,-11.77206,0.9807557,0,0,0,0,88.1499,80.76681
7.98,-11.76138,0.9766164,0,0,0,0,88.13417,80.64875
7.99,-11.75144,0.9728336,0,0,0,0,88.12714,80.53064
8,-11.74213,0.9693604,0,0,0,0,88.12286,80.41263
8.01,-11.73337,0.9661564,0,0,0,0,88.11235,80.29475
8.02,-11.7251,0.9631862,0,0,0,0,88.10864,80.17692
8.03,-11.71724,0.9604195,0,0,0,0,88.09977,80.05923
8.04,-11.70975,0.9578295,0,0,0,0,88.09175,79.94158
8.05,-11.70258,0.9553935,0,0,0,0,88.0836,79.82403
8.06,-11.69568,0.9530915,0,0,0,0,88.07734,79.70653
8.07,-11.68903,0.9509062,0,0,0,0,88.06599,79.58911
8.08,-11.68259,0.9488224,0,0,0,0,88.06455,79.4717
8.09,-11.67634,0.9468272,0,0,0,0,88.05204,79.35447
8.1,-11.67024,0.9449093,0,0,0,0,88.04446,79.2372
8.11,-11.66429,0.9430589,0,0,0,0,88.03583,79.12002
8.12,-11.65846,0.9412671,0,0,0,0,88.02915,79.00284
8.13,-11.65274,0.9395268,0,0,0,0,88.02743,78.88575
8.14,-11.64712,0.9378312,0,0,0,0,88.01568,78.76885
8.15,-11.64158,0.9361751,0,0,0,0,87.99989,79.78917
8.16,-11.63612,0.9345533,0,0,0,0,87.99607,79.34603
8.17,-11.63072,0.9329617,0,0,0,0,87.98923,78.99385
8.18,-11.62538,0.9313965,0,0,0,0,87.97937,78.82562
8.19,-11.6201,0.9298545,0,0,0,0,87.9725,78.56892
8.2,-11.61486,0.928333,0,0,0,0,87.9636,78.38505
8.21,-11.60966,0.9268296,0,0,0,0,87.9607,77.74297
8.22,-11.6045,0.925342,0,0,0,0,87.94778,77.6052
8.23,-11.59938,0.9238685,0,0,0,0,87.93785,77.65605
8.24,-11.59429,0.9224075,0,0,0,0,87.93391,77.23233
8.25,-11.58922,0.9209575,0,0,0,0,87.92097,77.39874
8.26,-11.58418,0.9195175,0,0,0,0,87.91802,76.92219
8.27,-11.57917,0.9180862,0,0,0,0,87.91306,76.11328
8.28,-11.57417,0.9166628,0,0,0,0,87.9021,75.76266
8.29,-11.56922,0.9152561,0,0,0,0,87.89513,75.32351
8.3,-11.56428,0.913858,0,0,0,0,87.88616,75.06209
8.31,-11.55937,0.9124658,0,0,0,0,87.87619,75.07305
8.32,-11.55447,0.9110787,0,0,0,0,87.87321,74.48552
8.33,-11.54959,0.9096964,0,0,0,0,87.85623,75.02432
8.34,-11.54472,0.9083185,0,0,0,0,87.86225,73.90426
8.35,-11.53986,0.9069447,0,0,0,0,87.84526,73.94509
8.36,-11.53502,0.9055747,0,0,0,0,87.83928,73.77075
8.37,-11.53019,0.904208,0,0,0,0,87.82729,74.03064
8.38,-11.52538,0.9028446,0,0,0,0,87.8173,74.44013
8.39,-11.52057,0.9014844,0,0,0,0,87.80731,74.96536
8.4,-11.51578,0.9001271,0,0,0,0,87.80932,74.4955
8.41,-11.511,0.8987725,0,0,0,0,87.79233,74.87926
8.42,-11.50623,0.8974203,0,0,0,0,87.78734,74.94434
8.43,-11.50147,0.8960707,0,0,0,0,87.78035,74.91199
8.44,-11.49672,0.8947236,0,0,0,0,87.77036,75.03437
8.45,-11.49199,0.8933787,0,0,0,0,87.76636,74.8305
8.46,-11.48726,0.892036,0,0,0,0,87.75737,74.72511
8.47,-11.48254,0.8906955,0,0,0,0,87.74738,74.77177
8.48,-11.47783,0.8893572,0,0,0,0,87.74338,74.53356
8.49,-11.47314,0.8880208,0,0,0,0,87.73139,74.59155
8.5,-11.46845,0.8866865,0,0,0,0,87.72439,74.57448
8.51,-11.46377,0.885354,0,0,0,0,87.7214,74.24212
8.52,-11.4591,0.8840236,0,0,0,0,87.7114,74.07481
8.53,-11.45444,0.882695,0,0,0,0,87.70441,73.86923
8.54,-11.44979,0.8813683,0,0,0,0,87.69941,73.51389
8.55,-11.44515,0.8800435,0,0,0,0,87.68842,73.38977
8.56,-11.6221,0.976176,0,0,0,0,87.60131,73.26566
8.57,-11.78097,1.062843,0,0,0,0,87.52389,73.13959
8.58,-11.91768,1.13782,0,0,0,0,87.4569,73.0118
8.59,-12.03526,1.20269,0,0,0,0,87.38912,72.88258
8.6,-12.13585,1.258558,0,0,0,0,87.34047,72.75196
8.61,-12.22205,1.306805,0,0,0,0,87.29001,72.62031
8.62,-12.29563,1.348356,0,0,0,0,87.25394,72.48764
8.63,-12.35822,1.384066,0,0,0,0,87.21755,72.35428
8.64,-12.41131,1.414711,0,0,0,0,87.18523,72.22022
8.65,-12.45619,1.440988,0,0,0,0,87.14944,72.0856
8.66,-12.49384,1.463401,0,0,0,0,87.12472,71.95038
8.67,-12.52525,1.482473,0,0,0,0,87.10567,71.81478
8.68,-12.55131,1.498684,0,0,0,0,87.08194,71.67891
8.69,-12.57266,1.512363,0,0,0,0,87.06022,71.54271
8.7,-12.5899,1.523833,0,0,0,0,87.04325,71.40623
8.71,-12.60371,1.533461,0,0,0,0,87.0288,71.26957
8.72,-12.6144,1.541401,0,0,0,0,87.01567,71.13277
8.73,-12.62238,1.547878,0,0,0,0,86.99868,70.99587
8.74,-12.62811,1.553135,0,0,0,0,86.98469,70.85883
8.75,-12.63188,1.557326,0,0,0,0,86.97556,70.7217
8.76,-12.63396,1.560601,0,0,0,0,86.96519,70.58453
8.77,-12.63452,1.563044,0,0,0,0,86.95446,70.44735
8.78,-12.63371,1.564743,0,0,0,0,86.9473,70.31013
8.79,-12.6318,1.565835,0,0,0,0,86.94363,70.17296
8.8,-12.62894,1.566398,0,0,0,0,86.93039,70.03588
8.81,-12.62523,1.566501,0,0,0,0,86.91451,69.89875
8.82,-12.62081,1.566205,0,0,0,0,86.90996,69.76153
8.83,-12.61576,1.565561,0,0,0,0,86.89768,69.6244
8.84,-12.61017,1.564615,0,0,0,0,86.89265,69.48727
8.85,-12.60412,1.563408,0,0,0,0,86.89182,69.35023
8.86,-12.59767,1.561973,0,0,0,0,86.88618,69.21334
8.87,-12.59087,1.560342,0,0,0,0,86.88169,69.07653
8.88,-12.58377,1.55854,0,0,0,0,86.86534,68.93982
8.89,-12.57641,1.55659,0,0,0,0,86.86411,68.80302
8.9,-12.56884,1.554513,0,0,0,0,86.85297,68.66636
8.91,-12.56108,1.552325,0,0,0,0,86.85293,68.52969
8.92,-12.55316,1.550043,0,0,0,0,86.84596,68.39322
8.93,-12.5451,1.547678,0,0,0,0,86.83506,68.25678
8.94,-12.53693,1.545243,0,0,0,0,86.82322,68.12035
8.95,-12.52867,1.542747,0,0,0,0,86.82342,67.98392
8.96,-12.52032,1.540199,0,0,0,0,86.81467,67.84768
8.97,-12.51191,1.537606,0,0,0,0,86.80895,67.71148
8.98,-12.50344,1.534976,0,0,0,0,86.80526,67.57537
8.99,-12.49492,1.532313,0,0,0,0,86.7956,67.43936
9,-12.48637,1.529623,0,0,0,0,86.79897,67.30339
9.01,-12.47779,1.526909,0,0,0,0,86.78735,67.16766
9.02,-12.46919,1.524177,0,0,0,0,86.78075,67.03192
9.03,-12.46057,1.521428,0,0,0,0,86.77716,66.89624
9.04,-12.45195,1.518667,0,0,0,0,86.76658,66.76064
9.05,-12.44331,1.515894,0,0,0,0,86.76901,66.62509
9.06,-12.43467,1.513112,0,0,0,0,86.75846,66.48973
9.07,-12.42604,1.510324,0,0,0,0,86.7559,66.35437
9.08,-12.41741,1.507531,0,0,0,0,86.74836,66.21915
9.09,-12.40878,1.504733,0,0,0,0,86.73782,66.08397
9.1,-12.40016,1.501934,0,0,0,0,86.73428,65.94884
9.11,-12.39155,1.499132,0,0,0,0,86.73274,65.8138
9.12,-12.38295,1.49633,0,0,0,0,86.72921,65.6789
9.13,-12.37437,1.493528,0,0,0,0,86.72167,65.54415
9.14,-12.3658,1.490727,0,0,0,0,86.71714,65.40943
9.15,-12.35724,1.487927,0,0,0,0,86.70661,65.27482
9.16,-12.3487,1.485129,0,0,0,0,86.70908,65.1402
9.17,-12.34018,1.482333,0,0,0,0,86.70554,65.00581
9.18,-12.33167,1.47954,0,0,0,0,86.69701,64.87152
9.19,-12.32319,1.476751,0,0,0,0,86.68347,64.73727
9.2,-12.31473,1.473974,0,0,0,0,86.68394,64.60298
9.21,-12.3063,1.471204,0,0,0,0,86.6784,64.46887
9.22,-12.29789,1.468437,0,0,0,0,86.66986,64.33481
9.23,-12.2895,1.465675,0,0,0,0,86.66532,64.20079
9.24,-12.28113,1.462917,0,0,0,0,86.65878,64.06692
9.25,-12.27278,1.460163,0,0,0,0,86.65623,63.93309
9.26,-12.26445,1.457413,0,0,0,0,86.64969,63.79936
9.27,-12.25614,1.454668,0,0,0,0,86.64614,63.66571
9.28,-12.24784,1.451927,0,0,0,0,86.63958,63.53216
9.29,-12.23957,1.449191,0,0,0,0,86.63403,63.39866
9.3,-12.23132,1.44646,0,0,0,0,86.62947,63.26525
9.31,-12.22309,1.443733,0,0,0,0,86.62191,63.13193
9.32,-12.21488,1.441011,0,0,0,0,86.61235,62.99866
9.33,-12.20669,1.438294,0,0,0,0,86.61379,62.86544
9.34,-12.19852,1.435582,0,0,0,0,86.60622,62.7324
9.35,-12.19037,1.432875,0,0,0,0,86.60165,62.59936
9.36,-12.18225,1.430172,0,0,0,0,86.59908,62.46646
9.37,-12.17414,1.427475,0,0,0,0,86.58951,62.33366
9.38,-12.16605,1.424782,0,0,0,0,86.58193,62.20085
9.39,-12.15798,1.422094,0,0,0,0,86.57435,62.06809
9.4,-12.14994,1.419411,0,0,0,0,86.57277,61.93538
9.41,-12.14191,1.416734,0,0,0,0,86.57318,61.8028
9.42,-12.13391,1.414061,0,0,0,0,86.5646,61.67042
9.43,-12.12592,1.411393,0,0,0,0,86.56201,61.53803
9.44,-12.11796,1.40873,0,0,0,0,86.55941,61.40578
9.45,-12.11001,1.406072,0,0,0,0,86.54782,61.27362
9.46,-12.10209,1.403418,0,0,0,0,86.54622,61.14147
9.47,-12.09418,1.40077,0,0,0,0,86.54362,61.00945
9.48,-12.0863,1.398127,0,0,0,0,86.53002,60.87753
9.49,-12.07844,1.395489,0,0,0,0,86.52541,60.74556
9.5,-12.07059,1.392855,0,0,0,0,86.5218,60.61368
9.51,-12.06277,1.390227,0,0,0,0,86.51819,60.4819
9.52,-12.05497,1.387603,0,0,0,0,86.50958,60.35026
9.53,-12.04719,1.384984,0,0,0,0,86.50596,60.21861
9.54,-12.03942,1.38237,0,0,0,0,86.49534,60.08706
9.55,-12.03168,1.379761,0,0,0,0,86.49272,59.95551
9.56,-11.89394,1.296528,0,0,0,0,86.55252,59.82405
9.57,-11.76952,1.2213,0,0,0,0,86.60541,59.69422
9.58,-11.66107,1.155773,0,0,0,0,86.64006,59.56583
9.59,-11.56656,1.098726,0,0,0,0,86.68245,59.43856
9.6,-11.4839,1.048887,0,0,0,0,86.70538,59.31244
9.61,-11.41176,1.005473,0,0,0,0,86.72759,59.18716
9.62,-11.34869,0.9675912,0,0,0,0,86.7537,59.06263
9.63,-11.29344,0.9345003,0,0,0,0,86.76524,58.93889
9.64,-11.24502,0.9055871,0,0,0,0,86.78969,58.81566
9.65,-11.20258,0.8803429,0,0,0,0,86.79145,58.69312
9.66,-11.16522,0.8582226,0,0,0,0,86.80288,58.57091
9.67,-11.13231,0.8388411,0,0,0,0,86.81028,58.44917
9.68,-11.10335,0.8218864,0,0,0,0,86.81092,58.32779
9.69,-11.07771,0.8069852,0,0,0,0,86.82203,58.20665
9.7,-11.05495,0.7938643,0,0,0,0,86.82081,58.08593
9.71,-11.03484,0.7823796,0,0,0,0,86.82944,57.9654
9.72,-11.01686,0.7722144,0,0,0,0,86.82006,57.84518
9.73,-11.00073,0.7632013,0,0,0,0,86.82282,57.72502
9.74,-10.98633,0.7552532,0,0,0,0,86.81782,57.60509
9.75,-10.9734,0.7482242,0,0,0,0,86.81716,57.48525
9.76,-10.96174,0.7419892,0,0,0,0,86.81694,57.3656
9.77,-10.95115,0.7364129,0,0,0,0,86.81322,57.24608
9.78,-10.94143,0.7313832,0,0,0,0,86.80806,57.12666
9.79,-10.93255,0.7268781,0,0,0,0,86.80854,57.00733
9.8,-10.9244,0.7228279,0,0,0,0,86.81169,56.88814
9.81,-10.91688,0.7191715,0,0,0,0,86.79756,56.76914
9.82,-10.90991,0.7158571,0,0,0,0,86.79418,56.65009
9.83,-10.90341,0.7128393,0,0,0,0,86.78459,56.53114
9.84,-10.89733,0.7100791,0,0,0,0,86.78881,56.41218
9.85,-10.8916,0.7075425,0,0,0,0,86.77788,56.29341
9.86,-10.88619,0.7052001,0,0,0,0,86.7718,56.17459
9.87,-10.88104,0.7030267,0,0,0,0,86.76461,56.05582
9.88,-10.87613,0.7010001,0,0,0,0,86.7663,55.9371
9.89,-10.87143,0.699101,0,0,0,0,86.75891,55.81851
9.9,-10.8669,0.6973133,0,0,0,0,86.74644,55.69998
9.91,-10.86253,0.6956221,0,0,0,0,86.7519,55.58135
9.92,-10.8583,0.694015,0,0,0,0,86.7393,55.46295
9.93,-10.85418,0.6924813,0,0,0,0,86.73364,55.3445
9.94,-10.85017,0.6910115,0,0,0,0,86.72795,55.22606
9.95,-10.84625,0.6895974,0,0,0,0,86.72521,55.10766
9.96,-10.84242,0.6882318,0,0,0,0,86.71644,54.98935
9.97,-10.83865,0.6869086,0,0,0,0,86.71364,54.87105
9.98,-10.83494,0.6856224,0,0,0,0,86.70981,54.75284
9.99,-10.83129,0.6843686,0,0,0,0,86.70296,54.63467
10,-10.82769,0.6831431,0,0,0,0,86.69709,57.61395
10.01,-10.82413,0.6819423,0,0,0,0,86.6912,57.51728
10.02,-10.82061,0.6807632,0,0,0,0,86.6853,57.41335
10.03,-10.81713,0.6796031,0,0,0,0,86.67239,57.77452
10.04,-10.81367,0.6784597,0,0,0,0,86.67047,57.74951
10.05,-10.81024,0.6773311,0,0,0,0,86.66553,57.62859
10.06,-10.80684,0.6762153,0,0,0,0,86.66459,57.06374
10.07,-10.80346,0.675111,0,0,0,0,86.64964,57.40157
10.08,-10.80009,0.6740168,0,0,0,0,86.64869,57.18102
10.09,-10.79675,0.6729314,0,0,0,0,86.64173,57.08051
10.1,-10.79343,0.6718541,0,0,0,0,86.63776,56.75128
10.11,-10.79012,0.6707839,0,0,0,0,86.63279,56.33379
10.12,-10.78682,0.6697199,0,0,0,0,86.62782,55.8433
10.13,-10.78354,0.6686616,0,0,0,0,86.61784,55.91135
10.14,-10.78027,0.6676083,0,0,0,0,86.61186,55.97228
10.15,-10.77701,0.6665598,0,0,0,0,86.60488,56.1463
10.16,-10.77377,0.6655152,0,0,0,0,86.6049,55.57161
10.17,-10.77053,0.6644745,0,0,0,0,86.59591,55.44582
10.18,-10.76731,0.6634373,0,0,0,0,86.58792,55.57535
10.19,-10.76409,0.6624032,0,0,0,0,86.59094,54.68298
10.2,-10.76088,0.661372,0,0,0,0,86.57895,54.5987
10.21,-10.75769,0.6603491,0,0,0,0,86.57396,54.43484
10.22,-10.75452,0.6593342,0,0,0,0,86.56596,54.51111
10.23,-10.75136,0.6583215,0,0,0,0,86.56097,54.48754
10.24,-10.7482,0.657311,0,0,0,0,86.55898,54.10325
10.25,-10.74505,0.6563025,0,0,0,0,86.54699,54.33439
10.26,-10.74191,0.6552959,0,0,0,0,86.54899,53.84289
10.27,-10.73877,0.6542912,0,0,0,0,86.541,53.60941
10.28,-10.73565,0.6532883,0,0,0,0,86.532,53.66852
10.29,-10.73253,0.652287,0,0,0,0,86.52801,53.57479
10.3,-10.72942,0.6512874,0,0,0,0,86.52001,53.6584
