# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (sqrt_Hz)
10.31,-10.72631,0.6502894,0,0,0,0,86.52002,53.30451
10.32,-10.72321,0.6492928,0,0,0,0,86.51302,53.08575
10.33,-10.72012,0.6482978,0,0,0,0,86.50402,53.11785
10.34,-10.71704,0.6473042,0,0,0,0,86.50003,53.02591
10.35,-10.71396,0.646312,0,0,0,0,86.49803,52.70201
10.36,-10.71089,0.6453212,0,0,0,0,86.48804,52.68823
10.37,-10.70783,0.6443318,0,0,0,0,86.48304,52.63007
10.38,-10.70477,0.6433437,0,0,0,0,86.47704,52.59496
10.39,-10.70172,0.6423571,0,0,0,0,86.46905,52.69696
10.4,-10.69868,0.6413716,0,0,0,0,86.46605,52.58773
10.41,-10.79331,0.7104765,0,0,0,0,86.42017,52.4786
10.42,-10.87812,0.7727797,0,0,0,0,86.36196,52.36845
10.43,-10.95094,0.8266768,0,0,0,0,86.32745,52.25714
10.44,-11.0134,0.8733078,0,0,0,0,86.2919,52.14508
10.45,-11.06668,0.9134682,0,0,0,0,86.25064,52.03228
10.46,-11.11219,0.9481518,0,0,0,0,86.22913,51.91873
10.47,-11.15088,0.9780235,0,0,0,0,86.19786,51.80477
10.48,-11.18365,1.003698,0,0,0,0,86.18041,51.69024
10.49,-11.21128,1.025735,0,0,0,0,86.15542,51.5754
10.5,-11.23451,1.044633,0,0,0,0,86.14154,51.46013
10.51,-11.25383,1.060755,0,0,0,0,86.12452,51.34468
10.52,-11.2698,1.074479,0,0,0,0,86.11009,51.22895
10.53,-11.2829,1.086146,0,0,0,0,86.09006,51.11303
10.54,-11.29346,1.095995,0,0,0,0,86.07824,50.99684
10.55,-11.30182,1.104258,0,0,0,0,86.07547,50.88055
10.56,-11.30834,1.111197,0,0,0,0,86.0606,50.76426
10.57,-11.31319,1.116924,0,0,0,0,86.04453,50.64784
10.58,-11.31658,1.1216,0,0,0,0,86.04014,50.53122
10.59,-11.31877,1.1254,0,0,0,0,86.03435,50.41461
10.6,-11.31991,1.128435,0,0,0,0,86.02408,50.298
10.61,-11.32014,1.130801,0,0,0,0,86.02425,50.18129
10.62,-11.31956,1.13257,0,0,0,0,86.01382,50.06473
10.63,-11.31825,1.133805,0,0,0,0,86.00672,49.94807
10.64,-11.31635,1.134603,0,0,0,0,86.00091,49.83141
10.65,-11.31395,1.135022,0,0,0,0,85.99036,49.71475
10.66,-11.3111,1.135109,0,0,0,0,85.99103,49.59804
10.67,-11.30786,1.13491,0,0,0,0,85.98289,49.48147
10.68,-11.3043,1.134461,0,0,0,0,85.97991,49.36486
10.69,-11.30045,1.133795,0,0,0,0,85.97708,49.24834
10.7,-11.29636,1.13294,0,0,0,0,85.96537,49.13187
10.71,-11.29205,1.131923,0,0,0,0,85.96577,49.01535
10.72,-11.28757,1.130764,0,0,0,0,85.95826,48.89892
10.73,-11.28293,1.129482,0,0,0,0,85.95383,48.78249
10.74,-11.27815,1.128094,0,0,0,0,85.95448,48.66611
10.75,-11.27327,1.126617,0,0,0,0,85.94918,48.54987
10.76,-11.2683,1.12507,0,0,0,0,85.94193,48.43363
10.77,-11.26325,1.123454,0,0,0,0,85.93573,48.31739
10.78,-11.25813,1.121779,0,0,0,0,85.92957,48.20119
10.79,-11.25295,1.120052,0,0,0,0,85.92744,48.085
10.8,-11.24772,1.118282,0,0,0,0,85.92534,47.9689
10.81,-11.24246,1.116475,0,0,0,0,85.92527,47.85289
10.82,-11.23716,1.114635,0,0,0,0,85.92021,47.73697
10.83,-11.23183,1.112767,0,0,0,0,85.90818,47.6211
10.84,-11.22648,1.110877,0,0,0,0,85.90716,47.50514
10.85,-11.22112,1.108966,0,0,0,0,85.90415,47.38927
10.86,-11.21574,1.107038,0,0,0,0,85.90515,47.27349
10.87,-11.21036,1.105097,0,0,0,0,85.89317,47.15786
10.88,-11.20497,1.103143,0,0,0,0,85.89419,47.04213
10.89,-11.19958,1.10118,0,0,0,0,85.89322,46.92654
10.9,-11.19418,1.099209,0,0,0,0,85.88125,46.81104
10.91,-11.18879,1.097232,0,0,0,0,85.88329,46.69549
10.92,-11.1834,1.095249,0,0,0,0,85.87933,46.58004
10.93,-11.17802,1.093262,0,0,0,0,85.87337,46.46468
10.94,-11.17264,1.091273,0,0,0,0,85.86742,46.34933
10.95,-11.16727,1.089281,0,0,0,0,85.86546,46.23397
10.96,-11.1619,1.087288,0,0,0,0,85.86751,46.1187
10.97,-11.15655,1.085295,0,0,0,0,85.85856,46.00358
10.98,-11.15121,1.083301,0,0,0,0,85.85561,45.88845
10.99,-11.14587,1.081308,0,0,0,0,85.85266,45.77337
11,-11.14055,1.079315,0,0,0,0,85.84271,45.65834
11.01,-11.13523,1.077324,0,0,0,0,85.84476,45.54326
11.02,-11.12993,1.075334,0,0,0,0,85.84481,45.42832
11.03,-11.12464,1.073346,0,0,0,0,85.83086,45.31352
11.04,-11.11937,1.07136,0,0,0,0,85.83691,45.19858
11.05,-11.1141,1.069377,0,0,0,0,85.82095,45.08387
11.06,-11.10885,1.067396,0,0,0,0,85.822,44.96902
11.07,-11.10361,1.065417,0,0,0,0,85.81904,44.85432
11.08,-11.09838,1.063442,0,0,0,0,85.82008,44.73966
11.09,-11.09317,1.061469,0,0,0,0,85.81012,44.62509
11.1,-11.08797,1.059499,0,0,0,0,85.81416,44.51047
11.11,-11.08279,1.057533,0,0,0,0,85.8012,44.39604
11.12,-11.07761,1.055569,0,0,0,0,85.80124,44.28152
11.13,-11.07245,1.053609,0,0,0,0,85.80627,44.16709
11.14,-11.06731,1.051652,0,0,0,0,85.7933,44.05285
11.15,-11.06218,1.049698,0,0,0,0,85.79833,43.93852
11.16,-11.05706,1.047748,0,0,0,0,85.78136,43.82437
11.17,-11.05195,1.045801,0,0,0,0,85.78239,43.71008
11.18,-11.04686,1.043857,0,0,0,0,85.78142,43.59588
11.19,-11.04178,1.041917,0,0,0,0,85.78244,43.48178
11.2,-11.03672,1.039981,0,0,0,0,85.78346,43.36781
11.21,-11.03167,1.038048,0,0,0,0,85.77648,43.25394
11.22,-11.02663,1.036118,0,0,0,0,85.7675,43.14007
11.23,-11.02161,1.034192,0,0,0,0,85.75952,43.0262
11.24,-11.0166,1.03227,0,0,0,0,85.75553,42.91228
11.25,-11.0116,1.030351,0,0,0,0,85.75354,42.79841
11.26,-11.00662,1.028436,0,0,0,0,85.75455,42.68459
11.27,-11.00165,1.026525,0,0,0,0,85.74956,42.5709
11.28,-10.9967,1.024617,0,0,0,0,85.74257,42.45726
11.29,-10.99176,1.022712,0,0,0,0,85.74257,42.34358
11.3,-10.98683,1.020814,0,0,0,0,85.73258,42.23003
11.31,-10.98193,1.018928,0,0,0,0,85.73758,42.11644
11.32,-10.97704,1.017046,0,0,0,0,85.73558,42.00299
11.33,-10.97217,1.015168,0,0,0,0,85.73258,41.88963
11.34,-10.96731,1.013293,0,0,0,0,85.72657,41.77632
11.35,-10.96246,1.011422,0,0,0,0,85.71957,41.663
11.36,-10.95763,1.009554,0,0,0,0,85.72256,41.54969
11.37,-10.95281,1.00769,0,0,0,0,85.71455,41.43652
11.38,-10.948,1.005829,0,0,0,0,85.71254,41.3233
11.39,-10.94321,1.003972,0,0,0,0,85.70352,41.21017
11.4,-10.93843,1.002119,0,0,0,0,85.70151,41.09699
11.41,-10.8681,0.9422585,0,0,0,0,85.738,40.98387
11.42,-10.80457,0.8881394,0,0,0,0,85.76511,40.87172
11.43,-10.74917,0.8409942,0,0,0,0,85.78311,40.7604
11.44,-10.70087,0.7999456,0,0,0,0,85.80153,40.64969
11.45,-10.65858,0.7640804,0,0,0,0,85.82086,40.53958
11.46,-10.62165,0.7328358,0,0,0,0,85.8355,40.43004
11.47,-10.58931,0.7055693,0,0,0,0,85.83881,40.321
11.48,-10.56095,0.681749,0,0,0,0,85.8571,40.21224
11.49,-10.53605,0.6609333,0,0,0,0,85.86263,40.10395
11.5,-10.51417,0.6427566,0,0,0,0,85.86664,39.99593
11.51,-10.49488,0.6268272,0,0,0,0,85.86932,39.8882
11.52,-10.47783,0.6128613,0,0,0,0,85.86886,39.78065
11.53,-10.46277,0.6006392,0,0,0,0,85.8734,39.67328
11.54,-10.44939,0.5898945,0,0,0,0,85.87508,39.5661
11.55,-10.43747,0.5804307,0,0,0,0,85.87601,39.45911
11.56,-10.42688,0.5721433,0,0,0,0,85.88128,39.35226
11.57,-10.41737,0.5648055,0,0,0,0,85.881,39.24559
11.58,-10.4088,0.5582966,0,0,0,0,85.88222,39.13906
11.59,-10.40109,0.5525537,0,0,0,0,85.87402,39.03267
11.6,-10.39412,0.5474717,0,0,0,0,85.86944,38.92624
11.61,-10.3878,0.5429609,0,0,0,0,85.87255,38.81985
11.62,-10.38201,0.5389241,0,0,0,0,85.87138,38.7136
11.63,-10.37666,0.5352808,0,0,0,0,85.86997,38.60745
11.64,-10.37173,0.5320149,0,0,0,0,85.86235,38.50138
11.65,-10.36718,0.529076,0,0,0,0,85.85754,38.39527
11.66,-10.36293,0.5264207,0,0,0,0,85.86058,38.28921
11.67,-10.35897,0.5240114,0,0,0,0,85.85648,38.18329
11.68,-10.35524,0.5218155,0,0,0,0,85.84926,38.07741
11.69,-10.35171,0.519805,0,0,0,0,85.85194,37.97149
11.7,-10.34837,0.5179555,0,0,0,0,85.84453,37.8657
11.71,-10.34519,0.5162459,0,0,0,0,85.84105,37.75987
11.72,-10.34214,0.514658,0,0,0,0,85.83949,37.65409
11.73,-10.33921,0.5131758,0,0,0,0,85.83388,37.5484
11.74,-10.33638,0.5117856,0,0,0,0,85.82821,37.44271
11.75,-10.33364,0.5104756,0,0,0,0,85.8315,37.33701
11.76,-10.33099,0.5092354,0,0,0,0,85.82276,37.23142
11.77,-10.3284,0.5080559,0,0,0,0,85.81998,37.12577
11.78,-10.32587,0.5069294,0,0,0,0,85.81417,37.02017
11.79,-10.3234,0.5058492,0,0,0,0,85.81434,36.91457
11.8,-10.32097,0.5048091,0,0,0,0,85.81148,36.80907
11.81,-10.31859,0.5038043,0,0,0,0,85.80661,36.70361
11.82,-10.31624,0.5028302,0,0,0,0,85.79672,36.59815
11.83,-10.31392,0.5018831,0,0,0,0,85.79681,36.4926
11.84,-10.31164,0.5009595,0,0,0,0,85.79289,36.38714
11.85,-10.30937,0.5000565,0,0,0,0,85.78597,37.40555
11.86,-10.30714,0.4991716,0,0,0,0,85.78703,36.94029
11.87,-10.30492,0.4983026,0,0,0,0,85.78308,36.68594
11.88,-10.30272,0.4974477,0,0,0,0,85.78013,36.42181
11.89,-10.30054,0.496605,0,0,0,0,85.77917,35.9826
11.9,-10.29837,0.4957733,0,0,0,0,85.76921,36.08127
11.91,-10.29621,0.4949511,0,0,0,0,85.76424,36.26511
11.92,-10.29407,0.4941375,0,0,0,0,85.76327,36.15386
11.93,-10.29194,0.493332,0,0,0,0,85.75829,36.16735
11.94,-10.28984,0.4925435,0,0,0,0,85.75732,35.8639
11.95,-10.28774,0.491761,0,0,0,0,85.75534,35.37728
11.96,-10.28565,0.4909839,0,0,0,0,85.75335,34.72983
11.97,-10.28357,0.4902116,0,0,0,0,85.74237,35.0403
11.98,-10.2815,0.4894437,0,0,0,0,85.74538,34.47587
11.99,-10.27944,0.4886797,0,0,0,0,85.74439,33.65429
12,-10.27738,0.4879194,0,0,0,0,85.7344,33.72391
12.01,-10.27533,0.4871624,0,0,0,0,85.72641,34.29984
12.02,-10.27329,0.4864084,0,0,0,0,85.72242,34.81324
12.03,-10.27125,0.4856571,0,0,0,0,85.72343,34.6926
12.04,-10.26922,0.4849085,0,0,0,0,85.72143,34.3927
12.05,-10.2672,0.4841622,0,0,0,0,85.71344,34.60074
12.06,-10.26518,0.4834183,0,0,0,0,85.71245,34.48277
12.07,-10.26317,0.4826765,0,0,0,0,85.71345,33.90311
12.08,-10.26117,0.4819367,0,0,0,0,85.70046,34.32009
12.09,-10.25917,0.4811989,0,0,0,0,85.70046,34.31475
12.1,-10.25717,0.4804629,0,0,0,0,85.69946,34.06087
12.11,-10.25518,0.4797286,0,0,0,0,85.69047,34.30324
12.12,-10.2532,0.4789961,0,0,0,0,85.68947,34.2752
12.13,-10.25122,0.4782652,0,0,0,0,85.68548,34.26964
12.14,-10.24925,0.477536,0,0,0,0,85.68448,34.04927
12.15,-10.24728,0.4768081,0,0,0,0,85.68048,33.88029
12.16,-10.24532,0.4760819,0,0,0,0,85.68148,33.39099
12.17,-10.24336,0.4753572,0,0,0,0,85.67249,33.34672
12.18,-10.24141,0.474634,0,0,0,0,85.66749,33.39719
12.19,-10.23946,0.4739122,0,0,0,0,85.66449,33.39408
12.2,-10.23752,0.4731918,0,0,0,0,85.6685,32.89351
12.21,-10.23558,0.4724728,0,0,0,0,85.6655,32.4173
12.22,-10.23365,0.4717553,0,0,0,0,85.6545,32.4562
12.23,-10.23172,0.4710391,0,0,0,0,85.6515,32.45284
12.24,-10.2298,0.4703243,0,0,0,0,85.64851,32.41313
12.25,-10.22788,0.4696109,0,0,0,0,85.64251,32.30581
12.26,-10.27123,0.5191076,0,0,0,0,85.61426,32.19843
12.27,-10.30998,0.5637806,0,0,0,0,85.58947,32.09045
12.28,-10.34308,0.6024318,0,0,0,0,85.56768,31.98192
12.29,-10.37133,0.635878,0,0,0,0,85.54848,31.87287
12.3,-10.39527,0.6646908,0,0,0,0,85.52854,31.76341
12.31,-10.41557,0.6895814,0,0,0,0,85.51956,31.65357
12.32,-10.43269,0.7110266,0,0,0,0,85.50228,31.5435
12.33,-10.44703,0.7294672,0,0,0,0,85.48947,31.43315
12.34,-10.45899,0.7453028,0,0,0,0,85.48893,31.32257
12.35,-10.46889,0.7588919,0,0,0,0,85.46951,31.21195
12.36,-10.47698,0.7704943,0,0,0,0,85.46504,31.10104
12.37,-10.48351,0.7803797,0,0,0,0,85.45541,30.99004
12.38,-10.4887,0.7887936,0,0,0,0,85.4435,30.87891
12.39,-10.49272,0.795906,0,0,0,0,85.44222,30.76758
12.4,-10.49573,0.8018835,0,0,0,0,85.44048,30.6563
12.41,-10.49788,0.8069131,0,0,0,0,85.43321,30.54498
12.42,-10.49926,0.8110761,0,0,0,0,85.42435,30.43361
12.43,-10.49998,0.8144871,0,0,0,0,85.42584,30.32215
12.44,-10.50014,0.8172711,0,0,0,0,85.41364,30.21073
12.45,-10.49982,0.8195075,0,0,0,0,85.4107,30.09917
12.46,-10.49909,0.8212665,0,0,0,0,85.412,29.98762
12.47,-10.49798,0.8225979,0,0,0,0,85.40849,29.87616
12.48,-10.49654,0.8235474,0,0,0,0,85.39816,29.76469
12.49,-10.49484,0.8241851,0,0,0,0,85.39398,29.65314
12.5,-10.49291,0.8245514,0,0,0,0,85.39692,29.54158
12.51,-10.49077,0.8246815,0,0,0,0,85.38898,29.43012
12.52,-10.48847,0.8246065,0,0,0,0,85.38614,29.31856
12.53,-10.48601,0.8243534,0,0,0,0,85.38538,29.20705
12.54,-10.48343,0.8239456,0,0,0,0,85.37869,29.09559
12.55,-10.48075,0.8234036,0,0,0,0,85.37606,28.98408
12.56,-10.47796,0.8227454,0,0,0,0,85.37949,28.87261
12.57,-10.4751,0.8219863,0,0,0,0,85.36996,28.76124
12.58,-10.47218,0.8211402,0,0,0,0,85.36948,28.64978
12.59,-10.46919,0.8202188,0,0,0,0,85.37003,28.53841
12.6,-10.46616,0.8192321,0,0,0,0,85.36561,28.42709
12.61,-10.46308,0.8181893,0,0,0,0,85.36222,28.31576
12.62,-10.45998,0.8170982,0,0,0,0,85.36384,28.20444
12.63,-10.45685,0.8159724,0,0,0,0,85.35249,28.09321
12.64,-10.4537,0.814815,0,0,0,0,85.35315,27.98188
12.65,-10.45053,0.813627,0,0,0,0,85.35483,27.87061
12.66,-10.44735,0.8124128,0,0,0,0,85.35452,27.75942
12.67,-10.44415,0.8111763,0,0,0,0,85.34722,27.64828
12.68,-10.44095,0.8099208,0,0,0,0,85.34993,27.5371
12.69,-10.43774,0.8086495,0,0,0,0,85.34364,27.42606
12.7,-10.43453,0.8073647,0,0,0,0,85.34536,27.31496
12.71,-10.43131,0.8060686,0,0,0,0,85.33509,27.20397
12.72,-10.4281,0.8047633,0,0,0,0,85.33682,27.09287
12.73,-10.42488,0.8034504,0,0,0,0,85.34055,26.98183
12.74,-10.42167,0.8021313,0,0,0,0,85.33629,26.87092
12.75,-10.41846,0.8008073,0,0,0,0,85.32403,26.76002
12.76,-10.41525,0.7994797,0,0,0,0,85.32676,26.64897
12.77,-10.41205,0.7981492,0,0,0,0,85.32351,26.53807
12.78,-10.40886,0.7968167,0,0,0,0,85.32225,26.42716
12.79,-10.40566,0.795483,0,0,0,0,85.32399,26.31626
12.8,-10.40248,0.7941488,0,0,0,0,85.32573,26.20549
12.81,-10.3993,0.7928144,0,0,0,0,85.31548,26.09477
12.82,-10.39613,0.7914806,0,0,0,0,85.32422,25.98396
12.83,-10.39297,0.7901476,0,0,0,0,85.31996,25.87333
12.84,-10.38982,0.7888157,0,0,0,0,85.3137,25.76271
12.85,-10.38667,0.7874855,0,0,0,0,85.31444,25.65208
12.86,-10.38353,0.7861569,0,0,0,0,85.30718,25.5415
12.87,-10.3804,0.7848306,0,0,0,0,85.30592,25.43087
12.88,-10.37728,0.7835064,0,0,0,0,85.30566,25.32029
12.89,-10.37416,0.7821847,0,0,0,0,85.3034,25.20976
12.9,-10.37106,0.7808657,0,0,0,0,85.29814,25.09922
12.91,-10.36796,0.7795493,0,0,0,0,85.30387,24.98869
12.92,-10.36488,0.7782359,0,0,0,0,85.2956,24.8783
12.93,-10.3618,0.7769254,0,0,0,0,85.30134,24.76786
12.94,-10.35873,0.7756179,0,0,0,0,85.29507,24.65755
12.95,-10.35567,0.7743136,0,0,0,0,85.2918,24.54721
12.96,-10.35262,0.7730126,0,0,0,0,85.28953,24.43686
12.97,-10.34957,0.7717149,0,0,0,0,85.28426,24.32651
12.98,-10.34654,0.7704206,0,0,0,0,85.28998,24.21616
12.99,-10.34352,0.7691294,0,0,0,0,85.28071,24.10596
13,-10.3405,0.7678418,0,0,0,0,85.28143,23.99565
13.01,-10.3375,0.7665578,0,0,0,0,85.27415,23.88545
13.02,-10.3345,0.7652772,0,0,0,0,85.27587,23.77519
13.03,-10.33151,0.7640002,0,0,0,0,85.27859,23.66498
13.04,-10.32853,0.7627265,0,0,0,0,85.27531,23.55487
13.05,-10.32556,0.7614568,0,0,0,0,85.27103,23.44475
13.06,-10.3226,0.7601904,0,0,0,0,85.27174,23.33464
13.07,-10.31965,0.7589278,0,0,0,0,85.26946,23.22457
13.08,-10.3167,0.7576688,0,0,0,0,85.26817,23.11454
13.09,-10.31377,0.7564135,0,0,0,0,85.26288,23.00457
13.1,-10.31085,0.7551618,0,0,0,0,85.26359,22.89455
13.11,-10.30793,0.7539138,0,0,0,0,85.26429,22.78457
13.12,-10.30502,0.7526695,0,0,0,0,85.267,22.67469
13.13,-10.30212,0.751429,0,0,0,0,85.25871,22.5649
13.14,-10.29923,0.7501923,0,0,0,0,85.26741,22.45501
13.15,-10.29635,0.7489591,0,0,0,0,85.25211,22.34532
13.16,-10.29348,0.7477299,0,0,0,0,85.25681,22.23543
13.17,-10.29062,0.7465043,0,0,0,0,85.25451,22.12569
13.18,-10.28776,0.7452825,0,0,0,0,85.25121,22.01595
13.19,-10.28492,0.7440644,0,0,0,0,85.2549,21.9062
13.2,-10.28208,0.7428503,0,0,0,0,85.2436,21.7966
13.21,-10.25199,0.6991541,0,0,0,0,85.26355,21.68686
13.22,-10.2248,0.6596372,0,0,0,0,85.2729,21.57772
13.23,-10.20108,0.6252116,0,0,0,0,85.28633,21.469
13.24,-10.18036,0.5952383,0,0,0,0,85.2891,21.36074
13.25,-10.1622,0.5690518,0,0,0,0,85.29742,21.25272
13.26,-10.14631,0.5462416,0,0,0,0,85.3025,21.14502
13.27,-10.13235,0.5263391,0,0,0,0,85.30749,21.03755
13.28,-10.12008,0.5089563,0,0,0,0,85.31255,20.93036
13.29,-10.10926,0.4937708,0,0,0,0,85.3148,20.82336
13.3,-10.09972,0.4805156,0,0,0,0,85.31835,20.71655
13.31,-10.09126,0.4689048,0,0,0,0,85.32328,20.60992
13.32,-10.08374,0.4587314,0,0,0,0,85.31769,20.50347
13.33,-10.07706,0.4498344,0,0,0,0,85.32165,20.39703
13.34,-10.07108,0.4420195,0,0,0,0,85.3212,20.29077
13.35,-10.06571,0.4351429,0,0,0,0,85.32442,20.18456
13.36,-10.06089,0.4291281,0,0,0,0,85.31634,20.07849
13.37,-10.05653,0.4238097,0,0,0,0,85.315,19.97237
13.38,-10.05255,0.4190992,0,0,0,0,85.31544,19.8663
13.39,-10.04894,0.4149504,0,0,0,0,85.31969,19.76032
13.4,-10.04563,0.4112867,0,0,0,0,85.31477,19.65448
13.41,-10.04259,0.4080422,0,0,0,0,85.3137,19.54864
13.42,-10.03977,0.4051461,0,0,0,0,85.30751,19.4428
13.43,-10.03713,0.4025472,0,0,0,0,85.31121,19.33696
13.44,-10.03468,0.4002272,0,0,0,0,85.30882,19.23121
13.45,-10.03237,0.3981479,0,0,0,0,85.30635,19.12547
13.46,-10.0302,0.3962772,0,0,0,0,85.3108,19.01977
13.47,-10.02814,0.3945878,0,0,0,0,85.3092,18.91416
13.48,-10.02618,0.3930558,0,0,0,0,85.30054,18.8086
13.49,-10.0243,0.3916607,0,0,0,0,85.30284,18.70295
13.5,-10.0225,0.3903845,0,0,0,0,85.3001,18.59738
13.51,-10.02076,0.3892119,0,0,0,0,85.29832,18.49182
13.52,-10.01908,0.3881294,0,0,0,0,85.30351,18.38626
13.53,-10.01745,0.3871254,0,0,0,0,85.29568,18.28084
13.54,-10.01586,0.3861899,0,0,0,0,85.28682,18.17533
13.55,-10.01431,0.385314,0,0,0,0,85.28995,18.06972
13.56,-10.01279,0.3844903,0,0,0,0,85.29206,17.96421
13.57,-10.0113,0.3837121,0,0,0,0,85.29015,17.85878
13.58,-10.00984,0.3829738,0,0,0,0,85.28724,17.75336
13.59,-10.0084,0.3822702,0,0,0,0,85.28531,17.64794
13.6,-10.00698,0.3815972,0,0,0,0,85.27537,17.54252
13.61,-10.00558,0.3809509,0,0,0,0,85.27942,17.43701
13.62,-10.00419,0.3803281,0,0,0,0,85.27547,17.33159
13.63,-10.00282,0.379726,0,0,0,0,85.27751,17.22616
13.64,-10.00146,0.379142,0,0,0,0,85.27755,17.12079
13.65,-10.00011,0.3785742,0,0,0,0,85.26958,17.01546
13.66,-9.998772,0.3780206,0,0,0,0,85.2686,16.91009
13.67,-9.997444,0.3774796,0,0,0,0,85.26963,16.80471
13.68,-9.996125,0.3769497,0,0,0,0,85.26865,16.69938
13.69,-9.994813,0.3764299,0,0,0,0,85.26567,16.5941
13.7,-9.993509,0.375919,0,0,0,0,85.26368,18.20509
13.71,-9.992211,0.3754161,0,0,0,0,85.26069,18.19818
13.72,-9.99092,0.3749204,0,0,0,0,85.25971,18.08368
13.73,-9.989635,0.3744313,0,0,0,0,85.25472,18.18345
13.74,-9.988355,0.373948,0,0,0,0,85.26273,17.52848
13.75,-9.98708,0.37347,0,0,0,0,85.25274,17.59736
13.76,-9.985811,0.3729971,0,0,0,0,85.25674,17.1362
13.77,-9.984546,0.3725286,0,0,0,0,85.25275,16.918
13.78,-9.983285,0.3720643,0,0,0,0,85.24776,17.04312
13.79,-9.982029,0.371604,0,0,0,0,85.24676,17.06188
13.8,-9.980777,0.3711473,0,0,0,0,85.24677,16.86336
13.81,-9.97953,0.370694,0,0,0,0,85.24277,16.94147
13.82,-9.978286,0.3702439,0,0,0,0,85.24477,16.54103
13.83,-9.977046,0.3697969,0,0,0,0,85.24378,16.09001
13.84,-9.975809,0.3693527,0,0,0,0,85.23478,16.58652
13.85,-9.974577,0.3689114,0,0,0,0,85.23578,16.66192
13.86,-9.973348,0.3684727,0,0,0,0,85.23879,16.14117
13.87,-9.972122,0.3680366,0,0,0,0,85.22879,16.66605
13.88,-9.9709,0.367603,0,0,0,0,85.22679,17.11999
13.89,-9.969681,0.3671719,0,0,0,0,85.22879,17.06201
13.9,-9.968466,0.3667431,0,0,0,0,85.2258,17.13185
13.91,-9.967254,0.3663166,0,0,0,0,85.2278,16.7813
13.92,-9.966045,0.3658923,0,0,0,0,85.2268,16.39934
13.93,-9.96484,0.3654704,0,0,0,0,85.2198,16.57977
13.94,-9.963638,0.3650507,0,0,0,0,85.21781,16.74166
13.95,-9.962439,0.364633,0,0,0,0,85.21981,16.52614
13.96,-9.961243,0.3642176,0,0,0,0,85.21881,16.26875
13.97,-9.96005,0.3638043,0,0,0,0,85.21681,16.06416
13.98,-9.95886,0.3633932,0,0,0,0,85.21281,16.06559
13.99,-9.957674,0.3629841,0,0,0,0,85.21681,15.61116
14,-9.95649,0.3625772,0,0,0,0,85.21082,15.54093
14.01,-9.95531,0.3621723,0,0,0,0,85.20882,15.49455
14.02,-9.954132,0.3617695,0,0,0,0,85.20682,15.46883
14.03,-9.952958,0.3613687,0,0,0,0,85.20882,15.18663
14.04,-9.951786,0.3609701,0,0,0,0,85.20782,14.89189
14.05,-9.950618,0.3605735,0,0,0,0,85.20382,14.7823
14.06,-9.949452,0.360179,0,0,0,0,85.20982,14.19877
14.07,-9.948289,0.3597866,0,0,0,0,85.19683,14.3854
14.08,-9.94713,0.3593962,0,0,0,0,85.19883,14.32551
14.09,-9.945973,0.3590079,0,0,0,0,85.20183,13.99665
14.1,-9.944819,0.3586216,0,0,0,0,85.19483,13.89296
14.11,-9.943668,0.3582374,0,0,0,0,85.19683,13.78918
14.12,-9.94252,0.3578554,0,0,0,0,85.19183,13.6855
14.13,-9.941374,0.3574754,0,0,0,0,85.19584,13.58172
14.14,-9.940232,0.3570974,0,0,0,0,85.19084,13.47804
14.15,-9.939092,0.3567216,0,0,0,0,85.18884,13.37431
14.16,-9.937955,0.3563478,0,0,0,0,85.18684,13.27057
14.17,-9.936821,0.3559761,0,0,0,0,85.18784,13.16684
14.18,-9.935689,0.3556066,0,0,0,0,85.19284,13.06316
14.19,-9.93456,0.355239,0,0,0,0,85.18184,12.95957
14.2,-9.933434,0.3548736,0,0,0,0,85.18584,12.85584
14.21,-9.932311,0.3545104,0,0,0,0,85.17785,12.7522
14.22,-9.93119,0.3541492,0,0,0,0,85.17885,12.64847
14.23,-9.930072,0.3537901,0,0,0,0,85.17685,12.54478
14.24,-9.928957,0.3534332,0,0,0,0,85.17985,12.4411
14.25,-9.927844,0.3530784,0,0,0,0,85.17385,12.33751
14.26,-9.926734,0.3527257,0,0,0,0,85.17385,12.23382
14.27,-9.925627,0.3523751,0,0,0,0,85.17585,12.13018
14.28,-9.924522,0.3520267,0,0,0,0,85.17886,12.02659
14.29,-9.92342,0.3516805,0,0,0,0,85.16686,11.92309
14.3,-9.92232,0.3513363,0,0,0,0,85.16586,11.81941
14.31,-9.921223,0.3509944,0,0,0,0,85.16886,11.71572
14.32,-9.920129,0.3506546,0,0,0,0,85.16986,11.61213
14.33,-9.919037,0.3503169,0,0,0,0,85.16986,11.50858
14.34,-9.917947,0.3499814,0,0,0,0,85.16786,11.40504
14.35,-9.91686,0.3496481,0,0,0,0,85.16387,11.30149
14.36,-9.915775,0.349317,0,0,0,0,85.16687,11.1979
14.37,-9.914693,0.348988,0,0,0,0,85.16387,11.0944
14.38,-9.913614,0.3486612,0,0,0,0,85.16087,10.99086
14.39,-9.912536,0.3483367,0,0,0,0,85.15987,10.88731
14.4,-9.911461,0.3480143,0,0,0,0,85.15987,10.78377
14.41,-9.910389,0.3476941,0,0,0,0,85.15887,10.68027
14.42,-9.909319,0.3473761,0,0,0,0,85.16087,10.57677
