0.014,66.0603236,4.6193878,0,0,0,5.977988,857.4734039
0.032,109.4500618,7.6534939,0,0,0,5.9778325,857.4708581
0.052,103.4629299,7.2348328,0,0,0,5.9773933,857.4636711
0.072,102.934364,7.1978719,0,0,0,5.9766836,857.4520566
0.092,102.402931,7.1607105,0,0,0,5.9757063,857.4360638
0.112,101.8828799,7.124345,0,0,0,5.9744629,857.4157153
0.132,102.4396511,7.1632782,0,0,0,5.9729541,857.3910247
0.152,103.0104008,7.2031889,0,0,0,5.971179,857.3619744
0.172,103.581554,7.2431278,0,0,0,5.9691359,857.3285403
0.192,104.1531775,7.2830997,0,0,0,5.9668235,857.2906979
0.212,104.7254182,7.3231146,0,0,0,5.9642402,857.2484229
0.232,105.2986146,7.3631964,0,0,0,5.9613846,857.2016911
0.252,105.8725193,7.4033277,0,0,0,5.9582551,857.150478
0.272,106.4458943,7.443422,0,0,0,5.9548503,857.0947592
0.32225,107.8226946,7.1845962,0,0.0017057,-0,5.9450708,856.9347192
0.42225,110.5394771,7.5381415,0,0.0067224,-0,5.9203155,856.529603
0.52225,113.0155653,8.3435284,0,0.0134712,-0.0000002,5.8883696,856.0068148
0.62225,115.4381126,9.8370226,0,0.0216751,0.0000001,5.8490718,855.3637129
0.72225,117.7646938,12.2154409,0,0.0307467,-0.0000002,5.8022647,854.5977236
0.82225,119.8912179,16.0010411,0,0.0382067,0.0000005,5.7477978,853.7063822
0.92225,121.8966044,20.4219725,0,-0.0398626,0.0000132,5.6855328,852.6874268
1.02225,124.6299776,25.1446018,0,-0.0348553,0.0000026,5.6153292,851.5385572
1.12225,125.5152544,28.9000648,0,-0.0214751,0.0000018,5.5370242,850.2571091
1.22225,125.3043031,30.624073,0,-0.0010208,0.0000023,5.4505621,848.8421721
1.32225,125.1044516,29.2296483,0,0.0214065,0.0000013,5.3559593,847.2940151
1.42225,125.4774362,24.4831651,0,0.0339808,-0.0000183,5.2532244,845.6127771
1.52225,125.6983107,19.3333321,0,-0.0240541,-0.0000027,5.1423377,843.883529
1.62225,124.6832635,16.8353036,0,0.0044385,-0.0000068,5.0232886,842.0297365
1.72225,121.9571723,20.2794555,0,0.0293677,-0.0000111,4.8961501,840.0499784
1.82225,118.6853137,25.6624948,0,-0.026512,-0.000007,4.761095,837.9469459
1.92225,115.8286376,27.8240992,0,0.0040311,-0.0000079,4.618331,835.7238731
2.02225,114.281854,22.8579234,0,0.0272349,-0.0000317,4.4680377,833.3835563
2.12225,112.6410526,17.0634016,0,-0.0113312,-0.000012,4.3103249,830.9277066
2.22225,109.8756658,18.6200117,0,0.0206839,-0.0000304,4.1453054,828.3580788
2.32225,106.5135833,23.7106757,0,-0.0149352,-0.0000243,3.9731547,825.6774063
2.42225,104.0821288,22.6496831,0,0.0169791,-0.0000101,3.7940825,822.8889535
2.52225,103.6448503,16.9027568,0,-0.0095293,-0.0000099,3.6082422,819.9951121
2.62225,103.5472707,18.6120149,0,0.0181261,-0.0000424,3.4156673,816.9964
2.72225,102.5774091,23.5547851,0,-0.0061882,-0.00002,3.2163632,813.8929043
2.82225,18.257803,4.6057232,0,-0.0160578,-0.0001083,3.0111576,810.6975123
2.92225,-15.8465109,3.4950696,0,0.0104084,-0.0000219,2.8043462,807.4771135
3.02,-25.8873,2.556091,0,0,0,0,804.144
3.12,-25.58373,2.515703,0,0,0,0,800.976
3.22,-25.28799,2.476353,0,0,0,0,797.94
3.32,-24.9991,2.437892,0,0,0,0,794.7456
3.42,-24.71761,2.400413,0,0,0,0,791.8284
3.52,-24.44237,2.36374,0,0,0,0,788.832
3.62,-24.17417,2.328005,0,0,0,0,785.8488
3.72,-23.91178,2.293018,0,0,0,0,782.958
3.82,-23.59297,2.248643,0,0,0,0,780.1464
3.92,-23.27292,2.203806,0,0,0,0,777.1632
4.02,-22.91242,2.152068,0,0,0,0,774.3516
4.12,-22.5343,2.097113,0,0,0,0,771.6324
4.22,-22.17569,2.045038,0,0,0,0,768.834
4.32,-21.84273,1.996889,0,0,0,0,766.1676
4.42,-21.52091,1.950287,0,0,0,0,763.4484
4.52,-21.22183,1.907182,0,0,0,0,760.7556
4.62,-20.93341,1.865589,0,0,0,0,757.9968
4.72,-20.65808,1.825928,0,0,0,0,755.3832
4.82,-20.39665,1.788353,0,0,0,0,752.8488
4.92,-20.14291,1.751836,0,0,0,0,750.3012
5.02,-19.90273,1.717381,0,0,0,0,747.6876
5.12,-19.67035,1.68403,0,0,0,0,745.1532
5.22,-20.92439,1.90477,0,0,0,0,742.6188
5.32,-24.58262,2.540035,0,0,0,0,740.256
5.42,-26.12762,2.815832,0,0,0,0,737.7216
5.52,-26.44214,2.880876,0,0,0,0,735.306
5.62,-26.28848,2.865173,0,0,0,0,732.9432
5.72,-25.8332,2.796834,0,0,0,0,730.6464
5.82,-25.55448,2.758933,0,0,0,0,728.2968
5.92,-24.98736,2.67013,0,0,0,0,725.9604
6.02,-24.78205,2.644515,0,0,0,0,723.7692
6.12,-24.481,2.601802,0,0,0,0,721.4988
6.22,-24.14529,2.552644,0,0,0,0,719.3604
6.32,-23.80577,2.502467,0,0,0,0,717.2088
6.42,-23.47023,2.452648,0,0,0,0,714.9648
6.52,-23.14403,2.404157,0,0,0,0,712.932
6.62,-22.82675,2.35693,0,0,0,0,710.7012
6.72,-22.50116,2.307847,0,0,0,0,708.7344
6.82,-22.20368,2.263526,0,0,0,0,706.6884
6.92,-21.92094,2.221573,0,0,0,0,704.6424
7.02,-21.57679,2.168008,0,0,0,0,702.5964
7.12,-21.32972,2.131959,0,0,0,0,700.7088
7.22,-21.01017,2.082186,0,0,0,0,698.676
7.32,-20.81039,2.054341,0,0,0,0,696.8016
7.42,-20.58916,2.022275,0,0,0,0,694.8612
7.52,-20.34872,1.986346,0,0,0,0,692.9604
