# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.32,1671.3580631,227.9536665,-16.0444973,232.0481143,16.1801839,278.4235273,0.0779601,278.4235382,0.0160431,43.3987701,2.0910421,33.0000007,-106.9970144,9.7862682,0.1964855,0,-0.003875,0.0000089,24895.0250818,3342,16.4541965,0.10602,204.7165684,155.996664,3.0937201,0.711032,35122170.5528146,0,163.0264875,0.3398094,0.33985,0.1844789,0.0463194,0.1090112,0.0356563,0.1102896,-0.0001332,0,0,0,0,-0.0000413,0.0285895,15.748,194.778355,77.7290834,0.0265201,7.001388,-4.8858274,695.9278061,328.3380886,0.01,1.2986991
7.33,1673.636798,227.7933372,-16.0217867,231.8866563,16.1639947,278.8574096,0.0781884,278.8574205,0.0160651,43.3776083,2.1394106,33.0000007,-106.9970098,9.7862612,0.21202,0,-0.0030344,0.0000089,24895.0250818,3342,16.4541965,0.10602,204.6782168,155.996664,3.0912848,0.7105597,35091351.4577973,0,162.7262753,0.3397245,0.3397717,0.1845157,0.0462489,0.10896,0.0384964,0.1191569,-0.0002372,0,0,0,0,-0.0000254,0.0285696,15.748,194.778355,77.74154,0.0264012,6.9999192,-4.9006392,695.7298086,328.3291127,0.01,1.2994493
7.34,1675.9139306,227.6332233,-16.0014293,231.72533,16.1488252,279.2910779,0.0784171,279.2910889,0.016087,43.356017,2.1768822,33.0000007,-106.9970051,9.7862542,0.2243177,0,-0.0021399,0.0000068,24895.0250818,3342,16.4541965,0.10602,204.6468225,155.996664,3.0892912,0.7100878,35060562.3190863,0,162.4262673,0.3396399,0.3396926,0.1845525,0.0461786,0.1089088,0.0407462,0.126331,0.0004886,0,0,0,0,-0.0000126,0.0285499,15.748,194.778355,77.7508712,0.0262673,6.9984503,-4.9154406,695.5319504,328.320143,0.01,1.3002253
7.35,1678.1894631,227.4733008,-15.9835037,231.5641325,16.1346084,279.7245287,0.078646,279.7245398,0.016109,43.3341076,2.2029972,33.0000007,-106.9970005,9.7862472,0.233234,0,-0.0012056,0.0000083,24895.0250818,3342,16.4541965,0.10602,204.6226725,155.996664,3.0877577,0.7096162,35029803.2090897,0,162.1263141,0.3395555,0.3396125,0.1845892,0.0461086,0.1088577,0.0423779,0.130886,0.000123,0,0,0,0,-0.000004,0.0285301,15.748,194.778355,77.7569028,0.0261327,6.9969814,-4.9302315,695.3342311,328.3111797,0.01,1.300936
7.36,1680.4633974,227.3136249,-15.9521822,231.4030635,16.1169158,280.1577579,0.0788752,280.157769,0.016131,43.3115888,2.298447,33.0000007,-106.9969958,9.7862402,0.262091,0,-0.0001936,0.0000081,24895.0250818,3342,16.4541965,0.10602,204.5568004,155.996664,3.0835748,0.7092096,35002267.7589698,0,161.8675415,0.3394837,0.3395556,0.1846218,0.0460483,0.1088137,0.0476725,0.1471841,-0.0004825,0,0,0,0,-0.0000001,0.0285103,15.748,194.778355,77.759453,0.0259831,7.0937782,-4.9450121,695.1366507,328.3022227,0.01,1.301746
7.37,1682.7357366,227.1542481,-15.9237251,231.2421222,16.1006732,280.5907574,0.0791046,280.5907685,0.0161529,43.2881813,2.3804739,33.0000007,-106.9969912,9.7862332,0.2869476,0,0.0009241,0.0000056,24895.0250818,3342,16.4541965,0.10602,204.499573,155.996664,3.0799409,0.7088035,34974765.5658171,0,161.6090582,0.3394122,0.3394983,0.1846542,0.0459882,0.1087697,0.0522419,0.1605433,-0.0001063,0,0,0,0,0.0000024,0.0284905,15.748,194.778355,77.7581641,0.0258402,7.190575,-4.9597823,694.939209,328.2932719,0.01,1.3024527
7.38,1685.0064833,226.9951406,-15.8983515,231.0813056,16.0856989,281.0235189,0.0793342,281.0235301,0.0161749,43.264026,2.4478826,33.0000007,-106.9969865,9.7862262,0.3074524,0,0.0021352,0.0000074,24895.0250818,3342,16.4541965,0.10602,204.451683,155.996664,3.0768999,0.7083978,34947296.6480493,0,161.3504658,0.3393409,0.3394396,0.1846867,0.0459283,0.1087259,0.0560169,0.1720724,-0.0000741,0,0,0,0,0.0000126,0.0284708,15.748,194.778355,77.7526848,0.0257126,7.2873718,-4.9745421,694.7419056,328.2843275,0.01,1.3032234
7.39,1687.2756402,226.8362707,-15.8762286,230.9206108,16.0718208,281.4560358,0.079564,281.456047,0.0161968,43.2392738,2.4997577,33.0000007,-106.9969819,9.7862192,0.3233332,0,0.00341,0.0000043,24895.0250818,3342,16.4541965,0.10602,204.4136593,155.996664,3.0744854,0.7079924,34919861.125442,0,161.091421,0.3392698,0.3393789,0.1847191,0.0458686,0.1086821,0.0589438,0.1815877,-0.0002335,0,0,0,0,0.0000323,0.028451,15.748,194.778355,77.7427192,0.0256063,7.3841686,-4.9892917,694.5447403,328.2753893,0.01,1.3041545
7.4,1689.5432094,226.6776053,-15.8574472,230.7600349,16.0588874,281.8883028,0.0797941,281.8883141,0.0162187,43.2140829,2.5355928,33.0000007,-106.9969773,9.7862123,0.3344349,0,0.0047439,0.000005,24895.0250818,3342,16.4541965,0.10602,204.3857919,155.996664,3.0727158,0.7075875,34892459.2058758,0,160.8316658,0.339199,0.3393156,0.1847516,0.0458091,0.1086383,0.0609907,0.187112,-0.0002802,0,0,0,0,0.0000625,0.0284313,15.748,194.778355,77.7280425,0.025515,7.4809654,-5.0040309,694.347713,328.2664573,0.01,1.3049216
7.41,1691.8091923,226.5189556,-15.8729651,230.5995708,16.0530217,282.3203191,0.0800243,282.3203304,0.0162406,43.1894066,2.3975998,33.0000007,-106.9969726,9.7862053,0.2950335,0,0.0060178,0.0000086,24895.0250818,3342,16.4541965,0.10602,204.4634887,155.996664,3.0776495,0.7070563,34858840.4790117,0,160.4879143,0.3391045,0.3391954,0.1847923,0.0457312,0.108581,0.0537175,0.1648678,-0.0004772,0,0,0,0,0.0001008,0.0284116,15.748,194.778355,77.7086152,0.0254372,7.3870179,-5.0187597,694.1508235,328.2575316,0.01,1.3059098
7.42,1694.0735879,226.3601363,-15.8912429,230.4392109,16.0493695,282.7520957,0.0802547,282.752107,0.0162625,43.1661742,2.247367,33.0000007,-106.996968,9.7861984,0.2516226,0,0.0071243,0.000008,24895.0250818,3342,16.4541965,0.10602,204.5499916,155.996664,3.0831425,0.7065256,34825261.5163779,0,160.1456116,0.3390103,0.3390765,0.184833,0.0456536,0.1085237,0.0457317,0.1409585,0.0004391,0,0,0,0,0.0001414,0.0283919,15.748,194.778355,77.6849038,0.025379,7.2930705,-5.0334783,693.9540719,328.2486121,0.01,1.3067365
7.43,1696.3363944,226.2011225,-15.9118043,230.2789509,16.0481476,283.1836476,0.0804853,283.183659,0.0162844,43.1444948,2.0874685,33.0000007,-106.9969634,9.7861914,0.2049184,0,0.0080437,0.0000096,24895.0250818,3342,16.4541965,0.10602,204.6438609,155.996664,3.0891032,0.7059953,34791721.9792392,0,159.8054045,0.3389166,0.3389605,0.1848737,0.0455762,0.1084666,0.0371718,0.1148592,-0.0003776,0,0,0,0,0.0001806,0.0283722,15.748,194.778355,77.6575435,0.0253417,7.199123,-5.0481866,693.7574585,328.2396989,0.01,1.3074986
7.44,1698.5976097,226.0418935,-15.9341799,230.1187867,16.0494854,283.6149909,0.0807161,283.6150024,0.0163062,43.1244525,1.9203886,33.0000007,-106.9969587,9.7861845,0.1556242,0,0.0087688,0.0000124,24895.0250818,3342,16.4541965,0.10602,204.743669,155.996664,3.095441,0.7054655,34758221.3654605,0,159.4678429,0.3388231,0.3388485,0.1849144,0.0454992,0.1084095,0.0281728,0.0873743,0.0004588,0,0,0,0,0.0002149,0.0283525,15.748,194.778355,77.627217,0.025324,7.1051756,-5.0628845,693.5609832,328.230792,0.01,1.3084424
7.45,1700.8572315,225.8824337,-15.9578739,229.9587143,16.0533972,284.0461422,0.080947,284.0461537,0.0163281,43.1061064,1.7486627,33.0000007,-106.9969541,9.7861775,0.1044753,0,0.0092888,0.0000176,24895.0250818,3342,16.4541965,0.10602,204.8479007,155.996664,3.1020597,0.7049362,34724759.0513934,0,159.1333671,0.33873,0.3387415,0.1849551,0.0454224,0.1083526,0.0188734,0.0582799,-0.0001582,0,0,0,0,0.0002415,0.0283329,15.748,194.778355,77.594647,0.0253497,7.0112281,-5.077572,693.3646465,328.2218914,0.01,1.3092363
7.46,1703.1152579,225.72284,-15.960959,229.7987351,16.0492416,284.4771169,0.0811782,284.4771285,0.0163499,43.0889564,1.6810545,33.0000007,-106.9969495,9.7861706,0.0840022,0,0.0096677,0.0000198,24895.0250818,3342,16.4541965,0.10602,204.8872729,155.996664,3.1045599,0.7044946,34695633.1128912,0,158.8513964,0.3386535,0.3386609,0.18499,0.0453584,0.1083051,0.0151617,0.0469347,-0.0004096,0,0,0,0,0.000262,0.0283133,15.748,194.778355,77.5605025,0.0254132,7.0496156,-5.0922492,693.1684483,328.212997,0.01,1.3099928
7.47,1705.3716882,225.5632117,-15.9647882,229.6388522,16.0458278,284.9079235,0.0814096,284.9079351,0.0163717,43.0724968,1.6106294,33.0000007,-106.9969449,9.7861636,0.0625395,0,0.0099576,0.0000265,24895.0250818,3342,16.4541965,0.10602,204.9288635,155.996664,3.1072009,0.7040534,34666538.135718,0,158.5704359,0.3385772,0.3385813,0.1850248,0.0452947,0.1082577,0.0112775,0.0347076,0.0004641,0,0,0,0,0.0002783,0.0282938,15.748,194.778355,77.5251524,0.0254956,7.088003,-5.106916,692.9723888,328.2041089,0.01,1.3107167
7.48,1707.626522,225.4035422,-15.9691544,229.4790637,16.0430831,285.3385691,0.0816411,285.3385808,0.0163935,43.0567516,1.5383829,33.0000007,-106.9969403,9.7861567,0.0403874,0,0.0101628,0.0000413,24895.0250818,3342,16.4541965,0.10602,204.9720307,155.996664,3.109942,0.7036126,34637473.9872394,0,158.2905559,0.3385012,0.3385029,0.1850597,0.0452312,0.1082103,0.007276,0.0218508,0.0004847,0,0,0,0,0.0002903,0.0282742,15.748,194.778355,77.4889098,0.0255856,7.1263904,-5.1215724,692.7764681,328.1952271,0.01,1.3114409
7.49,1709.8797589,225.2438272,-15.9738475,229.319368,16.0409137,285.7690608,0.0818729,285.7690726,0.0164152,43.0417339,1.4653008,33.0000007,-106.9969356,9.7861498,0.0178478,0,0.0102715,0.0000888,24895.0250818,3342,16.4541965,0.10602,205.0161369,155.996664,3.1127428,0.7031721,34608440.5371804,0,158.0118023,0.3384254,0.3384258,0.1850945,0.0451679,0.108163,0.0032123,0.0100793,-0.0004805,0,0,0,0,0.0002969,0.0282547,15.748,194.778355,77.4520986,0.0256937,7.1647779,-5.1362184,692.5806861,328.1863516,0.01,1.3121415
7.5,1712.1313984,225.0840646,-15.9786256,229.1597637,16.0391865,286.1994061,0.0821049,286.1994178,0.016437,43.0274463,1.3924891,33.0000007,-106.996931,9.7861429,0.0047373,0,-0.0102917,0.0003379,24895.0250818,3342,16.4541965,0.10602,205.0398561,155.996664,3.1142489,0.7027319,34579437.6479152,0,157.7341947,0.3383499,0.3383499,0.1851294,0.0451047,0.1081158,0.0008521,0.0033858,0.0003349,0,0,0,0,-0.0002985,0.0282352,15.748,194.778355,77.4150353,0.0258059,7.2031653,-5.1508541,692.3850429,328.1774824,0.01,1.3128932
7.51,1714.3814399,224.9242253,-15.9891621,229.0002478,16.0413032,286.6296125,0.0823371,286.6296244,0.0164588,43.0140248,1.2923257,33.0000007,-106.9969264,9.786136,0.0356602,0,-0.0102184,0.0000442,24895.0250818,3342,16.4541965,0.10602,204.9678192,155.996664,3.1096746,0.7022684,34549296.4552457,0,157.4452982,0.3382702,0.3382715,0.1851658,0.0450383,0.1080661,0.0064219,0.020669,-0.000424,0,0,0,0,-0.0002946,0.0282157,15.748,194.778355,77.3780675,0.0259164,7.2057769,-5.1654794,692.1895385,328.1686195,0.01,1.3137818
7.52,1716.6298825,224.7642823,-15.9993168,228.8408172,16.0438629,287.0596897,0.0825695,287.0597016,0.0164805,43.0015933,1.1947373,33.0000007,-106.9969218,9.786129,0.0658216,0,-0.0100172,0.0000211,24895.0250818,3342,16.4541965,0.10602,204.897613,155.996664,3.1052165,0.7018051,34519184.7482556,0,157.1579474,0.3381908,0.3381953,0.1852021,0.0449722,0.1080165,0.011867,0.037452,0.0003805,0,0,0,0,-0.0002835,0.0281962,15.748,194.778355,77.3416152,0.0260406,7.2083884,-5.1800942,691.9941731,328.1597629,0.01,1.3147996
7.53,1718.8767252,224.6042409,-16.0087685,228.6814714,16.0465901,287.4896475,0.0828022,287.4896594,0.0165022,42.9901193,1.1010836,33.0000007,-106.9969172,9.7861221,0.0947937,0,-0.0096951,0.0000192,24895.0250818,3342,16.4541965,0.10602,204.8301391,155.996664,3.1009319,0.7013422,34489102.2978482,0,156.8720236,0.3381116,0.338121,0.1852385,0.0449062,0.1079669,0.017109,0.0529989,-0.000418,0,0,0,0,-0.000266,0.0281767,15.748,194.778355,77.3061084,0.0261775,7.2109999,-5.1946987,691.7989467,328.1509126,0.01,1.3155912
7.54,1721.121967,224.4441098,-16.0172155,228.5222106,16.0491918,287.919495,0.0830352,287.919507,0.0165239,42.9795569,1.0126021,33.0000007,-106.9969126,9.7861152,0.1221889,0,-0.0092598,0.0000115,24895.0250818,3342,16.4541965,0.10602,204.7662145,155.996664,3.0968727,0.7008796,34459048.9022011,0,156.5873701,0.3380327,0.3380483,0.1852748,0.0448404,0.1079174,0.022076,0.0688448,-0.0002875,0,0,0,0,-0.0002429,0.0281573,15.748,194.778355,77.2719556,0.0263316,7.2136115,-5.2092928,691.6038594,328.1420686,0.01,1.3163857
7.55,1723.3656072,224.2839006,-16.0243385,228.3630353,16.0513365,288.3492413,0.0832685,288.3492533,0.0165457,42.9698479,0.9305798,33.0000007,-106.996908,9.7861083,0.147604,0,-0.0087254,0.0000105,24895.0250818,3342,16.4541965,0.10602,204.7066811,155.996664,3.0930923,0.7004173,34429024.3985874,0,156.3037956,0.337954,0.3379768,0.1853112,0.0447749,0.107868,0.0266929,0.0823255,0.0002583,0,0,0,0,-0.000216,0.0281379,15.748,194.778355,77.2395478,0.026489,7.216223,-5.2238764,691.4089113,328.1332309,0.01,1.3170743
7.56,1725.6076449,224.123639,-16.0276704,228.203948,16.0510757,288.7788943,0.083502,288.7789064,0.0165674,42.96087,0.8664939,33.0000007,-106.9969034,9.7861015,0.1675531,0,-0.0081043,0.0000068,24895.0250818,3342,16.4541965,0.10602,204.6590719,155.996664,3.0900691,0.699964,34399458.5246571,0,156.0252153,0.3378772,0.3379065,0.1853469,0.0447107,0.1078195,0.0303226,0.0936355,-0.0001213,0,0,0,0,-0.0001866,0.0281185,15.748,194.778355,77.2092297,0.0266301,7.2319721,-5.2384497,691.2141024,328.1243995,0.01,1.3177841
7.57,1727.8480799,223.9633529,-16.0291918,228.0449518,16.0496777,289.2084606,0.0837358,289.2084727,0.0165891,42.9524922,0.810657,33.0000007,-106.9968988,9.7860946,0.1849554,0,-0.0074088,0.0000053,24895.0250818,3342,16.4541965,0.10602,204.6169898,155.996664,3.0873969,0.699511,34369921.6032384,0,155.7471853,0.3378006,0.3378363,0.1853827,0.0446467,0.1077712,0.0334928,0.1037884,-0.0004576,0,0,0,0,-0.0001562,0.0280991,15.748,194.778355,77.1812869,0.0267755,7.2477213,-5.2530125,691.0194327,328.1155744,0.01,1.3187663
7.58,1730.0869119,223.8030615,-16.0287273,227.8860493,16.0469108,289.6379457,0.08397,289.6379579,0.0166108,42.9446287,0.7637071,33.0000007,-106.9968942,9.7860877,0.1996062,0,-0.0066521,0.0000066,24895.0250818,3342,16.4541965,0.10602,204.5808485,155.996664,3.0851019,0.6990584,34340413.6368488,0,155.4695387,0.3377242,0.3377658,0.1854184,0.044583,0.1077229,0.0361645,0.1117627,-0.0002096,0,0,0,0,-0.0001261,0.0280797,15.748,194.778355,77.1559609,0.0269261,7.2634704,-5.2675649,690.8249023,328.1067557,0.01,1.319537
7.59,1732.3241411,223.6427853,-16.0261204,227.7272437,16.0425656,290.0673545,0.0842044,290.0673667,0.0166325,42.9371878,0.7262072,33.0000007,-106.9968896,9.7860808,0.2113222,0,-0.0058482,0.0000068,24895.0250818,3342,16.4541965,0.10602,204.5510179,155.996664,3.0832076,0.6986061,34310934.6650532,0,155.192124,0.3376481,0.3376947,0.1854541,0.0445194,0.1076746,0.0383025,0.1177204,-0.000418,0,0,0,0,-0.0000976,0.0280604,15.748,194.778355,77.133451,0.0270594,7.2792195,-5.2821069,690.6305112,328.0979432,0.01,1.3202424
7.6,1734.5597678,223.4825465,-16.0212583,227.5685385,16.0364796,290.4966905,0.0844392,290.4967027,0.0166543,42.9300729,0.6985424,33.0000007,-106.996885,9.786074,0.2199738,0,-0.0050022,0.0000068,24895.0250818,3342,16.4541965,0.10602,204.5277562,155.996664,3.0817305,0.6981541,34281484.757605,0,154.914818,0.3375722,0.3376227,0.1854898,0.044456,0.1076265,0.0398817,0.1228992,0.0004294,0,0,0,0,-0.0000715,0.028041,15.748,194.778355,77.1139164,0.0271899,7.2949686,-5.2966385,690.4362594,328.0891371,0.01,1.320925
7.61,1736.7937921,223.3223125,-16.0250918,227.4099322,16.037445,290.9259574,0.0846744,290.9259697,0.016676,42.9234434,0.6293448,33.0000007,-106.9968803,9.7860671,0.2411673,0,-0.0041033,0.0000025,24895.0250818,3342,16.4541965,0.10602,204.477338,155.996664,3.078529,0.6976591,34249937.3328256,0,154.6182318,0.3374888,0.3375494,0.1855284,0.0443867,0.1075737,0.0437578,0.1343267,-0.0002193,0,0,0,0,-0.0000482,0.0280217,15.748,194.778355,77.0975091,0.0273086,7.2459034,-5.3111596,690.2421468,328.0803373,0.01,1.3217462
7.62,1739.0262139,223.1620529,-16.0263411,227.2514233,16.0365245,291.3551613,0.0849098,291.3551737,0.0166977,42.9174504,0.5714081,33.0000007,-106.9968757,9.7860602,0.2588614,0,-0.0031249,0.0000077,24895.0250818,3342,16.4541965,0.10602,204.4344483,155.996664,3.0758055,0.6971644,34218419.7358923,0,154.3218875,0.3374056,0.3374753,0.1855669,0.0443176,0.1075211,0.0469978,0.1443616,-0.0001442,0,0,0,0,-0.000028,0.0280024,15.748,194.778355,77.0844811,0.0274182,7.1968381,-5.3256704,690.0481734,328.0715437,0.01,1.3228303
7.63,1741.2570331,223.0017947,-16.0248016,227.0930166,16.033415,291.784308,0.0851457,291.7843204,0.0167195,42.9119769,0.5254822,33.0000007,-106.9968711,9.7860534,0.2728132,0,-0.0020904,0.0000024,24895.0250818,3342,16.4541965,0.10602,204.39957,155.996664,3.0735907,0.69667,34186932.0437541,0,154.0255504,0.3373227,0.3374001,0.1856055,0.0442488,0.1074685,0.0495546,0.1523479,0.0003936,0,0,0,0,-0.0000125,0.0279831,15.748,194.778355,77.0750759,0.0275209,7.1477729,-5.3401707,689.8543392,328.0627565,0.01,1.3237649
7.64,1743.4862499,222.8415665,-16.0203374,226.9347171,16.0278919,292.2134021,0.0853818,292.2134145,0.0167413,42.9069003,0.4920449,33.0000007,-106.9968665,9.7860465,0.2828619,0,-0.0010105,0.0000014,24895.0250818,3342,16.4541965,0.10602,204.3730166,155.996664,3.0719045,0.6961759,34155474.3821441,0,153.7290355,0.3372401,0.3373232,0.185644,0.0441801,0.107416,0.0513967,0.1576293,0.0000171,0,0,0,0,-0.0000029,0.0279638,15.748,194.778355,77.0694784,0.0275901,7.0987076,-5.3546606,689.6606443,328.0539757,0.01,1.3246704
7.65,1745.7138647,222.6813979,-16.0128762,226.7765302,16.0198115,292.6424468,0.0856184,292.6424593,0.016763,42.9020945,0.4713336,33.0000007,-106.9968619,9.7860397,0.2889191,0,0.0000955,0.0000008,24895.0250818,3342,16.4541965,0.10602,204.3549548,155.996664,3.0707576,0.6956822,34124046.9181156,0,153.432215,0.3371578,0.3372444,0.1856825,0.0441117,0.1073636,0.0525062,0.1616275,0.0001738,0,0,0,0,0,0.0279446,15.748,194.778355,77.0678193,0.0276538,7.0496423,-5.3691401,689.4670886,328.0452011,0.01,1.3253847
7.66,1747.9398782,222.5213381,-15.9985884,226.6184634,16.0058208,293.071444,0.0858553,293.0714566,0.0167848,42.8973429,0.4811112,33.0000007,-106.9968573,9.7860328,0.285536,0,0.0012057,0.0000004,24895.0250818,3342,16.4541965,0.10602,204.3570833,155.996664,3.0708928,0.6952036,34093375.3451557,0,153.1412685,0.3370783,0.3371629,0.18572,0.0440455,0.1073128,0.0518809,0.1591091,-0.0001424,0,0,0,0,0.0000042,0.0279253,15.748,194.778355,77.0701679,0.027714,7.0227551,-5.3836092,689.273672,328.0364328,0.01,1.326114
7.67,1750.164292,222.3614359,-15.9813885,226.4605238,15.9893096,293.500393,0.0860925,293.5004056,0.0168066,42.8924312,0.5032319,33.0000007,-106.9968527,9.786026,0.2782211,0,0.0022909,0.0000019,24895.0250818,3342,16.4541965,0.10602,204.3675663,155.996664,3.0715584,0.6947253,34062733.6645386,0,152.8499771,0.3369991,0.3370795,0.1857575,0.0439795,0.107262,0.0505338,0.1549852,-0.0004298,0,0,0,0,0.0000151,0.0279061,15.748,194.778355,77.0764816,0.0277539,6.9958679,-5.3980679,689.0803945,328.0276709,0.01,1.3268108
7.68,1752.3871076,222.2017197,-15.9614314,226.3027165,15.9704654,293.9292916,0.0863301,293.9293042,0.0168284,42.887239,0.5370955,33.0000007,-106.9968481,9.7860192,0.2671383,0,0.0033426,0.0000005,24895.0250818,3342,16.4541965,0.10602,204.3860699,155.996664,3.0727334,0.6942473,34032122.0503033,0,152.5584669,0.3369202,0.3369943,0.1857951,0.0439137,0.1072114,0.0484963,0.1487493,0.0002285,0,0,0,0,0.0000323,0.0278869,15.748,194.778355,77.0866477,0.0277776,6.9689807,-5.4125162,688.8872557,328.0189152,0.01,1.3274846
7.69,1754.6083271,222.0422161,-15.9388972,226.145046,15.9495201,294.3581363,0.0865681,294.358149,0.0168502,42.881652,0.582019,33.0000007,-106.9968435,9.7860123,0.2524761,0,0.0043422,-0.0000003,24895.0250818,3342,16.4541965,0.10602,204.4122138,155.996664,3.0743936,0.6937697,34001540.640748,0,152.2669022,0.3368415,0.3369077,0.1858325,0.0438482,0.1071608,0.0458049,0.1404783,-0.0000247,0,0,0,0,0.0000546,0.0278677,15.748,194.778355,77.1005064,0.027781,6.9420935,-5.4269541,688.6942557,328.0101658,0.01,1.3284391
7.7,1756.8279527,221.88295,-15.9139992,225.9875161,15.9267509,294.7869228,0.0868064,294.7869356,0.016872,42.8755635,0.6371983,33.0000007,-106.9968389,9.7860055,0.2344621,0,0.0052784,-0.0000002,24895.0250818,3342,16.4541965,0.10602,204.4455405,155.996664,3.0765098,0.6932924,33970989.5274735,0,151.975481,0.3367631,0.3368202,0.18587,0.0437828,0.1071103,0.0425036,0.1302764,0.0000994,0,0,0,0,0.0000808,0.0278485,15.748,194.778355,77.1178454,0.0277662,6.9152063,-5.4413817,688.5013942,328.0014227,0.01,1.3294027
7.71,1759.0459869,221.7239213,-15.891419,225.8301281,15.9059981,295.2156458,0.087045,295.2156586,0.0168938,42.8689803,0.6808662,33.0000007,-106.9968343,9.7859987,0.219819,0,0.006143,-0.0000017,24895.0250818,3342,16.4541965,0.10602,204.4715561,155.996664,3.0781618,0.6927978,33939605.6649846,0,151.6766193,0.3366818,0.336732,0.1859087,0.0437152,0.107058,0.0398232,0.1229058,-0.0004757,0,0,0,0,0.0001095,0.0278294,15.748,194.778355,77.1384264,0.0277409,6.861917,-5.4557989,688.3086709,327.9926859,0.01,1.3302413
7.72,1761.2624319,221.5651284,-15.8668747,225.6728828,15.8838069,295.6443007,0.0872839,295.6443135,0.0169156,42.8619165,0.7332189,33.0000007,-106.9968298,9.7859919,0.2023108,0,0.006953,0.0000017,24895.0250818,3342,16.4541965,0.10602,204.5037339,155.996664,3.0802051,0.6923036,33908253.1949686,0,151.3781285,0.3366008,0.3366434,0.1859473,0.0436478,0.1070057,0.0366234,0.1130074,-0.0004303,0,0,0,0,0.0001405,0.0278102,15.748,194.778355,77.1620295,0.0277115,6.8086278,-5.4702058,688.1160857,327.9839553,0.01,1.3309835
7.73,1763.4772903,221.4065899,-15.8405951,225.5157825,15.8604512,296.0728821,0.0875232,296.0728951,0.0169374,42.854289,0.7933856,33.0000007,-106.9968252,9.7859851,0.1821928,0,0.0076866,-0.000002,24895.0250818,3342,16.4541965,0.10602,204.5415538,155.996664,3.0826067,0.6918097,33876932.1224712,0,151.0801905,0.3365201,0.3365546,0.1859859,0.0435806,0.1069536,0.0329529,0.1016952,-0.0000548,0,0,0,0,0.000172,0.027791,15.748,194.778355,77.1884074,0.0276753,6.7553385,-5.4846024,687.9236384,327.975231,0.01,1.3318235
7.74,1765.6905646,221.2483219,-15.8128332,225.3588289,15.8362231,296.5013842,0.0877628,296.5013972,0.0169592,42.8460248,0.8603901,33.0000007,-106.9968206,9.7859783,0.159756,0,0.0083372,-0.0000051,24895.0250818,3342,16.4541965,0.10602,204.5844192,155.996664,3.0853286,0.6913161,33845642.4089732,0,150.7829927,0.3364396,0.3364662,0.1860245,0.0435136,0.1069015,0.0288671,0.0893409,0.0001817,0,0,0,0,0.0002026,0.0277719,15.748,194.778355,77.2172777,0.027635,6.7020492,-5.4989887,687.7313287,327.9665129,0.01,1.3325456
7.75,1767.9022577,221.0903377,-15.7838747,225.202023,15.8114322,296.9298001,0.0880026,296.9298132,0.016981,42.8370608,0.9331073,33.0000008,-106.996816,9.7859715,0.135343,0,0.0088994,-0.0000043,24895.0250818,3342,16.4541965,0.10602,204.6316217,155.996664,3.088326,0.6908229,33814383.9722248,0,150.4867199,0.3363594,0.3363785,0.1860631,0.0434469,0.1068495,0.0244304,0.0747675,-0.0000413,0,0,0,0,0.0002312,0.0277528,15.748,194.778355,77.2483317,0.0275988,6.6487599,-5.5133647,687.5391565,327.957801,0.01,1.3333267
7.76,1770.1123726,220.9327283,-15.7380316,225.0453711,15.775518,297.3581215,0.0882428,297.3581346,0.0170029,42.8269615,1.0868898,33.0000008,-106.9968114,9.7859647,0.0852172,0,0.0093147,-0.0000048,24895.0250818,3342,16.4541965,0.10602,204.7349876,155.996664,3.0948897,0.6903955,33786357.6210932,0,150.2228958,0.3362909,0.3362985,0.1860973,0.0433891,0.1068044,0.0153507,0.0472179,0.0000336,0,0,0,0,0.0002537,0.0277337,15.748,194.778355,77.2811756,0.0275889,6.6936627,-5.5277304,687.3471213,327.9490954,0.01,1.3342426
