# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-0.0000078,-0.0078298,-3.9147167,0.0078489,3.9242761,-0.0000005,0,0.0000005,180,0.0005475,0.2737437,33,-107,9.7913953,86.0772888,0,0,0,29659.2887309,8106.2636492,20.1875746,0.1117395,NaN,171.0991212,NaN,0.0173306,1002299.7176079,173.3072857,0.0001194,0.4390084,0.0003399,0.3555094,0.0130416,0.0704574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001,15.748,194.778355,86,0,5.8049191,5.9780001,857.4736005,334.921568,0.002,0.0338389
0.004,0.0000155,0.0154877,7.7443817,0.0155256,7.7632927,0.0000011,0,0.0000011,0,0.001083,0.5415399,33,-107,9.7913953,85.8472251,0,0,0,29657.5523801,8104.5272983,20.1864208,0.1117375,NaN,171.094501,NaN,0.0173427,1003000.781801,519.9218571,0.0001415,0.4389589,0.0004023,0.3554601,0.0130414,0.0704574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000019,15.748,194.778355,86,0,5.8073331,5.9779999,857.473598,334.9215679,0.002,0.0402183
0.006,0.0000853,0.0542957,19.4048445,0.0544283,19.4522292,0.000006,0,0.000006,0,0.0037967,1.3569189,33,-107,9.7913953,85.4649003,0,0,0,29655.8160293,8102.7909475,20.1852669,0.1117354,NaN,171.0898802,NaN,0.0173587,1003926.451446,866.5364286,0.0001838,0.4388937,0.0005217,0.3553951,0.0130412,0.0704574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000067,15.748,194.778355,86,0,5.8097472,5.9779994,857.4735906,334.9215677,0.002,0.0447216
0.008,0.000256,0.1164267,31.0666711,0.116711,31.1425327,0.0000179,0,0.0000179,0,0.0081413,2.1723933,33,-107,9.7913953,84.8540342,0,0,0,29654.0796785,8101.0545967,20.1841129,0.1117333,NaN,171.0852588,NaN,0.0173816,1005250.799916,1213.151,0.0002674,0.4388005,0.000757,0.3553022,0.0130408,0.0704575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000143,15.748,194.778355,86,0,5.8121612,5.9779983,857.4735724,334.921567,0.002,0.0501567
0.01,0.0005743,0.2018833,42.7298607,0.2023763,42.8342027,0.0000402,0,0.0000402,0,0.0141171,2.9879629,33,-107,9.7913953,84.016289,0,0,0,29652.3433276,8099.3182458,20.1829588,0.1117312,NaN,171.080637,NaN,0.0174136,1007102.0002702,1559.7655714,0.000418,0.4386705,0.001179,0.3551726,0.0130403,0.0704576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000248,15.748,194.778355,86,0,5.8145752,5.9779963,857.4735386,334.9215657,0.002,0.0547113
0.012,0.0010869,0.3106684,54.3944123,0.311427,54.5272379,0.000076,0,0.000076,0,0.0217241,3.8036278,33,-107,9.7913953,82.9542571,0,0,0,29650.6069768,8097.581895,20.1818045,0.1117291,NaN,171.0760145,NaN,0.0174577,1009655.0448891,1906.3801429,0.0006776,0.4384917,0.0019017,0.3549943,0.0130396,0.0704577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000381,15.748,194.778355,86,0,5.8169892,5.9779929,857.473484,334.9215637,0.002,0.0596942
0.014,0.0018403,0.4427846,66.0603239,0.4438659,66.2216365,0.0001287,0,0.0001287,0,0.0309625,4.6193878,33,-107,9.7913953,81.6718234,0,0,0,29648.870626,8095.8455442,20.1806501,0.111727,NaN,171.0713916,NaN,0.0175178,1013130.2348036,2252.9947143,0.0011101,0.4382492,0.0030943,0.3547526,0.0130387,0.0704579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000543,15.748,194.778355,86,0,5.8194033,5.977988,857.4734039,334.9215608,0.002,0.0646422
0.016,0.0028813,0.5982347,77.7275927,0.5996956,77.9173955,0.0002015,0,0.0002015,0,0.0418326,5.4352428,33,-107,9.7913953,80.174595,0,0,0,29647.1342751,8094.1091934,20.1794956,0.1117249,NaN,171.0667681,NaN,0.0175984,1017790.8232667,2599.6092857,0.0018075,0.4379258,0.004992,0.3544302,0.0130375,0.0704581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000734,15.748,194.778355,86,0,5.8218173,5.9779813,857.4732931,334.9215567,0.002,0.0695829
0.018,0.0042566,0.7770214,89.3962146,0.7789188,89.6145111,0.0002976,0,0.0002976,0,0.0543346,6.2511923,33,-107,9.7913953,78.4703647,0,0,0,29645.3979243,8092.3728425,20.1783409,0.1117229,NaN,171.062144,NaN,0.0177047,1023939.5405864,2946.2238571,0.0028956,0.437502,0.0079014,0.3540077,0.013036,0.0704584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000954,15.748,194.778355,86,0,5.8242313,5.9779723,857.4731469,334.9215512,0.002,0.0739021
0.02,0.0060127,0.9791473,101.0661844,0.9815383,101.3129778,0.0004205,0,0.0004205,0,0.0684687,7.0672361,33,-107,9.7913953,76.5695649,0,0,0,29643.6615735,8090.6364917,20.1771862,0.1117208,NaN,171.0575194,NaN,0.0178426,1031913.74092,3292.8384286,0.0045397,0.4369573,0.0121972,0.3534647,0.0130339,0.0704587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001202,15.748,194.778355,86,0,5.8266454,5.9779609,857.4729601,334.9215443,0.002,0.0781329
0.022,0.0081934,1.2015323,111.1987276,1.2044664,111.4702636,0.0005729,0,0.0005729,0,0.0840193,7.7757725,33,-107,9.7913953,74.5139406,0,0,0,29641.1236747,8088.0985929,20.1754981,0.1117177,NaN,171.050759,NaN,0.0180159,1041936.3136469,3593.6323661,0.0069108,0.4362804,0.0182123,0.3527898,0.0130314,0.0704592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001475,15.748,194.778355,86,0,5.8290594,5.9779467,857.4727281,334.9215357,0.002,0.0824366
0.024,0.0108206,1.4256847,112.0829993,1.4291661,112.3566945,0.0007567,0,0.0007567,0,0.0996936,7.8376068,33,-107,9.7913953,72.4841312,0,0,0,29637.7842279,8084.7591461,20.1732764,0.1117137,NaN,171.0418617,NaN,0.0182135,1053365.6437115,3619.5025,0.0099498,0.4355188,0.0256551,0.3520304,0.0130286,0.0704598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000175,15.748,194.778355,86,0,5.8314734,5.9779297,857.4724486,334.9215254,0.002,0.0865501
0.026,0.0138948,1.6485212,111.4250189,1.6525468,111.6971074,0.0009716,0,0.0009716,0,0.1152758,7.7915963,33,-107,9.7913953,70.5118749,0,0,0,29634.4447812,8081.4196994,20.1710543,0.1117097,NaN,171.0329624,NaN,0.0184322,1066011.593077,3599.552,0.0136615,0.4346884,0.0343948,0.3512025,0.0130256,0.0704604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002023,15.748,194.778355,86,0,5.8338874,5.9779097,857.4721216,334.9215133,0.002,0.0904108
0.028,0.0174134,1.8700416,110.7668668,1.874608,111.0373482,0.0012177,0,0.0012177,0,0.130766,7.7455739,33,-107,9.7913953,68.599336,0,0,0,29631.1053344,8078.0802526,20.1688318,0.1117057,NaN,171.024061,NaN,0.0186707,1079807.0129261,3579.6015,0.0180694,0.4337971,0.0443374,0.3503137,0.0130224,0.070461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002295,15.748,194.778355,86,0,5.8363015,5.9778868,857.4717474,334.9214994,0.002,0.0946324
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.0213737,2.0902453,110.1085425,2.0953495,110.3774163,0.0014946,0,0.0014946,0,0.1461642,7.6995393,33,-107,9.7913953,66.7480225,0,0,0,29627.7658876,8074.7408059,20.1666087,0.1117017,NaN,171.0151577,NaN,0.018928,1094684.458582,3559.651,0.0231879,0.4328523,0.0553607,0.3493715,0.013019,0.0704618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002566,15.748,194.778355,86,0,5.8387155,5.9778611,857.4713261,334.9214838,0.002,0.0989133
0.032,0.025773,2.3091322,109.4500456,2.3147708,109.7173115,0.0018022,0,0.0018022,0,0.1614703,7.6534928,33,-107,9.7913953,64.9588308,0,0,0,29624.4264409,8071.4013591,20.1643852,0.1116977,NaN,171.0062523,NaN,0.0192028,1110576.9327908,3539.7005,0.0290237,0.4318612,0.0673244,0.3483832,0.0130154,0.0704626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002834,15.748,194.778355,86,0,5.8411295,5.9778325,857.4708581,334.9214665,0.002,0.103577
0.034,0.0306089,2.5267018,108.7913761,2.5328717,109.0570336,0.0021404,0,0.0021404,0,0.1766842,7.6074341,33,-107,9.7913953,63.2321084,0,0,0,29621.0869941,8068.0619123,20.1621612,0.1116937,NaN,170.997345,NaN,0.019494,1127418.47958,3519.75,0.0355769,0.4308308,0.0800782,0.3473557,0.0130117,0.0704634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003101,15.748,194.778355,86,0,5.8435436,5.977801,857.4703437,334.9214474,0.002,0.1080104
0.036,0.0358785,2.7429538,108.1325341,2.7496518,108.3965827,0.0025089,0,0.0025089,0,0.191806,7.5613634,33,-107,9.7913952,61.5677188,0,0,0,29617.7475473,8064.7224656,20.1599367,0.1116897,NaN,170.9884356,NaN,0.0198005,1145144.67809,3499.7995,0.0428422,0.4297677,0.0934691,0.3462954,0.013008,0.0704644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003367,15.748,194.778355,86,0,5.8459576,5.9777668,857.4697832,334.9214267,0.002,0.111796
0.038,0.0415794,2.9578879,107.4735199,2.9651108,107.7359593,0.0029075,0,0.0029075,0,0.2068357,7.5152806,33,-107,9.7913952,59.9651084,0,0,0,29614.4081006,8061.3830188,20.1577118,0.1116857,NaN,170.9795242,NaN,0.0201213,1163693.039649,3479.849,0.0508098,0.4286779,0.1073464,0.3452084,0.0130042,0.0704653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000363,15.748,194.778355,86,0,5.8483716,5.9777297,857.4691768,334.9214042,0.002,0.1158655
0.04,0.0477088,3.1715037,106.8143339,3.1792482,107.0751636,0.0033361,0,0.0033361,0,0.2217731,7.4691858,33,-107,9.7913952,58.4233707,0,0,0,29611.0686538,8058.043572,20.1554864,0.1116817,NaN,170.9706109,NaN,0.0204552,1183003.3144805,3459.8985,0.0594662,0.427567,0.1215667,0.3441003,0.0130003,0.0704664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003893,15.748,194.778355,86,0,5.8507856,5.9776899,857.4685248,334.9213801,0.002,0.1198738
0.042,0.0542641,3.3838009,106.1549765,3.3920638,106.4141961,0.0037945,0,0.0037945,0,0.2366184,7.4230791,33,-107,9.7913952,56.9413076,0,0,0,29607.7292071,8054.7041253,20.1532605,0.1116776,NaN,170.9616955,NaN,0.0208012,1203017.7165075,3439.948,0.0687948,0.4264401,0.1359965,0.3429761,0.0129965,0.0704675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004153,15.748,194.778355,86,0,5.8531997,5.9776473,857.4678275,334.9213543,0.002,0.123625
0.044,0.0612426,3.5947792,105.4954484,3.6035573,105.7530575,0.0042825,0,0.0042825,0,0.2513714,7.3769604,33,-107,9.7913952,55.5174858,0,0,0,29604.3897603,8051.3646785,20.1510342,0.1116736,NaN,170.9527781,NaN,0.0211585,1223681.0758672,3419.9975,0.0787768,0.4253019,0.1505144,0.3418406,0.0129926,0.0704686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004412,15.748,194.778355,86,0,5.8556137,5.9776019,857.4670852,334.9213268,0.002,0.127463
0.046,0.0686418,3.8044381,104.8357502,3.8137282,105.0917484,0.0047999,0,0.0047999,0,0.2660322,7.3308298,33,-106.9999999,9.7913951,54.1502881,0,0,0,29601.0503135,8048.0252318,20.1488074,0.1116696,NaN,170.9438587,NaN,0.0215262,1244940.9291712,3400.047,0.0893917,0.4241565,0.1650121,0.3406979,0.0129888,0.0704698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004669,15.748,194.778355,86,0,5.8580277,5.9775538,857.4662981,334.9212976,0.002,0.1312248
0.048,0.0764591,4.0127774,104.1758825,4.0225762,104.4302694,0.0053465,0,0.0053465,0,0.2806007,7.2846873,33,-106.9999999,9.7913951,52.837959,0,0,0,29597.7108668,8044.685785,20.1465801,0.1116656,NaN,170.9349372,NaN,0.0219032,1266747.5573956,3380.0965,0.1006175,0.4230076,0.1793946,0.3395516,0.012985,0.0704711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004925,15.748,194.778355,86,0,5.8604418,5.977503,857.4654666,334.9212668,0.002,0.1351526
0.05,0.0846918,4.2199487,103.5915449,4.2302533,103.8445049,0.0059222,0,0.0059222,0,0.2950876,7.2438265,33,-106.9999999,9.7913951,51.5777277,0,0,0,29594.4521806,8041.4270988,20.1444062,0.1116617,NaN,170.9262296,NaN,0.0222892,1289070.3326117,3362.4009133,0.1124405,0.4218578,0.193591,0.3384043,0.0129812,0.0704724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005179,15.748,194.778355,86,0,5.8628558,5.9774495,857.4645909,334.9212344,0.002,0.1384059
0.052,0.0933386,4.4268626,103.4628474,4.4376726,103.7154932,0.0065269,0,0.0065269,0,0.3095564,7.2348271,33,-106.9999999,9.7913951,50.3578399,0,0,0,29591.2742549,8038.2491732,20.1422858,0.1116579,NaN,170.9177359,NaN,0.0226826,1311819.1041794,3358.2348065,0.1249028,0.4207123,0.2076537,0.3372611,0.0129775,0.0704737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005433,15.748,194.778355,86,0,5.8642171,5.9773933,857.4636711,334.9212003,0.002,0.1417357
0.054,0.1023991,4.6336712,103.4101256,4.6449861,103.6626426,0.0071604,0,0.0071604,0,0.3240179,7.2311404,33,-106.9999999,9.791395,49.1806465,0,0,0,29588.0963293,8035.0712475,20.1401649,0.1116541,NaN,170.9092405,NaN,0.0230857,1335130.1215081,3356.3236129,0.1379935,0.4195648,0.2214759,0.3361159,0.0129738,0.0704751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005687,15.748,194.778355,86,0,5.8655783,5.9773344,857.4627073,334.9211646,0.002,0.1450747
0.056,0.1118732,4.8403742,103.3573718,4.8521939,103.6097599,0.0078229,0,0.0078229,0,0.3384719,7.2274515,33,-106.9999999,9.791395,48.0448895,0,0,0,29584.9184036,8031.8933219,20.1380436,0.1116503,NaN,170.9007432,NaN,0.023498,1358972.9821189,3354.4124194,0.1516993,0.4184177,0.2350048,0.3349709,0.0129702,0.0704766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005941,15.748,194.778355,86,0,5.8669396,5.9772728,857.4616995,334.9211273,0.002,0.1477781
0.058,0.1217605,5.0469717,103.3045863,5.0592959,103.5568456,0.0085143,0,0.0085143,0,0.3529186,7.2237604,33,-106.9999999,9.791395,46.9492666,0,0,0,29581.740478,8028.7153962,20.1359219,0.1116464,NaN,170.892244,NaN,0.023919,1383318.751763,3352.5012258,0.1660066,0.4172729,0.2481965,0.3338281,0.0129667,0.0704781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006195,15.748,194.778355,86,0,5.8683009,5.9772086,857.4606478,334.9210884,0.002,0.152181
0.06,0.1320609,5.2534637,103.2517697,5.2662921,103.5039,0.0092346,0,0.0092346,0,0.367358,7.2200671,33,-106.9999999,9.791395,45.8924486,0,0,0,29578.5625524,8025.5374706,20.1337998,0.1116426,NaN,170.8837431,NaN,0.0243482,1408139.9364549,3350.5900323,0.1809017,0.4161322,0.261015,0.3326894,0.0129632,0.0704797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006448,15.748,194.778355,86,0,5.8696621,5.9771416,857.4595521,334.9210478,0.002,0.1554978
0.062,0.1427742,5.4598499,103.1989223,5.4731823,103.4509236,0.0099837,0,0.0099837,0,0.3817899,7.2163716,33,-106.9999999,9.7913949,44.8730928,0,0,0,29575.3846267,8022.3595449,20.1316772,0.1116388,NaN,170.8752403,NaN,0.0247851,1433410.4541494,3348.6788387,0.1963705,0.4149973,0.2734319,0.3315562,0.0129598,0.0704813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006701,15.748,194.778355,86,0,5.8710234,5.977072,857.4584126,334.9210056,0.002,0.1597945
0.064,0.1539002,5.6661304,103.1460447,5.6799665,103.3979169,0.0107618,0,0.0107618,0,0.3962144,7.2126741,33,-106.9999999,9.7913949,43.889855,0,0,0,29572.2067011,8019.1816193,20.1295542,0.111635,NaN,170.8667357,NaN,0.0252295,1459105.5974466,3346.7676452,0.212399,0.4138695,0.2854255,0.3304301,0.0129564,0.070483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006954,15.748,194.778355,86,0,5.8723847,5.9769996,857.4572291,334.9209618,0.002,0.1643105
0.066,0.1654386,5.8723051,103.0931374,5.8866447,103.3448803,0.0115686,0,0.0115686,0,0.4106316,7.2089744,33,-106.9999999,9.7913949,42.9413991,0,0,0,29569.0287754,8016.0036937,20.1274308,0.1116312,NaN,170.8582292,NaN,0.0256807,1485201.9894759,3344.8564516,0.2289733,0.4127501,0.29698,0.3293122,0.0129531,0.0704848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007208,15.748,194.778355,86,0,5.8737459,5.9769246,857.4560017,334.9209163,0.002,0.1671112
0.068,0.1773893,6.078374,103.0402007,6.0932167,103.2918144,0.0124043,0,0.0124043,0,0.4250413,7.2052727,33,-106.9999999,9.7913948,42.0264057,0,0,0,29565.8508498,8012.825768,20.1253069,0.1116274,NaN,170.8497209,NaN,0.0261385,1511677.534796,3342.9452581,0.2460796,0.4116401,0.3080849,0.3282035,0.01295,0.0704866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000746,15.748,194.778355,86,0,5.8751072,5.976847,857.4547305,334.9208693,0.002,0.1700813
0.07,0.189752,6.2843369,102.9872352,6.2996826,103.2387195,0.0132688,0,0.0132688,0,0.4394436,7.201569,33,-106.9999999,9.7913948,41.1435782,0,0,0,29562.6729241,8009.6478424,20.1231827,0.1116236,NaN,170.8412108,NaN,0.0266026,1538511.3668664,3341.0340645,0.2637045,0.4105404,0.3187344,0.3271051,0.0129469,0.0704884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007713,15.748,194.778355,86,0,5.8764685,5.9767666,857.4534155,334.9208206,0.002,0.1727272
0.072,0.2025266,6.4901939,102.9342412,6.5060423,103.1855961,0.014162,0,0.014162,0,0.4538386,7.1978633,33,-106.9999998,9.7913947,40.2916484,0,0,0,29559.4949985,8006.4699167,20.1210579,0.1116197,NaN,170.8326989,NaN,0.0270724,1565683.7933858,3339.122871,0.2818347,0.4094517,0.3289264,0.3260175,0.0129439,0.0704904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007966,15.748,194.778355,86,0,5.8778297,5.9766836,857.4520566,334.9207702,0.002,0.1752312
0.074,0.2157127,6.6959449,102.8812192,6.7122957,103.1324446,0.0150841,0,0.0150841,0,0.4682261,7.1941557,33,-106.9999998,9.7913947,39.4693807,0,0,0,29556.3170729,8003.2919911,20.1189328,0.1116159,NaN,170.8241851,NaN,0.0275478,1593176.2405609,3337.2116774,0.3004572,0.4083748,0.3386624,0.3249415,0.012941,0.0704923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008218,15.748,194.778355,86,0,5.879191,5.9765979,857.450654,334.9207183,0.002,0.1790924
0.076,0.2293102,6.9015898,102.8281696,6.9184427,103.0792655,0.0160349,0,0.0160349,0,0.4826062,7.1904461,33,-106.9999998,9.7913947,38.6755747,0,0,0,29553.1391472,8000.1140654,20.1168072,0.1116121,NaN,170.8156695,NaN,0.0280285,1620971.1971728,3335.3004839,0.3195593,0.4073101,0.3479466,0.3238776,0.0129381,0.0704944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008471,15.748,194.778355,86,0,5.8805523,5.9765095,857.4492076,334.9206647,0.002,0.1824637
0.078,0.2433189,7.1071285,102.7750928,7.1244834,103.0260591,0.0170145,0,0.0170145,0,0.4969788,7.1867346,33,-106.9999998,9.7913946,37.909068,0,0,0,29549.9612216,7996.9361398,20.1146812,0.1116083,NaN,170.8071521,NaN,0.0285141,1649052.1591259,3333.3892903,0.3391289,0.4062581,0.3567856,0.3228263,0.0129354,0.0704965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008723,15.748,194.778355,86,0,5.8819135,5.9764184,857.4477175,334.9206096,0.002,0.1853884
0.08,0.2577386,7.3125611,102.7219893,7.3304176,102.9728259,0.0180228,0,0.0180228,0,0.5113441,7.1830212,33,-106.9999998,9.7913946,37.1687377,0,0,0,29546.7832959,7993.7582142,20.1125548,0.1116045,NaN,170.7986329,NaN,0.0290043,1677403.5750232,3331.4780968,0.3591539,0.4052192,0.3651879,0.3217878,0.0129328,0.0704986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008975,15.748,194.778355,86,0,5.8832748,5.9763247,857.4461836,334.9205528,0.002,0.1878607
0.082,0.2725691,7.5178874,102.6688593,7.5362453,102.9195662,0.0190599,0,0.0190599,0,0.5257019,7.179306,33,-106.9999998,9.7913945,36.4535011,0,0,0,29543.6053703,7990.5802885,20.110428,0.1116007,NaN,170.7901118,NaN,0.029499,1706010.793177,3329.5669032,0.379623,0.4041936,0.3731637,0.3207626,0.0129302,0.0705008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009227,15.748,194.778355,86,0,5.8846361,5.9762283,857.4446061,334.9204944,0.002,0.1905621
0.084,0.2878101,7.7231074,102.6157033,7.7419665,102.8662804,0.0201256,0,0.0201256,0,0.5400523,7.175589,33,-106.9999998,9.7913945,35.7623161,0,0,0,29540.4274446,7987.4023629,20.1083007,0.1115968,NaN,170.7815888,NaN,0.0299979,1734860.0103662,3327.6557097,0.4005249,0.4031816,0.3807244,0.3197507,0.0129278,0.0705031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009479,15.748,194.778355,86,0,5.8859973,5.9761292,857.4429849,334.9204343,0.002,0.1927577
0.086,0.3034614,7.9282211,102.5625216,7.947581,102.8129688,0.0212201,0,0.0212201,0,0.5543952,7.1718702,33,-106.9999998,9.7913944,35.0941817,0,0,0,29537.249519,7984.2244372,20.106173,0.111593,NaN,170.7730641,NaN,0.0305008,1763938.2225557,3325.7445161,0.4218489,0.4021832,0.3878822,0.3187524,0.0129254,0.0705054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009731,15.748,194.778355,86,0,5.8873586,5.9760275,857.44132,334.9203727,0.002,0.1960631
0.088,0.3195228,8.1332284,102.5093145,8.1530889,102.7596318,0.0223432,0,0.0223432,0,0.5687307,7.1681496,33,-106.9999998,9.7913944,34.4481374,0,0,0,29534.0715934,7981.0465116,20.1040448,0.1115892,NaN,170.7645375,NaN,0.0310074,1793233.1777282,3323.8333226,0.4435848,0.4011987,0.3946501,0.3177677,0.0129232,0.0705078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009983,15.748,194.778355,86,0,5.8887199,5.9759231,857.4396116,334.9203094,0.002,0.1986405
0.09,0.3359942,8.3381293,102.4560824,8.3584901,102.7062697,0.023495,0,0.023495,0,0.5830588,7.1644272,33,-106.9999997,9.7913944,33.8232624,0,0,0,29530.8936677,7977.8685859,20.1019163,0.1115854,NaN,170.7560091,NaN,0.0315175,1822733.3309148,3321.922129,0.4657224,0.4002279,0.4010417,0.3167966,0.012921,0.0705102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010234,15.748,194.778355,86,0,5.8900811,5.975816,857.4378595,334.9202445,0.002,0.2011866
0.092,0.3528752,8.5429236,102.4028257,8.5637846,102.6528829,0.0246754,0,0.0246754,0,0.5973794,7.1607031,33,-106.9999997,9.7913943,33.2186752,0,0,0,29527.7157421,7974.6906603,20.0997873,0.1115816,NaN,170.7474788,NaN,0.032031,1852427.8014675,3320.0109355,0.4882522,0.399271,0.4070708,0.3158393,0.012919,0.0705127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010485,15.748,194.778355,86,0,5.8914424,5.9757063,857.4360638,334.920178,0.002,0.2034662
0.094,0.3701658,8.7476114,102.3495445,8.7689722,102.5994716,0.0258845,0,0.0258845,0,0.6116926,7.1569773,33,-106.9999997,9.7913942,32.6335324,0,0,0,29524.5378164,7971.5127347,20.0976578,0.1115778,NaN,170.7389467,NaN,0.0325477,1882306.3325762,3318.0997419,0.5111651,0.3983279,0.4127512,0.3148957,0.012917,0.0705153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010737,15.748,194.778355,86,0,5.8928037,5.9755939,857.4342246,334.9201099,0.002,0.20716
0.096,0.3878656,8.9521926,102.2962392,8.974053,102.5460362,0.0271222,0,0.0271222,0,0.6259983,7.1532499,33,-106.9999997,9.7913942,32.0670277,0,0,0,29521.3598908,7968.334809,20.095528,0.111574,NaN,170.7304128,NaN,0.0330674,1912359.2530073,3316.1885484,0.5344522,0.3973986,0.4180971,0.3139656,0.0129151,0.0705179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010988,15.748,194.778355,86,0,5.8941649,5.9754789,857.4323419,334.9200402,0.002,0.2109299
0.098,0.4059744,9.1566672,102.24291,9.1790268,102.4925768,0.0283885,0,0.0283885,0,0.6402965,7.1495207,33,-106.9999997,9.7913941,31.5183909,0,0,0,29518.1819651,7965.1568834,20.0933977,0.1115701,NaN,170.721877,NaN,0.03359,1942577.4410145,3314.2773548,0.5581049,0.396483,0.4231223,0.3130491,0.0129133,0.0705205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011239,15.748,194.778355,86,0,5.8955262,5.9753612,857.4304156,334.9199689,0.002,0.2134485
0.1,0.4244921,9.3610351,102.1895573,9.3838938,102.4390938,0.0296834,0,0.0296834,0,0.6545873,7.14579,33,-106.9999997,9.7913941,30.9868862,0,0,0,29515.0040395,7961.9789577,20.091267,0.1115663,NaN,170.7133394,NaN,0.0341153,1972952.2903612,3312.3661613,0.5821152,0.3955809,0.4278406,0.312146,0.0129117,0.0705232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001149,15.748,194.778355,86,0,5.8968875,5.9752408,857.4284458,334.9198959,0.002,0.2159399
