# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (dBm/m)
9.66,-11.30471,1.089786,0,0,0,0,87.983,56.40852
9.67,-11.28658,1.0785,0,0,0,0,87.978,56.26552
9.68,-11.26713,1.06621,0,0,0,0,87.967,56.33799
9.69,-11.26217,1.064453,0,0,0,0,87.968,56.07077
9.7,-11.24704,1.055256,0,0,0,0,87.958,55.98553
9.71,-11.23384,1.047444,0,0,0,0,87.959,55.57511
9.72,-11.1982,1.023143,0,0,0,0,87.943,55.62932
9.73,-11.17805,1.010139,0,0,0,0,87.94,55.52764
9.74,-11.1599,0.9985615,0,0,0,0,87.931,55.55224
9.75,-11.1534,0.9955312,0,0,0,0,87.926,55.51361
9.76,-11.14883,0.9939209,0,0,0,0,87.921,55.41723
9.77,-11.14427,0.992313,0,0,0,0,87.915,55.3132
9.78,-11.13987,0.990811,0,0,0,0,87.907,55.29216
9.79,-11.14579,0.9969749,0,0,0,0,87.905,55.07885
9.8,-11.14226,0.9961258,0,0,0,0,87.906,54.55562
9.81,-11.12242,0.9831246,0,0,0,0,87.89,54.51127
9.82,-11.09389,0.963587,0,0,0,0,87.885,54.41404
9.83,-11.06762,0.9456635,0,0,0,0,87.874,54.53783
9.84,-11.06125,0.9425951,0,0,0,0,87.877,54.23713
9.85,-11.03909,0.9276611,0,0,0,0,87.865,54.21984
9.86,-11.02571,0.9192787,0,0,0,0,87.858,54.23894
9.87,-11.02157,0.9178195,0,0,0,0,87.851,54.29151
9.88,-11.02252,0.9202016,0,0,0,0,87.852,54.01644
9.89,-11.01837,0.9187387,0,0,0,0,87.844,53.84505
9.9,-11.01423,0.9172779,0,0,0,0,87.831,53.99331
9.91,-11.01803,0.9218338,0,0,0,0,87.836,53.62839
9.92,-11.01388,0.9203647,0,0,0,0,87.824,53.55552
9.93,-11.00857,0.9180131,0,0,0,0,87.817,53.52689
9.94,-11.00445,0.9165501,0,0,0,0,87.812,53.44973
9.95,-11.00033,0.9150895,0,0,0,0,87.809,53.23884
9.96,-10.99622,0.9136308,0,0,0,0,87.799,53.21972
9.97,-10.99212,0.9121744,0,0,0,0,87.797,53.01844
9.98,-10.98803,0.9107202,0,0,0,0,87.792,52.78533
9.99,-10.96786,0.8968803,0,0,0,0,87.785,52.61345
10,-10.94811,0.8833056,0,0,0,0,87.78,52.40909
10.01,-10.92979,0.8707936,0,0,0,0,87.774,52.2206
10.02,-10.91296,0.8593834,0,0,0,0,87.768,52.04741
10.03,-10.89746,0.8489643,0,0,0,0,87.755,52.2026
10.04,-10.88315,0.8394375,0,0,0,0,87.754,52.12119
10.05,-10.86975,0.8305732,0,0,0,0,87.748,52.0473
10.06,-10.85731,0.8224359,0,0,0,0,87.747,51.75684
10.07,-10.84577,0.8149662,0,0,0,0,87.733,51.85093
10.08,-10.83537,0.8083622,0,0,0,0,87.732,51.71545
10.09,-10.82533,0.8020141,0,0,0,0,87.725,51.63886
10.1,-10.81635,0.7964756,0,0,0,0,87.721,51.48231
10.11,-10.80752,0.7910379,0,0,0,0,87.717,51.25309
10.12,-10.79923,0.786007,0,0,0,0,87.711,51.04778
10.13,-10.79134,0.7812705,0,0,0,0,87.701,51.04432
10.14,-10.7839,0.7768734,0,0,0,0,87.696,51.00216
10.15,-10.77687,0.772784,0,0,0,0,87.689,51.0146
10.16,-10.7714,0.7699146,0,0,0,0,87.689,50.76377
10.17,-10.76496,0.7662679,0,0,0,0,87.68,50.67562
10.18,-10.75883,0.7628584,0,0,0,0,87.672,50.69217
10.19,-10.75333,0.7599349,0,0,0,0,87.675,50.3124
10.2,-10.74772,0.7569095,0,0,0,0,87.663,50.24227
10.21,-10.74235,0.7540742,0,0,0,0,87.658,50.14293
10.22,-10.73721,0.751402,0,0,0,0,87.65,50.15182
10.23,-10.73225,0.7488771,0,0,0,0,87.645,50.12577
10.24,-10.72748,0.7464856,0,0,0,0,87.644,49.88887
10.25,-10.72287,0.7442152,0,0,0,0,87.632,49.95211
10.26,-10.7184,0.742055,0,0,0,0,87.634,49.66364
10.27,-10.71406,0.7399945,0,0,0,0,87.626,49.5016
10.28,-10.70985,0.7380247,0,0,0,0,87.617,49.50091
10.29,-10.70575,0.7361373,0,0,0,0,87.613,49.42455
10.3,-10.70174,0.7343247,0,0,0,0,87.606,49.41354
10.31,-10.69783,0.7325802,0,0,0,0,87.606,49.14926
10.32,-10.69401,0.7308975,0,0,0,0,87.599,48.96731
10.33,-10.69025,0.729271,0,0,0,0,87.59,48.95108
10.34,-10.68657,0.7276957,0,0,0,0,87.586,48.8631
10.35,-10.68295,0.7261669,0,0,0,0,87.584,48.62037
10.36,-10.67939,0.7246805,0,0,0,0,87.574,48.59486
10.37,-10.67589,0.7232327,0,0,0,0,87.569,48.54499
10.38,-10.67243,0.7218199,0,0,0,0,87.564,48.47313
10.39,-10.66902,0.7204392,0,0,0,0,87.556,48.51583
10.4,-10.66597,0.7193537,0,0,0,0,87.553,48.43985
10.41,-10.66539,0.7203348,0,0,0,0,87.554,48.07628
10.42,-10.66235,0.7192484,0,0,0,0,87.538,48.2116
10.43,-10.66443,0.7224682,0,0,0,0,87.541,47.95326
10.44,-10.66138,0.7213764,0,0,0,0,87.536,47.69327
10.45,-10.65833,0.7202862,0,0,0,0,87.523,47.79087
10.46,-10.65529,0.7191974,0,0,0,0,87.525,47.54466
10.47,-10.65226,0.7181102,0,0,0,0,87.514,47.56636
10.48,-10.64923,0.7170246,0,0,0,0,87.514,47.34121
10.49,-10.64621,0.7159404,0,0,0,0,87.504,47.33852
10.5,-10.6425,0.7142676,0,0,0,0,87.503,47.13686
10.51,-10.63858,0.7124075,0,0,0,0,87.498,46.93282
10.52,-10.63476,0.7106227,0,0,0,0,87.492,46.77219
10.53,-10.63102,0.7089065,0,0,0,0,87.481,46.87589
10.54,-10.62737,0.7072525,0,0,0,0,87.476,46.95324
10.55,-10.62757,0.7089076,0,0,0,0,87.479,46.64823
10.56,-10.6246,0.7078353,0,0,0,0,87.469,46.57584
10.57,-10.62163,0.7067646,0,0,0,0,87.457,46.80674
10.58,-10.64246,0.7262798,0,0,0,0,87.457,46.77786
10.59,-10.67104,0.7526036,0,0,0,0,87.454,46.64511
10.6,-10.69428,0.7743988,0,0,0,0,87.445,46.68628
10.61,-10.7288,0.8061087,0,0,0,0,87.448,46.34964
10.62,-10.73801,0.8158644,0,0,0,0,87.44,46.16016
10.63,-10.73812,0.8177,0,0,0,0,87.433,46.06183
10.64,-10.73851,0.8197931,0,0,0,0,87.428,45.95815
10.65,-10.73864,0.8216619,0,0,0,0,87.419,46.02925
10.66,-10.75536,0.8381429,0,0,0,0,87.42,45.81282
10.67,-10.75935,0.8434751,0,0,0,0,87.412,45.73641
10.68,-10.76532,0.8505664,0,0,0,0,87.409,45.56495
10.69,-10.76389,0.8511481,0,0,0,0,87.406,45.30709
10.7,-10.75552,0.8455587,0,0,0,0,87.394,45.37408
10.71,-10.75193,0.8442027,0,0,0,0,87.395,45.15686
10.72,-10.74625,0.8409796,0,0,0,0,87.387,45.08296
10.73,-10.73929,0.8365944,0,0,0,0,87.381,45.05138
10.74,-10.73575,0.8352549,0,0,0,0,87.382,44.74532
10.75,-10.72009,0.8230263,0,0,0,0,87.376,44.50222
10.76,-10.70201,0.8085782,0,0,0,0,87.368,44.4075
10.77,-10.68548,0.7954494,0,0,0,0,87.361,44.40459
10.78,-10.67024,0.7834422,0,0,0,0,87.355,44.44136
10.79,-10.66577,0.7811291,0,0,0,0,87.351,44.425
10.8,-10.66252,0.7799122,0,0,0,0,87.349,44.27056
10.81,-10.66075,0.7800436,0,0,0,0,87.348,43.94538
10.82,-10.65396,0.775594,0,0,0,0,87.342,43.68865
10.83,-10.64035,0.7648922,0,0,0,0,87.329,43.80916
10.84,-10.62782,0.7551299,0,0,0,0,87.328,43.73817
10.85,-10.61625,0.7462134,0,0,0,0,87.324,43.62644
10.86,-10.60554,0.7380352,0,0,0,0,87.324,43.29876
10.87,-10.59548,0.7304348,0,0,0,0,87.311,43.35636
10.88,-10.58615,0.723466,0,0,0,0,87.311,43.18511
10.89,-10.57747,0.7170672,0,0,0,0,87.309,42.89441
10.9,-10.56937,0.7111829,0,0,0,0,87.297,42.94293
10.91,-10.5618,0.7057633,0,0,0,0,87.297,42.76525
10.92,-10.55471,0.7007635,0,0,0,0,87.293,42.56009
10.93,-10.54805,0.6961434,0,0,0,0,87.285,42.50962
10.94,-10.54175,0.6918428,0,0,0,0,87.279,42.51191
10.95,-10.53576,0.6878143,0,0,0,0,87.276,42.42833
10.96,-10.5301,0.6840729,0,0,0,0,87.277,42.0874
10.97,-10.52473,0.6805916,0,0,0,0,87.267,42.00432
10.98,-10.51962,0.6773457,0,0,0,0,87.264,41.84464
10.99,-10.51476,0.6743131,0,0,0,0,87.26,41.66024
11,-10.51011,0.6714738,0,0,0,0,87.249,41.76748
11.01,-10.50567,0.6688098,0,0,0,0,87.249,41.6494
11.02,-10.5014,0.6663045,0,0,0,0,87.249,41.32534
11.03,-10.49729,0.6639434,0,0,0,0,87.234,41.48523
11.04,-10.49333,0.6617131,0,0,0,0,87.24,41.14816
11.05,-10.48951,0.6596014,0,0,0,0,87.223,41.38676
11.06,-10.48581,0.6575974,0,0,0,0,87.223,41.39133
11.07,-10.48222,0.655691,0,0,0,0,87.219,41.36075
11.08,-10.47873,0.6538735,0,0,0,0,87.219,41.11903
11.09,-10.47533,0.6521366,0,0,0,0,87.208,41.17723
11.1,-10.47201,0.6504729,0,0,0,0,87.211,40.88347
11.11,-10.46877,0.6488758,0,0,0,0,87.198,40.98463
11.12,-10.4656,0.6473392,0,0,0,0,87.196,40.95518
11.13,-10.46302,0.6463712,0,0,0,0,87.2,40.53754
11.14,-10.46045,0.6454045,0,0,0,0,87.187,40.52676
11.15,-10.45788,0.6444395,0,0,0,0,87.191,40.12774
11.16,-10.45531,0.643476,0,0,0,0,87.173,40.35958
11.17,-10.45275,0.642514,0,0,0,0,87.173,40.36323
11.18,-10.45007,0.6414195,0,0,0,0,87.172,40.20284
11.19,-10.44702,0.6399645,0,0,0,0,87.171,39.89248
11.2,-10.44403,0.638558,0,0,0,0,87.171,39.401
11.21,-10.4411,0.6371955,0,0,0,0,87.164,39.05853
11.22,-10.4382,0.6358733,0,0,0,0,87.154,38.98829
11.23,-10.43536,0.6345876,0,0,0,0,87.145,39.12344
11.24,-10.43255,0.6333351,0,0,0,0,87.141,39.22299
11.25,-10.42977,0.6321132,0,0,0,0,87.137,39.28976
11.26,-10.42703,0.6309188,0,0,0,0,87.137,39.14732
11.27,-10.42432,0.6297498,0,0,0,0,87.132,39.03766
11.28,-10.42164,0.6286038,0,0,0,0,87.123,39.13759
11.29,-10.41899,0.6274789,0,0,0,0,87.123,39.0266
11.3,-10.41635,0.6263733,0,0,0,0,87.113,39.17062
11.31,-10.4346,0.6466484,0,0,0,0,87.116,38.96589
11.32,-10.44476,0.6587202,0,0,0,0,87.114,38.666
11.33,-10.44217,0.6577251,0,0,0,0,87.11,38.36942
11.34,-10.43888,0.6560047,0,0,0,0,87.103,38.21147
11.35,-10.43325,0.6518608,0,0,0,0,87.095,38.2262
11.36,-10.42789,0.6479664,0,0,0,0,87.097,37.95161
11.37,-10.4228,0.6443468,0,0,0,0,87.088,37.90547
11.38,-10.41798,0.640982,0,0,0,0,87.085,37.8004
11.39,-10.4134,0.6378477,0,0,0,0,87.075,37.95531
11.4,-10.40903,0.6349222,0,0,0,0,87.072,38.03495
11.41,-10.41196,0.6396433,0,0,0,0,87.074,37.82161
11.42,-10.40947,0.6386944,0,0,0,0,87.071,37.56422
11.43,-10.407,0.6377472,0,0,0,0,87.062,37.53612
11.44,-10.40325,0.6354561,0,0,0,0,87.057,37.5394
11.45,-10.39979,0.6334463,0,0,0,0,87.056,37.39261
11.46,-10.3954,0.6304421,0,0,0,0,87.053,37.19842
11.47,-10.39121,0.6276365,0,0,0,0,87.042,37.31973
11.48,-10.39116,0.6292483,0,0,0,0,87.047,37.01374
11.49,-10.38874,0.628318,0,0,0,0,87.041,36.80969
11.5,-10.38632,0.6273892,0,0,0,0,87.035,36.69979
11.51,-10.38354,0.6260718,0,0,0,0,87.03,36.632
11.52,-10.3794,0.6232633,0,0,0,0,87.022,36.73765
11.53,-10.37543,0.6206359,0,0,0,0,87.019,36.77831
11.54,-10.38035,0.6276587,0,0,0,0,87.015,36.80427
11.55,-10.4045,0.6556959,0,0,0,0,87.012,36.77193
11.56,-10.43374,0.689453,0,0,0,0,87.013,36.50704
11.57,-10.44018,0.6983898,0,0,0,0,87.009,36.25363
11.58,-10.43463,0.694188,0,0,0,0,87.007,35.92227
11.59,-10.42408,0.6844579,0,0,0,0,86.996,35.92402
11.6,-10.41436,0.6755867,0,0,0,0,86.99,36.00746
11.61,-10.41094,0.6736527,0,0,0,0,86.991,35.85244
11.62,-10.40207,0.6656557,0,0,0,0,86.988,35.65836
11.63,-10.39386,0.6583444,0,0,0,0,86.985,35.42941
11.64,-10.38614,0.6515356,0,0,0,0,86.976,35.438
11.65,-10.37895,0.6452931,0,0,0,0,86.97,35.53016
11.66,-10.37649,0.6443305,0,0,0,0,86.973,35.29601
11.67,-10.37386,0.6431662,0,0,0,0,86.968,35.12169
11.68,-10.36723,0.6374751,0,0,0,0,86.96,35.13719
11.69,-10.36103,0.6322441,0,0,0,0,86.962,34.87926
11.7,-10.35522,0.6274284,0,0,0,0,86.954,34.81938
11.71,-10.34977,0.6229882,0,0,0,0,86.95,34.76225
11.72,-10.34463,0.6188874,0,0,0,0,86.949,34.57382
11.73,-10.33977,0.6150812,0,0,0,0,86.943,34.48958
11.74,-10.33514,0.6115096,0,0,0,0,86.937,34.50132
11.75,-10.33074,0.6081949,0,0,0,0,86.94,34.19833
11.76,-10.32656,0.6051126,0,0,0,0,86.932,34.10033
11.77,-10.32258,0.6022411,0,0,0,0,86.928,34.01168
11.78,-10.31878,0.5995603,0,0,0,0,86.923,33.97687
11.79,-10.31514,0.5970525,0,0,0,0,86.923,33.76782
11.8,-10.31164,0.5947015,0,0,0,0,86.92,33.53419
11.81,-10.30828,0.5924927,0,0,0,0,86.916,33.32364
11.82,-10.30504,0.590413,0,0,0,0,86.905,33.44866
11.83,-10.3019,0.5884503,0,0,0,0,86.906,33.34379
11.84,-10.29887,0.5865939,0,0,0,0,86.902,33.25271
11.85,-10.29593,0.5848339,0,0,0,0,86.895,33.30897
11.86,-10.29306,0.5831615,0,0,0,0,86.896,33.1422
11.87,-10.29028,0.5815688,0,0,0,0,86.892,32.99543
11.88,-10.28756,0.5800484,0,0,0,0,86.889,32.82282
11.89,-10.2849,0.5785937,0,0,0,0,86.889,32.49294
11.9,-10.2823,0.5771987,0,0,0,0,86.878,32.51271
11.91,-10.27976,0.5758582,0,0,0,0,86.874,32.53964
11.92,-10.27725,0.5745671,0,0,0,0,86.873,32.4391
11.93,-10.2748,0.5733211,0,0,0,0,86.868,32.40123
11.94,-10.27238,0.572116,0,0,0,0,86.867,32.24202
11.95,-10.27,0.5709483,0,0,0,0,86.866,31.97227
11.96,-10.26765,0.5698146,0,0,0,0,86.864,31.64683
11.97,-10.26533,0.568712,0,0,0,0,86.853,31.67455
11.98,-10.26304,0.5676377,0,0,0,0,86.856,31.39933
11.99,-10.26078,0.5665893,0,0,0,0,86.855,31.02656
12,-10.25854,0.5655645,0,0,0,0,86.845,30.96871
12.01,-10.25632,0.5645612,0,0,0,0,86.838,31.06565
12.02,-10.25413,0.5635778,0,0,0,0,86.834,31.17022
12.03,-10.25195,0.5626123,0,0,0,0,86.835,31.05781
12.04,-10.24979,0.5616634,0,0,0,0,86.833,30.88124
12.05,-10.24765,0.5607297,0,0,0,0,86.825,30.91536
12.06,-10.24552,0.55981,0,0,0,0,86.825,30.7844
12.07,-10.24341,0.5589031,0,0,0,0,86.826,30.45796
12.08,-10.24131,0.5580079,0,0,0,0,86.813,30.58033
12.09,-10.23922,0.5571237,0,0,0,0,86.813,30.53193
12.1,-10.23715,0.5562514,0,0,0,0,86.813,30.32743
12.11,-10.23509,0.5553974,0,0,0,0,86.804,30.38361
12.12,-10.23305,0.5545518,0,0,0,0,86.802,30.36534
12.13,-10.23101,0.5537141,0,0,0,0,86.799,30.32389
12.14,-10.22899,0.5528838,0,0,0,0,86.798,30.17191
12.15,-10.22698,0.5520602,0,0,0,0,86.794,30.05359
12.16,-10.22497,0.5512429,0,0,0,0,86.796,29.69793
12.17,-10.22297,0.5504314,0,0,0,0,86.787,29.61849
12.18,-10.22098,0.5496255,0,0,0,0,86.782,29.61371
12.19,-10.219,0.5488248,0,0,0,0,86.779,29.58808
12.2,-10.21702,0.5480288,0,0,0,0,86.783,29.23012
12.21,-10.21506,0.5472373,0,0,0,0,86.781,28.83743
12.22,-10.2131,0.5464502,0,0,0,0,86.77,28.81722
12.23,-10.21114,0.5456671,0,0,0,0,86.767,28.78061
12.24,-10.2092,0.5448878,0,0,0,0,86.764,28.72945
12.25,-10.20725,0.5441121,0,0,0,0,86.759,28.75483
12.26,-10.20532,0.5433399,0,0,0,0,86.755,28.80573
12.27,-10.20339,0.542571,0,0,0,0,86.752,28.83532
12.28,-10.20147,0.5418053,0,0,0,0,86.749,28.84546
12.29,-10.19955,0.5410425,0,0,0,0,86.746,28.83798
12.3,-10.19764,0.5402827,0,0,0,0,86.74,28.94882
12.31,-10.19574,0.5395257,0,0,0,0,86.743,28.76498
12.32,-10.19384,0.5387714,0,0,0,0,86.737,28.71481
12.33,-10.19194,0.5380197,0,0,0,0,86.733,28.69775
12.34,-10.19005,0.5372705,0,0,0,0,86.74,28.21876
12.35,-10.18817,0.5365238,0,0,0,0,86.728,28.16875
12.36,-10.18629,0.5357795,0,0,0,0,86.729,27.93008
12.37,-10.18442,0.5350375,0,0,0,0,86.724,27.78816
12.38,-10.18255,0.5342979,0,0,0,0,86.716,27.86996
12.39,-10.18069,0.5335605,0,0,0,0,86.718,27.70893
12.4,-10.17883,0.5328252,0,0,0,0,86.719,27.37085
12.41,-10.17698,0.5320921,0,0,0,0,86.714,27.14021
12.42,-10.17513,0.5313612,0,0,0,0,86.708,27.05377
12.43,-10.17329,0.5306324,0,0,0,0,86.711,26.69699
12.44,-10.17145,0.5299057,0,0,0,0,86.7,26.72062
12.45,-10.16962,0.5291809,0,0,0,0,86.698,26.69013
12.46,-10.16779,0.5284582,0,0,0,0,86.701,26.38651
12.47,-10.16597,0.5277376,0,0,0,0,86.698,26.1022
12.48,-10.16415,0.5270188,0,0,0,0,86.688,26.1501
12.49,-10.16234,0.5263021,0,0,0,0,86.685,26.18928
12.5,-10.16053,0.5255873,0,0,0,0,86.688,25.95197
12.51,-10.15872,0.5248746,0,0,0,0,86.68,25.95458
12.52,-10.15692,0.5241637,0,0,0,0,86.677,25.95349
12.53,-10.15513,0.5234548,0,0,0,0,86.676,25.85975
12.54,-10.15334,0.5227477,0,0,0,0,86.67,25.90528
12.55,-10.15155,0.5220426,0,0,0,0,86.667,25.94438
12.56,-10.14977,0.5213394,0,0,0,0,86.67,25.70888
12.57,-10.148,0.5206381,0,0,0,0,86.661,25.76001
12.58,-10.14623,0.5199388,0,0,0,0,86.66,25.71563
12.59,-10.14446,0.5192413,0,0,0,0,86.659,25.58407
12.6,-10.1427,0.5185456,0,0,0,0,86.655,25.50742
12.61,-10.14094,0.5178519,0,0,0,0,86.651,25.48158
12.62,-10.13919,0.5171602,0,0,0,0,86.652,25.27866
12.63,-10.13744,0.5164702,0,0,0,0,86.64,25.4964
12.64,-10.13569,0.5157822,0,0,0,0,86.641,25.51719
12.65,-10.13395,0.5150964,0,0,0,0,86.642,25.35753
12.66,-10.13222,0.5144125,0,0,0,0,86.641,25.12263
12.67,-10.13049,0.5137305,0,0,0,0,86.633,25.133
12.68,-10.12876,0.5130503,0,0,0,0,86.636,24.87581
12.69,-10.12704,0.5123721,0,0,0,0,86.629,24.82214
12.7,-10.12533,0.5116956,0,0,0,0,86.63,24.5971
12.71,-10.12361,0.5110211,0,0,0,0,86.619,24.75323
12.72,-10.1219,0.5103484,0,0,0,0,86.62,24.7212
12.73,-10.1202,0.5096777,0,0,0,0,86.623,24.42745
12.74,-10.1185,0.5090088,0,0,0,0,86.619,24.20809
12.75,-10.11681,0.5083418,0,0,0,0,86.605,24.50567
12.76,-10.13074,0.5331094,0,0,0,0,86.608,24.51528
12.77,-10.15687,0.578026,0,0,0,0,86.604,24.57429
12.78,-10.18022,0.6187583,0,0,0,0,86.602,24.5887
12.79,-10.20096,0.6555143,0,0,0,0,86.604,24.38311
12.8,-10.2194,0.688779,0,0,0,0,86.605,24.02137
12.81,-10.22482,0.700679,0,0,0,0,86.594,24.05508
12.82,-10.2403,0.7294777,0,0,0,0,86.602,23.60083
12.83,-10.22846,0.712703,0,0,0,0,86.598,23.23788
12.84,-10.21476,0.692681,0,0,0,0,86.591,23.09466
12.85,-10.20218,0.6743645,0,0,0,0,86.591,22.84024
12.86,-10.19068,0.6577313,0,0,0,0,86.584,22.79833
12.87,-10.18012,0.6425663,0,0,0,0,86.581,22.77243
12.88,-10.17043,0.6287482,0,0,0,0,86.581,22.62728
12.89,-10.1615,0.6161309,0,0,0,0,86.578,22.50778
12.9,-10.15332,0.6046859,0,0,0,0,86.572,22.54665
12.91,-10.14571,0.5941403,0,0,0,0,86.577,22.23819
12.92,-10.13872,0.5845773,0,0,0,0,86.569,22.19463
12.93,-10.13228,0.5758885,0,0,0,0,86.574,21.81197
12.94,-10.12625,0.5678443,0,0,0,0,86.567,21.65725
12.95,-10.12067,0.5605181,0,0,0,0,86.563,21.57778
12.96,-10.11548,0.5538402,0,0,0,0,86.56,21.52312
12.97,-10.11066,0.547746,0,0,0,0,86.555,21.58108
12.98,-10.10613,0.5421232,0,0,0,0,86.56,21.29462
12.99,-10.10188,0.5369388,0,0,0,0,86.55,21.36508
13,-10.09789,0.5321914,0,0,0,0,86.551,21.27023
13.01,-10.09414,0.5278385,0,0,0,0,86.543,21.42739
13.02,-10.09062,0.5238419,0,0,0,0,86.544,21.41229
13.03,-10.08728,0.5201674,0,0,0,0,86.546,21.19466
13.04,-10.08413,0.5167841,0,0,0,0,86.543,21.01611
13.05,-10.08113,0.5136644,0,0,0,0,86.538,20.96354
13.06,-10.07826,0.510748,0,0,0,0,86.537,20.84782
13.07,-10.07551,0.5080396,0,0,0,0,86.535,20.71956
13.08,-10.07289,0.5055311,0,0,0,0,86.533,20.58039
13.09,-10.07037,0.5032036,0,0,0,0,86.527,20.61092
13.1,-10.06795,0.5010401,0,0,0,0,86.528,20.48365
13.11,-10.06562,0.4990255,0,0,0,0,86.528,20.25713
13.12,-10.06337,0.4971458,0,0,0,0,86.53,19.8508
13.13,-10.0612,0.4953887,0,0,0,0,86.522,19.7289
13.14,-10.05909,0.4937427,0,0,0,0,86.53,19.1518
13.15,-10.05704,0.4921978,0,0,0,0,86.514,19.23419
13.16,-10.05504,0.4907445,0,0,0,0,86.518,19.0255
13.17,-10.0531,0.4893746,0,0,0,0,86.515,18.86438
13.18,-10.0512,0.4880805,0,0,0,0,86.511,18.79227
13.19,-10.04934,0.4868554,0,0,0,0,86.515,18.4441
13.2,-10.04752,0.4856929,0,0,0,0,86.503,18.56054
13.21,-10.04574,0.4845874,0,0,0,0,86.508,18.34162
13.22,-10.04398,0.483534,0,0,0,0,86.503,18.26391
13.23,-10.04225,0.4825278,0,0,0,0,86.504,18.04743
13.24,-10.04055,0.4815648,0,0,0,0,86.496,18.10769
13.25,-10.03888,0.4806411,0,0,0,0,86.495,18.10817
13.26,-10.03722,0.4797532,0,0,0,0,86.492,18.14378
13.27,-10.03559,0.4788982,0,0,0,0,86.491,18.12214
13.28,-10.03398,0.478073,0,0,0,0,86.49,18.0483
13.29,-10.03238,0.4772753,0,0,0,0,86.487,18.01644
13.3,-10.0308,0.4765025,0,0,0,0,86.486,17.93396
13.31,-10.02923,0.4757527,0,0,0,0,86.487,17.71584
13.32,-10.02767,0.4750238,0,0,0,0,86.479,17.77731
13.33,-10.02613,0.4743142,0,0,0,0,86.481,17.64731
13.34,-10.0246,0.4736222,0,0,0,0,86.478,17.56634
13.35,-10.02309,0.4729466,0,0,0,0,86.479,17.35155
13.36,-10.02158,0.4722859,0,0,0,0,86.469,17.50754
13.37,-10.02008,0.4716388,0,0,0,0,86.466,17.68979
13.38,-10.01859,0.4710045,0,0,0,0,86.466,17.76149
13.39,-10.01711,0.470382,0,0,0,0,86.469,17.59743
13.4,-10.01563,0.4697703,0,0,0,0,86.463,17.62085
13.41,-10.01417,0.4691686,0,0,0,0,86.461,17.63708
13.42,-10.01271,0.4685763,0,0,0,0,86.455,17.82609
13.43,-10.01126,0.4679927,0,0,0,0,86.457,17.8148
13.44,-10.00981,0.4674172,0,0,0,0,86.455,17.79922
13.45,-10.00837,0.4668492,0,0,0,0,86.453,17.7798
13.46,-10.00694,0.4662883,0,0,0,0,86.457,17.48837
13.47,-10.00551,0.4657339,0,0,0,0,86.454,17.26206
13.48,-10.00409,0.4651857,0,0,0,0,86.446,17.32018
13.49,-10.00267,0.4646434,0,0,0,0,86.448,17.19121
13.5,-10.00125,0.4641066,0,0,0,0,86.446,17.0705
13.51,-9.999847,0.463575,0,0,0,0,86.444,16.95779
13.52,-9.998443,0.4630484,0,0,0,0,86.449,16.53948
13.53,-9.997045,0.4625264,0,0,0,0,86.441,16.42453
13.54,-9.99565,0.4620089,0,0,0,0,86.433,16.58826
13.55,-9.99426,0.4614957,0,0,0,0,86.436,16.5146
13.56,-9.992874,0.4609865,0,0,0,0,86.438,16.26866
13.57,-9.991492,0.4604814,0,0,0,0,86.437,15.99973
13.58,-9.990114,0.4599799,0,0,0,0,86.434,15.80037
13.59,-9.98874,0.4594821,0,0,0,0,86.432,15.62076
13.6,-9.987369,0.4589878,0,0,0,0,86.422,15.81829
13.61,-9.986002,0.4584969,0,0,0,0,86.427,15.68954
13.62,-9.98464,0.4580093,0,0,0,0,86.423,15.66525
13.63,-9.98328,0.4575249,0,0,0,0,86.425,15.46818
13.64,-9.981924,0.4570436,0,0,0,0,86.425,15.20313
13.65,-9.980572,0.4565654,0,0,0,0,86.418,15.19015
13.66,-9.979223,0.4560901,0,0,0,0,86.417,15.13981
13.67,-9.977878,0.4556178,0,0,0,0,86.418,14.96608
13.68,-9.976536,0.4551483,0,0,0,0,86.418,14.72465
13.69,-9.975197,0.4546817,0,0,0,0,86.414,14.60113
13.7,-9.973862,0.4542178,0,0,0,0,86.413,14.4519
13.71,-9.972529,0.4537568,0,0,0,0,86.41,14.36951
13.72,-9.9712,0.4532984,0,0,0,0,86.41,14.21442
13.73,-9.969875,0.4528426,0,0,0,0,86.405,14.21719
13.74,-9.968552,0.4523895,0,0,0,0,86.413,13.78274
13.75,-9.967232,0.451939,0,0,0,0,86.403,13.75513
13.76,-9.965916,0.4514912,0,0,0,0,86.408,13.42894
13.77,-9.964603,0.4510458,0,0,0,0,86.404,13.23323
13.78,-9.963292,0.4506031,0,0,0,0,86.399,13.20272
13.79,-9.961985,0.4501629,0,0,0,0,86.399,13.10021
13.8,-9.960681,0.4497252,0,0,0,0,86.398,12.97699
13.81,-9.95938,0.4492901,0,0,0,0,86.395,12.92499
13.82,-9.958081,0.4488574,0,0,0,0,86.397,12.71462
13.83,-9.956786,0.4484272,0,0,0,0,86.397,12.44953
13.84,-9.955493,0.4479996,0,0,0,0,86.387,12.58298
13.85,-9.954204,0.4475743,0,0,0,0,86.389,12.54451
13.86,-9.952917,0.4471516,0,0,0,0,86.392,12.30383
13.87,-9.951633,0.4467314,0,0,0,0,86.383,12.41612
13.88,-9.950352,0.4463136,0,0,0,0,86.381,12.53839
