# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (mbar)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.96,-24.92018,2.662531,0,0,0,0,725.1156
5.97,-24.90087,2.660186,0,0,0,0,724.9308
5.98,-24.87985,2.657538,0,0,0,0,724.6272
5.99,-24.85729,2.654619,0,0,0,0,724.4292
6,-24.83334,2.651453,0,0,0,0,724.2048
6.01,-24.80815,2.648065,0,0,0,0,723.9936
6.02,-24.78205,2.644515,0,0,0,0,723.7692
6.03,-24.75505,2.640804,0,0,0,0,723.4788
6.04,-24.72715,2.636932,0,0,0,0,723.3732
6.05,-24.69844,2.632914,0,0,0,0,723.0564
6.06,-24.669,2.628765,0,0,0,0,722.8056
6.07,-24.63891,2.624499,0,0,0,0,722.5812
6.08,-24.60824,2.620128,0,0,0,0,722.4492
6.09,-24.57707,2.615663,0,0,0,0,722.172
6.1,-24.54543,2.611114,0,0,0,0,722.0664
6.11,-24.51339,2.606491,0,0,0,0,721.7232
6.12,-24.481,2.601802,0,0,0,0,721.4988
6.13,-24.44829,2.597054,0,0,0,0,721.3008
6.14,-24.41531,2.592255,0,0,0,0,721.0104
6.15,-24.3821,2.587411,0,0,0,0,720.8256
6.16,-24.34868,2.582527,0,0,0,0,720.5616
6.17,-24.31508,2.577608,0,0,0,0,720.4428
6.18,-24.28133,2.572659,0,0,0,0,720.192
6.19,-24.24746,2.567685,0,0,0,0,719.9148
6.2,-24.21348,2.562689,0,0,0,0,719.7432
6.21,-24.17942,2.557674,0,0,0,0,719.5056
6.22,-24.14529,2.552644,0,0,0,0,719.3604
6.23,-24.1113,2.547635,0,0,0,0,719.1492
6.24,-24.07736,2.542631,0,0,0,0,718.8984
6.25,-24.04339,2.537619,0,0,0,0,718.674
6.26,-24.0094,2.532601,0,0,0,0,718.4628
6.27,-23.97542,2.527579,0,0,0,0,718.1724
6.28,-23.94144,2.522555,0,0,0,0,718.014
6.29,-23.90748,2.517531,0,0,0,0,717.7632
6.3,-23.87355,2.512507,0,0,0,0,717.5916
6.31,-23.83964,2.507485,0,0,0,0,717.3408
6.32,-23.80577,2.502467,0,0,0,0,717.2088
6.33,-23.77195,2.497453,0,0,0,0,716.9184
6.34,-23.73818,2.492444,0,0,0,0,716.7468
6.35,-23.70446,2.487442,0,0,0,0,716.4828
6.36,-23.6708,2.482446,0,0,0,0,716.1924
6.37,-23.63719,2.477457,0,0,0,0,716.0604
6.38,-23.60366,2.472477,0,0,0,0,715.8228
6.39,-23.57019,2.467506,0,0,0,0,715.5588
6.4,-23.5368,2.462544,0,0,0,0,715.4136
6.41,-23.50347,2.457591,0,0,0,0,715.2024
6.42,-23.47023,2.452648,0,0,0,0,714.9648
6.43,-23.43706,2.447716,0,0,0,0,714.8196
6.44,-23.40399,2.4428,0,0,0,0,714.516
6.45,-23.37121,2.437929,0,0,0,0,714.2916
6.46,-23.3385,2.43307,0,0,0,0,714.12
6.47,-23.30588,2.428222,0,0,0,0,713.922
6.48,-23.27334,2.423386,0,0,0,0,713.6712
6.49,-23.24089,2.418561,0,0,0,0,713.4732
6.5,-23.20851,2.413748,0,0,0,0,713.2224
6.51,-23.17623,2.408947,0,0,0,0,713.1432
6.52,-23.14403,2.404157,0,0,0,0,712.932
6.53,-23.11191,2.39938,0,0,0,0,712.5756
6.54,-23.07989,2.394616,0,0,0,0,712.5096
6.55,-23.04795,2.389863,0,0,0,0,712.1796
6.56,-23.01609,2.385123,0,0,0,0,711.9948
6.57,-22.98433,2.380395,0,0,0,0,711.8232
6.58,-22.95265,2.37568,0,0,0,0,711.5724
6.59,-22.92106,2.370977,0,0,0,0,711.4404
6.6,-22.88956,2.366286,0,0,0,0,711.2292
6.61,-22.85811,2.361602,0,0,0,0,710.8992
6.62,-22.82675,2.35693,0,0,0,0,710.7012
6.63,-22.79549,2.352272,0,0,0,0,710.5164
6.64,-22.76431,2.347627,0,0,0,0,710.358
6.65,-22.73323,2.342995,0,0,0,0,710.1072
6.66,-22.70223,2.338376,0,0,0,0,709.9488
6.67,-22.67044,2.333608,0,0,0,0,709.7244
6.68,-22.63351,2.327906,0,0,0,0,709.4604
6.69,-22.59727,2.322326,0,0,0,0,709.302
6.7,-22.56168,2.316858,0,0,0,0,709.0644
6.71,-22.53137,2.312346,0,0,0,0,708.8532
6.72,-22.50116,2.307847,0,0,0,0,708.7344
6.73,-22.47103,2.303359,0,0,0,0,708.4044
6.74,-22.44098,2.298885,0,0,0,0,708.18
6.75,-22.41102,2.294422,0,0,0,0,708.0876
6.76,-22.38115,2.289972,0,0,0,0,707.7972
6.77,-22.35136,2.285534,0,0,0,0,707.652
6.78,-22.32166,2.281108,0,0,0,0,707.454
6.79,-22.29204,2.276694,0,0,0,0,707.2296
6.8,-22.2625,2.272293,0,0,0,0,707.0184
6.81,-22.23305,2.267903,0,0,0,0,706.8336
6.82,-22.20368,2.263526,0,0,0,0,706.6884
6.83,-22.1744,2.25916,0,0,0,0,706.398
6.84,-22.1452,2.254806,0,0,0,0,706.2528
6.85,-22.11608,2.250464,0,0,0,0,706.002
6.86,-22.08756,2.246229,0,0,0,0,705.8436
6.87,-22.06019,2.2422,0,0,0,0,705.5928
6.88,-22.03274,2.238155,0,0,0,0,705.4608
6.89,-22.00524,2.234096,0,0,0,0,705.2232
6.9,-21.97785,2.230054,0,0,0,0,705.078
6.91,-21.94936,2.225808,0,0,0,0,704.8272
6.92,-21.92094,2.221573,0,0,0,0,704.6424
6.93,-21.89261,2.217349,0,0,0,0,704.4576
6.94,-21.85997,2.212334,0,0,0,0,704.22
6.95,-21.819,2.205786,0,0,0,0,703.9956
6.96,-21.77934,2.199474,0,0,0,0,703.7976
6.97,-21.74089,2.193378,0,0,0,0,703.56
6.98,-21.70353,2.187478,0,0,0,0,703.3224
6.99,-21.66716,2.181756,0,0,0,0,703.2168
7,-21.63171,2.176198,0,0,0,0,703.032
7.01,-21.60421,2.172097,0,0,0,0,702.8208
7.02,-21.57679,2.168008,0,0,0,0,702.5964
7.03,-21.54944,2.163929,0,0,0,0,702.3984
7.04,-21.52217,2.159861,0,0,0,0,702.2664
7.05,-21.49497,2.155804,0,0,0,0,702.0288
7.06,-21.46785,2.151757,0,0,0,0,701.8836
7.07,-21.44701,2.148866,0,0,0,0,701.6592
7.08,-21.42629,2.145993,0,0,0,0,701.4876
7.09,-21.40503,2.143021,0,0,0,0,701.1708
7.1,-21.38331,2.13996,0,0,0,0,701.0124
7.11,-21.35648,2.135954,0,0,0,0,700.8804
7.12,-21.32972,2.131959,0,0,0,0,700.7088
7.13,-21.30308,2.127981,0,0,0,0,700.3656
7.14,-21.27472,2.123684,0,0,0,0,700.2468
7.15,-21.23652,2.117562,0,0,0,0,700.128
7.16,-21.19954,2.111659,0,0,0,0,699.864
7.17,-21.16365,2.105956,0,0,0,0,699.6264
7.18,-21.12877,2.100435,0,0,0,0,699.402
7.19,-21.09481,2.095079,0,0,0,0,699.27
7.2,-21.06169,2.089875,0,0,0,0,699.0852
7.21,-21.0359,2.086026,0,0,0,0,698.8872
7.22,-21.01017,2.082186,0,0,0,0,698.676
7.23,-20.98452,2.078357,0,0,0,0,698.4912
7.24,-20.95893,2.074537,0,0,0,0,698.3196
7.25,-20.93855,2.071681,0,0,0,0,698.148
7.26,-20.92231,2.069595,0,0,0,0,697.8444
7.27,-20.90527,2.067356,0,0,0,0,697.7388
7.28,-20.88749,2.064979,0,0,0,0,697.5012
7.29,-20.86904,2.062477,0,0,0,0,697.356
7.3,-20.85001,2.059863,0,0,0,0,697.1184
7.31,-20.83044,2.057148,0,0,0,0,696.9996
7.32,-20.81039,2.054341,0,0,0,0,696.8016
7.33,-20.78991,2.051453,0,0,0,0,696.5244
7.34,-20.76906,2.048491,0,0,0,0,696.3528
7.35,-20.74786,2.045464,0,0,0,0,696.2472
7.36,-20.72636,2.042378,0,0,0,0,696.036
7.37,-20.70459,2.039239,0,0,0,0,695.7192
7.38,-20.68269,2.036073,0,0,0,0,695.6268
7.39,-20.66059,2.032866,0,0,0,0,695.442
7.4,-20.6383,2.029623,0,0,0,0,695.1912
7.41,-20.6137,2.025945,0,0,0,0,694.98
7.42,-20.58916,2.022275,0,0,0,0,694.8612
7.43,-20.56469,2.018615,0,0,0,0,694.6104
7.44,-20.54029,2.014964,0,0,0,0,694.5048
7.45,-20.51595,2.011323,0,0,0,0,694.2804
7.46,-20.49167,2.00769,0,0,0,0,694.0164
7.47,-20.46745,2.004066,0,0,0,0,693.9372
7.48,-20.4433,2.000451,0,0,0,0,693.6732
7.49,-20.41921,1.996846,0,0,0,0,693.5016
7.5,-20.39518,1.993249,0,0,0,0,693.4224
7.51,-20.37122,1.989661,0,0,0,0,693.1452
7.52,-20.34872,1.986346,0,0,0,0,692.9604
7.53,-20.32685,1.983145,0,0,0,0,692.8152
7.54,-20.30484,1.979919,0,0,0,0,692.6436
7.55,-20.28273,1.976669,0,0,0,0,692.3796
7.56,-20.26053,1.973399,0,0,0,0,692.1948
7.57,-20.23824,1.970111,0,0,0,0,691.9968
7.58,-20.21589,1.966808,0,0,0,0,691.8648
7.59,-20.19348,1.963492,0,0,0,0,691.6536
7.6,-20.17103,1.960165,0,0,0,0,691.4952
7.61,-20.14855,1.956829,0,0,0,0,691.3368
7.62,-20.12603,1.953485,0,0,0,0,691.152
7.63,-20.10359,1.950151,0,0,0,0,690.888
7.64,-20.08114,1.946815,0,0,0,0,690.69
7.65,-20.0587,1.943475,0,0,0,0,690.5844
7.66,-20.03625,1.940133,0,0,0,0,690.3864
7.67,-20.0138,1.936789,0,0,0,0,690.2148
7.68,-19.99137,1.933444,0,0,0,0,690.0168
7.69,-19.96895,1.9301,0,0,0,0,689.7396
7.7,-19.94655,1.926756,0,0,0,0,689.5944
7.71,-19.92418,1.923413,0,0,0,0,689.4228
7.72,-19.90182,1.920073,0,0,0,0,689.2512
7.73,-19.8795,1.916735,0,0,0,0,689.0796
7.74,-19.85721,1.913401,0,0,0,0,688.8948
7.75,-19.83495,1.91007,0,0,0,0,688.6968
7.76,-19.81272,1.906742,0,0,0,0,688.5516
7.77,-19.79053,1.90342,0,0,0,0,688.3536
7.78,-19.76838,1.900102,0,0,0,0,688.1556
7.79,-19.74627,1.896788,0,0,0,0,687.9708
7.8,-19.7242,1.89348,0,0,0,0,687.7464
7.81,-19.70217,1.890178,0,0,0,0,687.6672
7.82,-19.68019,1.886881,0,0,0,0,687.4956
7.83,-19.65825,1.883589,0,0,0,0,687.2844
7.84,-19.63636,1.880304,0,0,0,0,687.0468
7.85,-19.61451,1.877025,0,0,0,0,686.928
7.86,-19.59271,1.873752,0,0,0,0,686.6772
7.87,-19.57096,1.870486,0,0,0,0,686.5584
7.88,-19.54927,1.867228,0,0,0,0,686.3868
7.89,-19.5277,1.863991,0,0,0,0,686.2284
7.9,-19.50618,1.860761,0,0,0,0,686.0568
7.91,-19.48466,1.857528,0,0,0,0,685.8588
7.92,-19.46319,1.854302,0,0,0,0,685.5948
7.93,-19.42959,1.848747,0,0,0,0,685.5156
7.94,-19.39135,1.842298,0,0,0,0,685.2516
7.95,-19.3548,1.836166,0,0,0,0,685.0668
7.96,-19.31979,1.830323,0,0,0,0,685.0668
7.97,-19.28617,1.824743,0,0,0,0,684.75
7.98,-19.25381,1.819402,0,0,0,0,684.5652
7.99,-19.22261,1.814277,0,0,0,0,684.42
8,-19.19246,1.80935,0,0,0,0,684.1956
8.01,-19.16577,1.805088,0,0,0,0,684.0768
8.02,-19.13972,1.800942,0,0,0,0,683.8656
8.03,-19.11424,1.796903,0,0,0,0,683.694
8.04,-19.08929,1.792962,0,0,0,0,683.496
8.05,-19.06481,1.789111,0,0,0,0,683.3508
8.06,-19.04078,1.78534,0,0,0,0,683.1264
8.07,-19.01714,1.781645,0,0,0,0,683.034
8.08,-18.99388,1.778018,0,0,0,0,682.7964
8.09,-18.97096,1.774453,0,0,0,0,682.6248
8.1,-18.94835,1.770946,0,0,0,0,682.4268
8.11,-18.92829,1.767929,0,0,0,0,682.2684
8.12,-18.90828,1.764919,0,0,0,0,682.1892
8.13,-18.88832,1.761916,0,0,0,0,681.9648
8.14,-18.87991,1.761149,0,0,0,0,681.6744
8.15,-18.87152,1.760384,0,0,0,0,681.5556
8.16,-18.86212,1.759424,0,0,0,0,681.3972
8.17,-18.85177,1.75828,0,0,0,0,681.1992
8.18,-18.84058,1.75697,0,0,0,0,681.054
8.19,-18.82861,1.755509,0,0,0,0,680.8692
8.2,-18.81594,1.753911,0,0,0,0,680.7636
8.21,-18.80265,1.752191,0,0,0,0,680.526
8.22,-18.78879,1.750359,0,0,0,0,680.328
8.23,-18.77442,1.748427,0,0,0,0,680.2224
8.24,-18.7596,1.746404,0,0,0,0,679.9716
8.25,-18.74437,1.7443,0,0,0,0,679.866
8.26,-18.72876,1.742122,0,0,0,0,679.7472
8.27,-18.71283,1.739878,0,0,0,0,679.5228
8.28,-18.6966,1.737575,0,0,0,0,679.3776
8.29,-18.68011,1.735218,0,0,0,0,679.1796
8.3,-18.66338,1.732813,0,0,0,0,678.9948
8.31,-18.64402,1.729891,0,0,0,0,678.8892
8.32,-18.6247,1.726975,0,0,0,0,678.5856
8.33,-18.60394,1.723776,0,0,0,0,678.6252
8.34,-18.57183,1.718352,0,0,0,0,678.3348
8.35,-18.54101,1.713174,0,0,0,0,678.1764
8.36,-18.51136,1.708222,0,0,0,0,677.9652
8.37,-18.48277,1.703474,0,0,0,0,677.7672
8.38,-18.45516,1.698912,0,0,0,0,677.5692
8.39,-18.42843,1.694519,0,0,0,0,677.5296
8.4,-18.4025,1.69028,0,0,0,0,677.2392
8.41,-18.3838,1.687456,0,0,0,0,677.1072
8.42,-18.36516,1.684642,0,0,0,0,676.962
8.43,-18.34662,1.681844,0,0,0,0,676.7508
8.44,-18.32812,1.679052,0,0,0,0,676.6452
8.45,-18.30966,1.676267,0,0,0,0,676.4604
8.46,-18.29125,1.673487,0,0,0,0,676.2624
8.47,-18.27288,1.670714,0,0,0,0,676.1436
8.48,-18.25455,1.667947,0,0,0,0,675.9192
8.49,-18.23627,1.665186,0,0,0,0,675.7608
8.5,-18.21803,1.662431,0,0,0,0,675.6552
8.51,-18.19984,1.659682,0,0,0,0,675.4704
8.52,-18.18168,1.656939,0,0,0,0,675.312
8.53,-18.16501,1.654486,0,0,0,0,675.18
8.54,-18.15524,1.653396,0,0,0,0,674.982
8.55,-18.14473,1.652157,0,0,0,0,674.784
8.56,-18.13353,1.650784,0,0,0,0,674.6388
8.57,-18.12173,1.649289,0,0,0,0,674.4936
8.58,-18.10938,1.647683,0,0,0,0,674.2164
8.59,-18.09653,1.645978,0,0,0,0,674.124
8.6,-18.08323,1.644183,0,0,0,0,673.9128
8.61,-18.06532,1.641471,0,0,0,0,673.8204
8.62,-18.04745,1.638765,0,0,0,0,673.6752
8.63,-18.02962,1.636065,0,0,0,0,673.5168
8.64,-18.01184,1.63337,0,0,0,0,673.266
8.65,-17.9941,1.630682,0,0,0,0,673.1208
8.66,-17.97639,1.628,0,0,0,0,673.0284
8.67,-17.95873,1.625323,0,0,0,0,672.8172
8.68,-17.94111,1.622652,0,0,0,0,672.6324
8.69,-17.92353,1.619987,0,0,0,0,672.474
8.7,-17.906,1.617328,0,0,0,0,672.3288
8.71,-17.88856,1.614685,0,0,0,0,672.1968
8.72,-17.87116,1.612049,0,0,0,0,671.9724
8.73,-17.8538,1.609418,0,0,0,0,671.8008
8.74,-17.83648,1.606792,0,0,0,0,671.6688
8.75,-17.81621,1.603575,0,0,0,0,671.5104
8.76,-17.79572,1.600311,0,0,0,0,671.3388
8.77,-17.77558,1.597114,0,0,0,0,671.2068
8.78,-17.75577,1.593978,0,0,0,0,671.1276
8.79,-17.73625,1.590899,0,0,0,0,670.9032
8.8,-17.717,1.587872,0,0,0,0,670.6392
8.81,-17.65355,1.575981,0,0,0,0,670.5204
8.82,-17.5947,1.565001,0,0,0,0,670.296
8.83,-17.54,1.554843,0,0,0,0,670.1772
8.84,-17.4887,1.545357,0,0,0,0,670.098
8.85,-17.44074,1.536531,0,0,0,0,669.966
8.86,-17.39588,1.528321,0,0,0,0,669.834
8.87,-17.35385,1.52067,0,0,0,0,669.5304
8.88,-17.31437,1.513525,0,0,0,0,669.4512
8.89,-17.27719,1.506837,0,0,0,0,669.2268
8.9,-17.24211,1.500565,0,0,0,0,669.1476
8.91,-17.22639,1.498187,0,0,0,0,668.976
8.92,-17.21071,1.495814,0,0,0,0,668.7516
8.93,-17.19505,1.493445,0,0,0,0,668.514
8.94,-17.18991,1.493196,0,0,0,0,668.448
8.95,-17.18415,1.492821,0,0,0,0,668.2368
8.96,-17.17748,1.492263,0,0,0,0,668.0916
8.97,-17.17,1.491541,0,0,0,0,667.9596
8.98,-17.16178,1.490669,0,0,0,0,667.7484
8.99,-17.1529,1.489662,0,0,0,0,667.7352
9,-17.14346,1.488541,0,0,0,0,667.4844
9.01,-17.15549,1.491768,0,0,0,0,667.3128
9.02,-17.16496,1.494481,0,0,0,0,667.1808
9.03,-17.17211,1.496727,0,0,0,0,666.9564
9.04,-17.17715,1.498547,0,0,0,0,666.9168
9.05,-17.18028,1.499981,0,0,0,0,666.6924
9.06,-17.18144,1.501017,0,0,0,0,666.5736
9.07,-17.18104,1.501738,0,0,0,0,666.3888
9.08,-17.17923,1.502173,0,0,0,0,666.1776
9.09,-17.17614,1.502349,0,0,0,0,666.0456
9.1,-17.17189,1.502289,0,0,0,0,665.94
9.11,-17.1666,1.502016,0,0,0,0,665.808
9.12,-17.16035,1.501548,0,0,0,0,665.6364
9.13,-17.15324,1.500905,0,0,0,0,665.4912
9.14,-17.14535,1.500103,0,0,0,0,665.2668
9.15,-17.13675,1.499157,0,0,0,0,665.214
9.16,-17.12752,1.49808,0,0,0,0,665.0952
9.17,-17.11772,1.496885,0,0,0,0,664.8972
9.18,-17.1074,1.495583,0,0,0,0,664.62
9.19,-17.09661,1.494184,0,0,0,0,664.554
9.2,-17.0854,1.492698,0,0,0,0,664.3956
9.21,-17.06987,1.490327,0,0,0,0,664.1976
9.22,-17.03096,1.483161,0,0,0,0,664.0656
9.23,-16.98913,1.475393,0,0,0,0,663.8808
9.24,-16.94991,1.46815,0,0,0,0,663.7752
9.25,-16.91305,1.461384,0,0,0,0,663.6168
9.26,-16.87832,1.455049,0,0,0,0,663.4848
9.27,-16.84553,1.449104,0,0,0,0,663.3
9.28,-16.81431,1.443478,0,0,0,0,663.1548
9.29,-16.78467,1.438169,0,0,0,0,663.0096
9.3,-16.75653,1.433164,0,0,0,0,662.8248
9.31,-16.74189,1.430933,0,0,0,0,662.6136
9.32,-16.72729,1.428707,0,0,0,0,662.5608
9.33,-16.71271,1.426485,0,0,0,0,662.376
9.34,-16.69817,1.424268,0,0,0,0,662.244
9.35,-16.68366,1.422055,0,0,0,0,662.112
9.36,-16.66917,1.419846,0,0,0,0,661.9008
9.37,-16.65473,1.417642,0,0,0,0,661.7292
9.38,-16.64175,1.415741,0,0,0,0,661.5312
9.39,-16.63039,1.414171,0,0,0,0,661.4388
9.4,-16.61878,1.412547,0,0,0,0,661.3728
9.41,-16.62328,1.414259,0,0,0,0,661.1748
9.42,-16.626,1.415603,0,0,0,0,661.056
9.43,-16.62696,1.416585,0,0,0,0,660.9372
9.44,-16.6265,1.417272,0,0,0,0,660.6996
9.45,-16.62475,1.417694,0,0,0,0,660.6072
9.46,-16.62184,1.417874,0,0,0,0,660.5016
9.47,-16.61786,1.417834,0,0,0,0,660.2112
9.48,-16.61292,1.417595,0,0,0,0,660.0792
9.49,-16.60711,1.417176,0,0,0,0,659.9604
9.5,-16.60052,1.416593,0,0,0,0,659.8284
9.51,-16.59322,1.415861,0,0,0,0,659.6304
9.52,-16.58527,1.414995,0,0,0,0,659.4984
9.53,-16.57674,1.414007,0,0,0,0,659.274
9.54,-16.56769,1.412909,0,0,0,0,659.1552
9.55,-16.55816,1.411711,0,0,0,0,659.0892
9.56,-16.54821,1.410423,0,0,0,0,658.9968
9.57,-16.53787,1.409053,0,0,0,0,658.7592
9.58,-16.52718,1.40761,0,0,0,0,658.7196
9.59,-16.51619,1.4061,0,0,0,0,658.4688
9.6,-16.50493,1.404535,0,0,0,0,658.2972
9.61,-16.49075,1.402357,0,0,0,0,658.2312
9.62,-16.47661,1.400184,0,0,0,0,657.9936
9.63,-16.4625,1.398014,0,0,0,0,657.9936
9.64,-16.44261,1.394632,0,0,0,0,657.7164
9.65,-16.42063,1.390809,0,0,0,0,657.5976
9.66,-16.39945,1.387148,0,0,0,0,657.4524
9.67,-16.37899,1.383635,0,0,0,0,657.2544
9.68,-16.35919,1.380256,0,0,0,0,657.2016
9.69,-16.33999,1.377,0,0,0,0,657.0036
9.7,-16.32133,1.373854,0,0,0,0,656.964
9.71,-16.30758,1.371739,0,0,0,0,656.6736
9.72,-16.29386,1.369628,0,0,0,0,656.5812
9.73,-16.28016,1.367521,0,0,0,0,656.3832
9.74,-16.2665,1.365418,0,0,0,0,656.2512
9.75,-16.25287,1.36332,0,0,0,0,656.1324
9.76,-16.23926,1.361225,0,0,0,0,655.9872
9.77,-16.22569,1.359134,0,0,0,0,655.8156
9.78,-16.21214,1.357047,0,0,0,0,655.7232
9.79,-16.19862,1.354964,0,0,0,0,655.6836
9.8,-16.18514,1.352886,0,0,0,0,655.4064
9.81,-16.1551,1.347301,0,0,0,0,655.2744
9.82,-16.11358,1.339279,0,0,0,0,655.0632
9.83,-16.07484,1.331836,0,0,0,0,655.0368
9.84,-16.03853,1.324901,0,0,0,0,654.8124
9.85,-16.00427,1.318393,0,0,0,0,654.654
9.86,-15.9721,1.312319,0,0,0,0,654.4956
9.87,-15.9418,1.306639,0,0,0,0,654.456
9.88,-15.91321,1.301316,0,0,0,0,654.2844
9.89,-15.88617,1.296316,0,0,0,0,654.0336
9.9,-15.86054,1.291609,0,0,0,0,654.06
9.91,-15.8479,1.289664,0,0,0,0,653.8224
9.92,-15.85338,1.291579,0,0,0,0,653.664
9.93,-15.86276,1.294327,0,0,0,0,653.532
9.94,-15.87011,1.296644,0,0,0,0,653.4264
9.95,-15.87559,1.298567,0,0,0,0,653.2416
9.96,-15.87939,1.300134,0,0,0,0,653.1492
9.97,-15.88159,1.301358,0,0,0,0,653.0304
9.98,-15.88228,1.302264,0,0,0,0,652.872
9.99,-15.88174,1.302906,0,0,0,0,652.7268
10,-15.88006,1.303307,0,0,0,0,652.5816
10.01,-15.86731,1.301337,0,0,0,0,652.4496
10.02,-15.84291,1.296868,0,0,0,0,652.212
10.03,-15.8114,1.290869,0,0,0,0,652.1328
10.04,-15.78166,1.285245,0,0,0,0,651.9876
10.05,-15.75347,1.279945,0,0,0,0,651.9216
10.06,-15.72682,1.274971,0,0,0,0,651.6444
10.07,-15.70156,1.270291,0,0,0,0,651.5784
10.08,-15.67757,1.265878,0,0,0,0,651.42
10.09,-15.65473,1.261708,0,0,0,0,651.3144
10.1,-15.63294,1.257758,0,0,0,0,651.1956
10.11,-15.62078,1.255881,0,0,0,0,651.0636
10.12,-15.62242,1.256974,0,0,0,0,650.8524
10.13,-15.62986,1.25932,0,0,0,0,650.7204
10.14,-15.63548,1.261277,0,0,0,0,650.562
10.15,-15.63945,1.262881,0,0,0,0,650.5092
10.16,-15.64188,1.264153,0,0,0,0,650.3244
10.17,-15.6428,1.265103,0,0,0,0,650.1528
10.18,-15.64251,1.26579,0,0,0,0,650.1396
10.19,-15.64111,1.266238,0,0,0,0,649.902
10.2,-15.63871,1.266471,0,0,0,0,649.77
10.21,-15.62645,1.264568,0,0,0,0,649.6116
10.22,-15.61422,1.262669,0,0,0,0,649.4796
10.23,-15.59193,1.258584,0,0,0,0,649.3872
10.24,-15.56864,1.254278,0,0,0,0,649.1628
10.25,-15.54645,1.250208,0,0,0,0,649.1364
10.26,-15.52527,1.24635,0,0,0,0,648.978
10.27,-15.50498,1.242683,0,0,0,0,648.78
10.28,-15.48542,1.23917,0,0,0,0,648.6744
10.29,-15.46662,1.235819,0,0,0,0,648.5028
10.3,-15.44851,1.232615,0,0,0,0,648.45
10.31,-15.43673,1.230786,0,0,0,0,648.2916
10.32,-15.42872,1.229779,0,0,0,0,648.1068
10.33,-15.43173,1.231176,0,0,0,0,647.988
10.34,-15.43323,1.232245,0,0,0,0,647.9088
10.35,-15.43347,1.233039,0,0,0,0,647.7108
10.36,-15.43259,1.233591,0,0,0,0,647.5788
10.37,-15.4307,1.233923,0,0,0,0,647.4336
10.38,-15.4279,1.234055,0,0,0,0,647.262
10.39,-15.42427,1.234006,0,0,0,0,647.1696
10.4,-15.41988,1.233793,0,0,0,0,647.1168
10.41,-15.41482,1.23343,0,0,0,0,646.8396
10.42,-15.40914,1.232933,0,0,0,0,646.8132
10.43,-15.40291,1.232313,0,0,0,0,646.6944
10.44,-15.39617,1.231581,0,0,0,0,646.4436
10.45,-15.38898,1.230749,0,0,0,0,646.404
10.46,-15.38138,1.229826,0,0,0,0,646.206
10.47,-15.3734,1.228821,0,0,0,0,646.14
10.48,-15.3651,1.227741,0,0,0,0,645.942
10.49,-15.35649,1.226593,0,0,0,0,645.8628
10.5,-15.34761,1.225385,0,0,0,0,645.7308
10.51,-15.33593,1.223558,0,0,0,0,645.5988
10.52,-15.32428,1.221735,0,0,0,0,645.3744
10.53,-15.31265,1.219915,0,0,0,0,645.2556
10.54,-15.30033,1.21794,0,0,0,0,645.2292
10.55,-15.28295,1.214843,0,0,0,0,645.0312
10.56,-15.26615,1.211871,0,0,0,0,644.8068
10.57,-15.2499,1.209018,0,0,0,0,644.7408
10.58,-15.23414,1.20627,0,0,0,0,644.6352
10.59,-15.21881,1.203615,0,0,0,0,644.4636
10.6,-15.20388,1.201046,0,0,0,0,644.4372
10.61,-15.19255,1.199271,0,0,0,0,644.2524
10.62,-15.18124,1.1975,0,0,0,0,644.1072
10.63,-15.16995,1.195732,0,0,0,0,643.9752
10.64,-15.15868,1.193967,0,0,0,0,643.7904
10.65,-15.15077,1.192946,0,0,0,0,643.7376
10.66,-15.14424,1.192231,0,0,0,0,643.566
10.67,-15.13728,1.191422,0,0,0,0,643.4736
10.68,-15.12994,1.190526,0,0,0,0,643.368
10.69,-15.12225,1.189552,0,0,0,0,643.1436
10.7,-15.11425,1.188507,0,0,0,0,643.0776
10.71,-15.10597,1.187399,0,0,0,0,642.9192
10.72,-15.09744,1.186233,0,0,0,0,642.774
10.73,-15.08868,1.185014,0,0,0,0,642.7212
10.74,-15.07971,1.183749,0,0,0,0,642.5892
10.75,-15.07056,1.182441,0,0,0,0,642.4176
10.76,-15.06125,1.181095,0,0,0,0,642.246
10.77,-15.05179,1.179715,0,0,0,0,642.1008
10.78,-15.0422,1.178303,0,0,0,0,641.9952
10.79,-15.03249,1.176863,0,0,0,0,641.9028
10.8,-15.02267,1.175399,0,0,0,0,641.8236
10.81,-15.01276,1.173912,0,0,0,0,641.6784
10.82,-15.00277,1.172405,0,0,0,0,641.4276
10.83,-14.99271,1.170879,0,0,0,0,641.3616
10.84,-14.98258,1.169338,0,0,0,0,641.2428
10.85,-14.9724,1.167782,0,0,0,0,641.1768
10.86,-14.96217,1.166214,0,0,0,0,640.9392
10.87,-14.9519,1.164634,0,0,0,0,640.8864
10.88,-14.94158,1.163044,0,0,0,0,640.794
10.89,-14.93124,1.161446,0,0,0,0,640.5564
10.9,-14.92088,1.159841,0,0,0,0,640.5036
10.91,-14.9101,1.15814,0,0,0,0,640.3848
10.92,-14.89935,1.156442,0,0,0,0,640.2132
10.93,-14.88861,1.154748,0,0,0,0,640.0548
10.94,-14.8779,1.153056,0,0,0,0,639.9624
