# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.002,-0.0000078,-0.0078298,-3.914718,0.0078489,3.9242774,-0.0000005,0,0.0000005,180,0.0005475,0.2737438,33,-107,9.7913953,86.0667232,0,0,0,29659.2887309,8106.2636492,20.1875746,0.1117395,NaN,171.0991212,NaN,0.0200749,1161013.9774336,173.3072857,0.0001577,0.4288339,0.0003347,0.345364,0.0130047,0.0704652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001,15.748,194.778355,86,0,6.7240435,5.9780001,857.4736005,334.921568,0.002,0.0331665
0.004,0.0000155,0.0154877,7.7443803,0.0155256,7.7632913,0.0000011,0,0.0000011,0,0.001083,0.5415398,33,-107,9.7913953,85.8682622,0,0,0,29657.5523801,8104.5272983,20.1864208,0.1117375,NaN,171.094501,NaN,0.0201121,1163168.7973137,519.9218571,0.000183,0.4287084,0.000387,0.3452388,0.0130043,0.0704653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000019,15.748,194.778355,86,0,6.7348784,5.9779999,857.473598,334.9215679,0.002,0.0404566
0.006,0.0000853,0.0542957,19.404843,0.0544283,19.4522276,0.000006,0,0.000006,0,0.0037967,1.3569188,33,-107,9.7913953,85.5391001,0,0,0,29655.8160293,8102.7909475,20.1852669,0.1117354,NaN,171.0898802,NaN,0.0201532,1165543.0082052,866.5364286,0.0002304,0.4285704,0.0004852,0.3451012,0.0130038,0.0704654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000067,15.748,194.778355,86,0,6.7457134,5.9779994,857.4735906,334.9215677,0.002,0.0464354
0.008,0.000256,0.1164267,31.0666692,0.116711,31.1425309,0.0000179,0,0.0000179,0,0.0081413,2.1723931,33,-107,9.7913953,85.0139831,0,0,0,29654.0796785,8101.0545967,20.1841129,0.1117333,NaN,171.0852588,NaN,0.0202008,1168299.4829829,1213.151,0.0003213,0.4284107,0.0006735,0.3449419,0.0130033,0.0704656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000143,15.748,194.778355,86,0,6.7565483,5.9779983,857.4735724,334.921567,0.002,0.0528549
0.01,0.0005743,0.2018833,42.7298586,0.2023763,42.8342006,0.0000402,0,0.0000402,0,0.0141171,2.9879628,33,-107,9.7913953,84.2948246,0,0,0,29652.3433276,8099.3182458,20.1829588,0.1117312,NaN,171.080637,NaN,0.020257,1171548.1074563,1559.7655714,0.00048,0.4282231,0.0010006,0.3447548,0.0130026,0.0704658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000248,15.748,194.778355,86,0,6.7673832,5.9779963,857.4735386,334.9215657,0.002,0.0593657
0.012,0.0010869,0.3106684,54.39441,0.311427,54.5272356,0.000076,0,0.000076,0,0.0217241,3.8036277,33,-107,9.7913953,83.3841514,0,0,0,29650.6069768,8097.581895,20.1818045,0.1117291,NaN,171.0760145,NaN,0.0203243,1175438.64694,1906.3801429,0.0007457,0.4279993,0.0015441,0.3445316,0.0130018,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000381,15.748,194.778355,86,0,6.7782182,5.9779929,857.473484,334.9215637,0.002,0.0654348
0.014,0.0018403,0.4427846,66.0603217,0.4438659,66.2216342,0.0001287,0,0.0001287,0,0.0309625,4.6193877,33,-107,9.7913953,82.2853261,0,0,0,29648.870626,8095.8455442,20.1806501,0.111727,NaN,171.0713916,NaN,0.0204059,1180159.468487,2252.9947143,0.0011767,0.4277291,0.0024171,0.344262,0.0130009,0.0704662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000543,15.748,194.778355,86,0,6.7890531,5.977988,857.4734039,334.9215608,0.002,0.0706816
0.016,0.0028813,0.5982347,77.727591,0.5996955,77.9173939,0.0002015,0,0.0002015,0,0.0418326,5.4352426,33,-107,9.7913953,81.0028115,0,0,0,29647.1342751,8094.1091934,20.1794956,0.1117249,NaN,171.0667681,NaN,0.0205058,1185935.7237043,2599.6092857,0.0018564,0.4274003,0.0037763,0.343934,0.0129998,0.0704665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000734,15.748,194.778355,86,0,6.799888,5.9779813,857.4732931,334.9215567,0.002,0.0746981
0.018,0.0042566,0.7770214,89.3962145,0.7789188,89.614511,0.0002976,0,0.0002976,0,0.0543346,6.2511923,33,-107,9.7913953,79.5424606,0,0,0,29645.3979243,8092.3728425,20.1783409,0.1117229,NaN,171.062144,NaN,0.0206284,1193026.8224678,2946.2238571,0.0028985,0.4269995,0.0058262,0.3435342,0.0129984,0.0704669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000954,15.748,194.778355,86,0,6.810723,5.9779723,857.4731469,334.9215512,0.002,0.0786544
0.02,0.0060127,0.9791473,101.0661874,0.9815383,101.3129807,0.0004205,0,0.0004205,0,0.0684686,7.0672363,33,-107,9.7913953,77.911808,0,0,0,29643.6615735,8090.6364917,20.1771862,0.1117208,NaN,171.0575194,NaN,0.0207788,1201723.029629,3292.8384286,0.0044519,0.4265122,0.0088198,0.3430481,0.0129967,0.0704674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001202,15.748,194.778355,86,0,6.8215579,5.9779609,857.4729601,334.9215443,0.002,0.0838534
0.022,0.0081934,1.2015323,111.1987357,1.2044663,111.4702717,0.0005729,0,0.0005729,0,0.0840193,7.7757731,33,-107,9.7913953,76.1448317,0,0,0,29641.1236747,8088.0985929,20.1754981,0.1117177,NaN,171.050759,NaN,0.0209601,1212213.0961103,3593.6323661,0.0066705,0.4259305,0.0129873,0.3424677,0.0129948,0.070468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001475,15.748,194.778355,86,0,6.8323928,5.9779467,857.4727281,334.9215357,0.002,0.0880473
0.024,0.0108206,1.4256847,112.0830145,1.4291661,112.3567098,0.0007567,0,0.0007567,0,0.0996936,7.8376079,33,-107,9.7913953,74.3959801,0,0,0,29637.7842279,8084.7591461,20.1732764,0.1117137,NaN,171.0418617,NaN,0.0211625,1223917.9849528,3619.5025,0.0094958,0.4252889,0.0181361,0.3418277,0.0129926,0.0704686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000175,15.748,194.778355,86,0,6.8432278,5.9779297,857.4724486,334.9215254,0.002,0.0910153
0.026,0.0138948,1.6485213,111.4250434,1.6525468,111.697132,0.0009716,0,0.0009716,0,0.1152758,7.7915981,33,-107,9.7913953,72.6919069,0,0,0,29634.4447812,8081.4196994,20.1710543,0.1117097,NaN,171.0329624,NaN,0.0213831,1236673.0694495,3599.552,0.0129336,0.4245989,0.0241951,0.3411393,0.0129903,0.0704693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002023,15.748,194.778355,86,0,6.8540627,5.9779097,857.4721216,334.9215133,0.002,0.0940487
0.028,0.0174134,1.8700417,110.7669026,1.8746081,111.037384,0.0012177,0,0.0012177,0,0.1307661,7.7455764,33,-107,9.7913953,71.0339398,0,0,0,29631.1053344,8078.0802526,20.1688318,0.1117057,NaN,171.024061,NaN,0.0216209,1250425.0826929,3579.6015,0.0170084,0.4238651,0.031122,0.3404072,0.0129878,0.0704701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002295,15.748,194.778355,86,0,6.8648977,5.9778868,857.4717474,334.9214994,0.002,0.0985267
0.03,0.0213737,2.0902455,110.1085913,2.0953497,110.3774653,0.0014946,0,0.0014946,0,0.1461642,7.6995428,33,-107,9.7913953,69.4230295,0,0,0,29627.7658876,8074.7408059,20.1666087,0.1117017,NaN,171.0151577,NaN,0.021875,1265120.7030144,3559.651,0.0217377,0.4230925,0.0388568,0.3396362,0.0129853,0.070471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002566,15.748,194.778355,86,0,6.8757326,5.9778611,857.4713261,334.9214838,0.002,0.1036406
0.032,0.025773,2.3091325,109.4501093,2.3147711,109.7173753,0.0018022,0,0.0018022,0,0.1614703,7.6534972,33,-107,9.7913953,67.8597704,0,0,0,29624.4264409,8071.4013591,20.1643852,0.1116977,NaN,171.0062523,NaN,0.0221445,1280707.0037597,3539.7005,0.0271323,0.4222856,0.0473264,0.3388311,0.0129826,0.0704719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002834,15.748,194.778355,86,0,6.8865675,5.9778325,857.4708581,334.9214665,0.002,0.1079269
0.034,0.0306089,2.5267022,108.7914562,2.5328722,109.0571139,0.0021404,0,0.0021404,0,0.1766842,7.6074397,33,-107,9.7913953,66.3444326,0,0,0,29621.0869941,8068.0619123,20.1621612,0.1116937,NaN,170.997345,NaN,0.0224285,1297131.8053376,3519.75,0.0331975,0.4214489,0.0564488,0.3379962,0.0129799,0.0704728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003101,15.748,194.778355,86,0,6.8974025,5.977801,857.4703437,334.9214474,0.002,0.1127427
0.036,0.0358785,2.7429544,108.1326321,2.7496525,108.3966809,0.0025089,0,0.0025089,0,0.1918061,7.5613702,33,-107,9.7913952,64.8769953,0,0,0,29617.7475473,8064.7224656,20.1599367,0.1116897,NaN,170.9884356,NaN,0.0227261,1314343.9744455,3499.7995,0.0399341,0.4205868,0.0661367,0.3371358,0.0129771,0.0704739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003367,15.748,194.778355,86,0,6.9082374,5.9777668,857.4697832,334.9214267,0.002,0.1179838
0.038,0.0415794,2.9578888,107.4736368,2.9651116,107.7360765,0.0029075,0,0.0029075,0,0.2068357,7.5152888,33,-107,9.7913952,63.4571814,0,0,0,29614.4081006,8061.3830188,20.1577118,0.1116857,NaN,170.9795242,NaN,0.0230365,1332293.6719144,3479.849,0.0473385,0.4197031,0.0763012,0.3362538,0.0129743,0.0704749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000363,15.748,194.778355,86,0,6.9190723,5.9777297,857.4691768,334.9214042,0.002,0.1221869
0.04,0.0477088,3.1715048,106.8144707,3.1792493,107.0753008,0.0033361,0,0.0033361,0,0.2217732,7.4691954,33,-107,9.7913952,62.084491,0,0,0,29611.0686538,8058.043572,20.1554864,0.1116817,NaN,170.9706109,NaN,0.0233588,1350932.5519273,3459.8985,0.0554038,0.4188016,0.0868539,0.3353541,0.0129714,0.0704761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003893,15.748,194.778355,86,0,6.9299073,5.9776899,857.4685248,334.9213801,0.002,0.1262161
0.042,0.0542641,3.3838023,106.155134,3.3920652,106.414354,0.0037945,0,0.0037945,0,0.2366185,7.4230901,33,-107,9.7913952,60.7582336,0,0,0,29607.7292071,8054.7041253,20.1532605,0.1116776,NaN,170.9616955,NaN,0.0236922,1370213.9163046,3439.948,0.0641202,0.4178858,0.0977091,0.33444,0.0129686,0.0704773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004153,15.748,194.778355,86,0,6.9407422,5.9776473,857.4678275,334.9213543,0.002,0.1297917
0.044,0.0612426,3.5947809,105.495627,3.603559,105.7532366,0.0042825,0,0.0042825,0,0.2513716,7.3769729,33,-107,9.7913952,59.477559,0,0,0,29604.3897603,8051.3646785,20.1510342,0.1116736,NaN,170.9527781,NaN,0.0240359,1390092.828136,3419.9975,0.0734755,0.416959,0.1087856,0.3335147,0.0129657,0.0704785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004412,15.748,194.778355,86,0,6.9515772,5.9776019,857.4670852,334.9213268,0.002,0.1335774
0.046,0.0686419,3.8044402,104.8359502,3.8137303,105.0919489,0.0047999,0,0.0047999,0,0.2660324,7.3308438,33,-106.9999999,9.7913951,58.2414856,0,0,0,29601.0503135,8048.0252318,20.1488074,0.1116696,NaN,170.9438587,NaN,0.0243893,1410526.1893473,3400.047,0.0834556,0.4160239,0.1200077,0.3325812,0.0129628,0.0704798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004669,15.748,194.778355,86,0,6.9624121,5.9775538,857.4662981,334.9212976,0.002,0.1364163
0.048,0.0764591,4.01278,104.176104,4.0225788,104.4304915,0.0053465,0,0.0053465,0,0.2806009,7.2847028,33,-106.9999999,9.7913951,57.0489261,0,0,0,29597.7108668,8044.685785,20.1465801,0.1116656,NaN,170.9349372,NaN,0.0247515,1431472.786853,3380.0965,0.0940446,0.4150834,0.1313057,0.3316422,0.01296,0.0704812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004925,15.748,194.778355,86,0,6.973247,5.977503,857.4654666,334.9212668,0.002,0.1390343
0.05,0.0846918,4.2199516,103.5917878,4.2302563,103.8447484,0.0059222,0,0.0059222,0,0.2950878,7.2438435,33,-106.9999999,9.7913951,55.8978518,0,0,0,29594.4521806,8041.4270988,20.1444062,0.1116617,NaN,170.9262296,NaN,0.0251221,1452908.0643658,3362.4009133,0.1052341,0.4141392,0.1426251,0.3306994,0.0129572,0.0704826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005179,15.748,194.778355,86,0,6.984082,5.9774495,857.4645909,334.9212344,0.002,0.1414851
0.052,0.0933386,4.4268661,103.4631101,4.4376761,103.7157565,0.0065269,0,0.0065269,0,0.3095566,7.2348454,33,-106.9999999,9.7913951,54.7558639,0,0,0,29591.2742549,8038.2491732,20.1422858,0.1116579,NaN,170.9177359,NaN,0.0254829,1473773.4453295,3358.2348065,0.1171103,0.4132372,0.1542585,0.3297986,0.0129546,0.070484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005433,15.748,194.778355,86,0,6.9873767,5.9773933,857.4636711,334.9212003,0.002,0.144749
0.054,0.1023992,4.6336752,103.4104075,4.6449902,103.6629252,0.0071604,0,0.0071604,0,0.3240181,7.2311601,33,-106.9999999,9.791395,53.6467512,0,0,0,29588.0963293,8035.0712475,20.1401649,0.1116541,NaN,170.9092405,NaN,0.0258534,1495196.9435399,3356.3236129,0.1296329,0.4123281,0.1658952,0.3288907,0.0129519,0.0704854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005687,15.748,194.778355,86,0,6.9906714,5.9773344,857.4627073,334.9211646,0.002,0.1480872
0.056,0.1118732,4.8403788,103.3576721,4.8521986,103.610061,0.0078229,0,0.0078229,0,0.3384723,7.2274725,33,-106.9999999,9.791395,52.5699122,0,0,0,29584.9184036,8031.8933219,20.1380436,0.1116503,NaN,170.9007432,NaN,0.0262331,1517153.5987254,3354.4124194,0.1427936,0.4114136,0.1774863,0.3279773,0.0129493,0.070487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005941,15.748,194.778355,86,0,6.9939662,5.9772728,857.4616995,334.9211273,0.002,0.1511375
0.058,0.1217606,5.046977,103.3049041,5.0593012,103.5571641,0.0085143,0,0.0085143,0,0.352919,7.2237826,33,-106.9999999,9.791395,51.5246881,0,0,0,29581.740478,8028.7153962,20.1359219,0.1116464,NaN,170.892244,NaN,0.0266215,1539619.3116425,3352.5012258,0.1565834,0.4104955,0.1889878,0.3270602,0.0129467,0.0704885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006195,15.748,194.778355,86,0,6.9972609,5.9772086,857.4606478,334.9210884,0.002,0.1537216
0.06,0.132061,5.2534695,103.2521039,5.266298,103.504235,0.0092346,0,0.0092346,0,0.3673584,7.2200904,33,-106.9999999,9.791395,50.5103737,0,0,0,29578.5625524,8025.5374706,20.1337998,0.1116426,NaN,170.8837431,NaN,0.0270184,1562570.8547371,3350.5900323,0.1709925,0.4095752,0.2003605,0.3261408,0.0129442,0.0704901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006448,15.748,194.778355,86,0,7.0005557,5.9771416,857.4595521,334.9210478,0.002,0.1562572
0.062,0.1427743,5.4598565,103.1992717,5.4731889,103.4512738,0.0099838,0,0.0099838,0,0.3817904,7.2163961,33,-106.9999999,9.7913949,49.5262275,0,0,0,29575.3846267,8022.3595449,20.1316772,0.1116388,NaN,170.8752403,NaN,0.0274233,1585985.8833414,3348.6788387,0.1860108,0.4086541,0.2115698,0.3252206,0.0129417,0.0704918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006701,15.748,194.778355,86,0,7.0038504,5.977072,857.4584125,334.9210056,0.002,0.1586584
0.064,0.1539003,5.6661377,103.1464081,5.6799738,103.3982811,0.0107618,0,0.0107618,0,0.3962149,7.2126995,33,-106.9999999,9.7913949,48.5714801,0,0,0,29572.2067011,8019.1816193,20.1295542,0.111635,NaN,170.8667357,NaN,0.0278359,1609842.9387001,3346.7676452,0.2016277,0.4077335,0.2225856,0.3243007,0.0129392,0.0704936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006955,15.748,194.778355,86,0,7.0071451,5.9769996,857.4572291,334.9209618,0.002,0.1624521
0.066,0.1654388,5.8723131,103.0935132,5.8866527,103.3452571,0.0115686,0,0.0115686,0,0.4106321,7.2090007,33,-106.9999999,9.7913949,47.6453419,0,0,0,29569.0287754,8016.0036937,20.1274308,0.1116312,NaN,170.8582292,NaN,0.0282557,1634121.44403,3344.8564516,0.2178325,0.4068146,0.2333821,0.3233824,0.0129368,0.0704954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007208,15.748,194.778355,86,0,7.0104399,5.9769246,857.4560017,334.9209163,0.002,0.1654611
0.068,0.1773894,6.0783828,103.0405876,6.0932256,103.2922022,0.0124043,0,0.0124043,0,0.4250419,7.2052998,33,-106.9999999,9.7913948,46.7470098,0,0,0,29565.8508498,8012.825768,20.1253069,0.1116274,NaN,170.8497209,NaN,0.0286825,1658801.6947247,3342.9452581,0.2346141,0.4058983,0.2439373,0.3224666,0.0129345,0.0704972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000746,15.748,194.778355,86,0,7.0137346,5.976847,857.4547305,334.9208693,0.002,0.1681767
0.07,0.1897522,6.2843465,102.9876314,6.2996922,103.2391167,0.0132688,0,0.0132688,0,0.4394443,7.2015967,33,-106.9999999,9.7913948,45.8756737,0,0,0,29562.6729241,8009.6478424,20.1231827,0.1116236,NaN,170.8412108,NaN,0.0291159,1683864.8437106,3341.0340645,0.2519613,0.4049856,0.2542332,0.3215543,0.0129322,0.0704991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007713,15.748,194.778355,86,0,7.0170294,5.9767666,857.4534154,334.9208206,0.002,0.1704821
0.072,0.2025267,6.4902043,102.9346452,6.5060527,103.1860011,0.014162,0,0.014162,0,0.4538393,7.1978916,33,-106.9999998,9.7913947,45.0305211,0,0,0,29559.4949985,8006.4699167,20.1210579,0.1116197,NaN,170.8326989,NaN,0.0295556,1709292.8828598,3339.122871,0.2698631,0.4040774,0.2642548,0.3206463,0.0129299,0.0705011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007966,15.748,194.778355,86,0,7.0203241,5.9766836,857.4520566,334.9207702,0.002,0.1727865
0.074,0.2157129,6.6959561,102.8816292,6.7123069,103.1328557,0.0150841,0,0.0150841,0,0.4682269,7.1941843,33,-106.9999998,9.7913947,44.2107422,0,0,0,29556.3170729,8003.2919911,20.1189328,0.1116159,NaN,170.8241851,NaN,0.0300013,1735068.6212617,3337.2116774,0.2883081,0.4031744,0.2739906,0.3197435,0.0129278,0.0705031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008218,15.748,194.778355,86,0,7.0236188,5.9765979,857.450654,334.9207183,0.002,0.1749901
0.076,0.2293104,6.9016018,102.8285839,6.9184548,103.0796808,0.0160349,0,0.0160349,0,0.482607,7.190475,33,-106.9999998,9.7913947,43.4155331,0,0,0,29553.1391472,8000.1140654,20.1168072,0.1116121,NaN,170.8156695,NaN,0.0304528,1761175.6610609,3335.3004839,0.3072854,0.4022772,0.2834316,0.3188463,0.0129257,0.0705052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008471,15.748,194.778355,86,0,7.0269136,5.9765095,857.4492076,334.9206647,0.002,0.1773358
0.078,0.2433192,7.1071414,102.7755096,7.1244963,103.0264769,0.0170145,0,0.0170145,0,0.4969797,7.1867637,33,-106.9999998,9.7913946,42.6440997,0,0,0,29549.9612216,7996.9361398,20.1146812,0.1116083,NaN,170.8071521,NaN,0.0309097,1787598.3714738,3333.3892903,0.3267839,0.4013864,0.2925715,0.3179555,0.0129236,0.0705073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008723,15.748,194.778355,86,0,7.0302083,5.9764184,857.4477175,334.9206096,0.002,0.1802776
0.08,0.2577389,7.3125748,102.7224066,7.3304313,102.9732443,0.0180229,0,0.0180229,0,0.511345,7.1830504,33,-106.9999998,9.7913946,41.8956599,0,0,0,29546.7832959,7993.7582142,20.1125548,0.1116045,NaN,170.7986329,NaN,0.0313718,1814321.8615157,3331.4780968,0.3467928,0.4005026,0.3014063,0.3170715,0.0129216,0.0705095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008975,15.748,194.778355,86,0,7.0335031,5.9763247,857.4461836,334.9205528,0.002,0.1826293
0.082,0.2725694,7.5179019,102.6692754,7.5362599,102.9199833,0.0190599,0,0.0190599,0,0.5257029,7.1793351,33,-106.9999998,9.7913945,41.1694461,0,0,0,29543.6053703,7990.5802885,20.110428,0.1116007,NaN,170.7901118,NaN,0.0318389,1841331.9518901,3329.5669032,0.3673013,0.3996263,0.3099337,0.3161947,0.0129197,0.0705118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009227,15.748,194.778355,86,0,7.0367978,5.9762283,857.4446061,334.9204943,0.002,0.1848648
0.084,0.2878104,7.7231228,102.6161161,7.7419819,102.8666942,0.0201257,0,0.0201257,0,0.5400534,7.1756179,33,-106.9999998,9.7913945,40.4647069,0,0,0,29540.4274446,7987.4023629,20.1083007,0.1115968,NaN,170.7815888,NaN,0.0323107,1868615.1464232,3327.6557097,0.3882989,0.3987577,0.3181534,0.3153257,0.0129179,0.0705141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009479,15.748,194.778355,86,0,7.0400925,5.9761292,857.4429849,334.9204343,0.002,0.1870556
0.086,0.3034617,7.9282373,102.5629293,7.9475972,102.8133776,0.0212201,0,0.0212201,0,0.5543964,7.1718987,33,-106.9999998,9.7913944,39.7807087,0,0,0,29537.249519,7984.2244372,20.106173,0.111593,NaN,170.7730641,NaN,0.032787,1896158.6033641,3325.7445161,0.4097754,0.3978972,0.3260665,0.3144646,0.0129161,0.0705165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009731,15.748,194.778355,86,0,7.0433873,5.9760275,857.44132,334.9203727,0.002,0.1892733
0.088,0.3195232,8.1332454,102.5097152,8.1531059,102.7600335,0.0223432,0,0.0223432,0,0.5687319,7.1681776,33,-106.9999998,9.7913944,39.1167367,0,0,0,29534.0715934,7981.0465116,20.1040448,0.1115892,NaN,170.7645375,NaN,0.0332676,1923950.1068171,3323.8333226,0.4317206,0.3970452,0.3336755,0.3136119,0.0129144,0.0705189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009983,15.748,194.778355,86,0,7.046682,5.9759231,857.4396115,334.9203094,0.002,0.1914665
0.09,0.3359946,8.338147,102.4564742,8.3585079,102.7066625,0.023495,0,0.023495,0,0.58306,7.1644546,33,-106.9999997,9.7913944,38.4720958,0,0,0,29530.8936677,7977.8685859,20.1019163,0.1115854,NaN,170.7560091,NaN,0.0337523,1951978.0385208,3321.922129,0.4541248,0.3962018,0.340984,0.3127677,0.0129128,0.0705214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010234,15.748,194.778355,86,0,7.0499768,5.975816,857.4378594,334.9202445,0.002,0.1937848
0.092,0.3528757,8.5429422,102.4032065,8.5638031,102.6532647,0.0246755,0,0.0246755,0,0.5973807,7.1607298,33,-106.9999997,9.7913943,37.8461109,0,0,0,29527.7157421,7974.6906603,20.0997873,0.1115816,NaN,170.7474788,NaN,0.0342409,1980231.3501505,3320.0109355,0.4769782,0.3953673,0.3479966,0.3119322,0.0129113,0.0705239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010485,15.748,194.778355,86,0,7.0532715,5.9757063,857.4360638,334.920178,0.002,0.196562
0.094,0.3701663,8.7476307,102.3499125,8.7689915,102.5998406,0.0258845,0,0.0258845,0,0.6116939,7.1570031,33,-106.9999997,9.7913942,37.2381277,0,0,0,29524.5378164,7971.5127347,20.0976578,0.1115778,NaN,170.7389467,NaN,0.0347332,2008699.5362811,3318.0997419,0.5002717,0.3945419,0.3547184,0.3111056,0.0129098,0.0705265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010737,15.748,194.778355,86,0,7.0565662,5.9755939,857.4342246,334.9201099,0.002,0.1986464
0.096,0.3878661,8.9522126,102.2965925,8.974073,102.5463903,0.0271222,0,0.0271222,0,0.6259997,7.1532746,33,-106.9999997,9.7913942,36.6475128,0,0,0,29521.3598908,7968.334809,20.095528,0.111574,NaN,170.7304128,NaN,0.0352291,2037372.6081168,3316.1885484,0.523996,0.3937255,0.3611556,0.310288,0.0129084,0.0705291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010988,15.748,194.778355,86,0,7.059861,5.9754789,857.4323418,334.9200402,0.002,0.2007184
0.098,0.405975,9.1566879,102.2432467,9.1790476,102.4929143,0.0283885,0,0.0283885,0,0.640298,7.1495443,33,-106.9999997,9.7913941,36.0736534,0,0,0,29518.1819651,7965.1568834,20.0933977,0.1115701,NaN,170.721877,NaN,0.0357283,2066241.0680681,3314.2773548,0.5481425,0.3929185,0.3673146,0.3094796,0.0129071,0.0705318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011239,15.748,194.778355,86,0,7.0631557,5.9753612,857.4304155,334.9199689,0.002,0.202877
0.1,0.4244927,9.3610564,102.1898755,9.3839152,102.4394127,0.0296834,0,0.0296834,0,0.6545888,7.1458122,33,-106.9999997,9.7913941,35.5159577,0,0,0,29515.0040395,7961.9789577,20.091267,0.1115663,NaN,170.7133394,NaN,0.0362308,2095295.8852329,3312.3661613,0.5727024,0.3921207,0.3732025,0.3086803,0.0129058,0.0705346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001149,15.748,194.778355,86,0,7.0664505,5.9752408,857.4284458,334.9198959,0.002,0.2047591
