# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
14.63,2962.6648708,130.445445,-11.5761548,135.2824846,11.5848805,558.1897831,0.31044,558.1898694,0.0318653,35.8515902,0.449551,33.0000026,-106.9940144,9.7823012,0.1420435,0,-3.7062979,-0.0016662,24895.0250818,3342,16.4541965,0.10602,202.8347246,155.996664,2.9742228,0.4242792,18478107.6753145,0,45.6960614,0.3159253,0.3159451,0.2101249,0.0216303,0.0841701,0.0249176,0.0754451,0.0004442,0,0,0,0,-0.0008445,0.0167871,15.748,194.778355,71.8701799,0.0548876,6.5019522,-13.2793217,588.9668682,323.2516311,0.01,1.9447589
14.64,2963.9687465,130.3297156,-11.5697125,135.1696887,11.5789072,558.5482761,0.3108473,558.5483626,0.0318867,35.8470361,0.4613492,33.0000027,-106.9940106,9.7822972,0.1304598,0,-3.6494649,-0.0014743,24895.0250818,3342,16.4541965,0.10602,202.8585324,155.996664,2.9757346,0.4240259,18464652.7156464,0,45.6331477,0.315925,0.3159416,0.210153,0.0216182,0.0841537,0.0228743,0.0686179,-0.000272,0,0,0,0,-0.0008198,0.0167734,15.748,194.778355,71.8334053,0.0547863,6.5905606,-13.2877969,588.8648553,323.2464951,0.01,1.9455354
14.65,2965.2714653,130.2140514,-11.5631059,135.056929,11.5728012,558.9067229,0.3112549,558.9068096,0.031908,35.8423617,0.4736124,33.0000027,-106.9940067,9.7822932,0.118329,0,-3.5975086,-0.000584,24895.0250818,3342,16.4541965,0.10602,202.8835369,155.996664,2.9773224,0.4237729,18451218.4698079,0,45.5703968,0.3159247,0.3159384,0.2101812,0.0216061,0.0841374,0.0207366,0.0621673,0.0003596,0,0,0,0,-0.0007976,0.0167598,15.748,194.778355,71.7971748,0.0546837,6.6791689,-13.2962645,588.7629328,323.2413637,0.01,1.9462302
14.66,2966.5730275,130.0983683,-11.5734876,134.9441969,11.581499,559.2651233,0.3116627,559.2652102,0.0319293,35.8378409,0.4307022,33.0000027,-106.9940029,9.7822892,0.162816,0,-3.5391941,0.0002703,24895.0250818,3342,16.4541965,0.10602,202.7870659,155.996664,2.9711965,0.4233819,18431778.7442088,0,45.4798736,0.3159219,0.3159479,0.2102224,0.0215875,0.0841121,0.0285838,0.0856603,-0.0001332,0,0,0,0,-0.0007734,0.0167461,15.748,194.778355,71.7614778,0.0545852,6.6237752,-13.3047247,588.6611009,323.2362368,0.01,1.9469195
14.67,2967.8734323,129.9825822,-11.5836824,134.8314836,11.5901991,559.6234807,0.3120707,559.6235677,0.0319506,35.8337454,0.3886096,33.0000027,-106.9939991,9.7822852,0.2064837,0,-3.4625371,0.0005367,24895.0250818,3342,16.4541965,0.10602,202.6926903,155.996664,2.9652036,0.422991,18412349.6250039,0,45.389992,0.3159193,0.3159609,0.2102636,0.0215689,0.0840869,0.0363137,0.1080937,-0.0001468,0,0,0,0,-0.0007417,0.0167325,15.748,194.778355,71.7264565,0.0544926,6.5683815,-13.3131773,588.5593595,323.2311146,0.01,1.9476025
14.68,2969.1726788,129.8666954,-11.5936216,134.7187893,11.598829,559.9817992,0.312479,559.9818864,0.031972,35.8300659,0.3475235,33.0000027,-106.9939952,9.7822812,0.249134,0,-3.3680771,0.0010076,24895.0250818,3342,16.4541965,0.10602,202.600808,155.996664,2.9593691,0.4226002,18392930.9907452,0,45.3007021,0.3159167,0.3159772,0.2103048,0.0215503,0.0840616,0.0438894,0.131058,0.0000899,0,0,0,0,-0.0007031,0.0167188,15.748,194.778355,71.6922886,0.0544036,6.5129877,-13.3216224,588.4577087,323.2259968,0.01,1.9482956
14.69,2970.4707659,129.7507108,-11.6032444,134.606114,11.607321,560.3400829,0.3128874,560.3401702,0.0319933,35.8267915,0.3076055,33.0000027,-106.9939914,9.7822772,0.2905987,0,-3.2575079,0.0010072,24895.0250818,3342,16.4541965,0.10602,202.5117496,155.996664,2.9537138,0.4222094,18373522.7256287,0,45.2119484,0.3159143,0.3159964,0.210346,0.0215318,0.0840365,0.051279,0.1523198,0.0002105,0,0,0,0,-0.0006589,0.0167052,15.748,194.778355,71.6591478,0.0543156,6.457594,-13.33006,588.3561486,323.2208837,0.01,1.9490402
14.7,2971.7676927,129.6346317,-11.6124911,134.4934581,11.6156066,560.6983358,0.3132961,560.6984234,0.0320146,35.8239098,0.2690103,33.0000027,-106.9939875,9.7822733,0.3307166,0,-3.1296044,0.0010504,24895.0250818,3342,16.4541965,0.10602,202.4258262,155.996664,2.9482577,0.4218188,18354124.7262204,0,45.1236708,0.3159119,0.3160181,0.2103873,0.0215132,0.0840113,0.0584516,0.1729482,0.0003752,0,0,0,0,-0.0006093,0.0166916,15.748,194.778355,71.6272003,0.0542283,6.4022002,-13.33849,588.2546793,323.2157751,0.01,1.9497383
14.71,2973.0634583,129.5184898,-11.6158082,134.380825,11.6184844,561.0565616,0.3137051,561.0566493,0.0320359,35.8213194,0.24936,33.0000027,-106.9939837,9.7822693,0.3514397,0,-2.9903655,0.0009171,24895.0250818,3342,16.4541965,0.10602,202.381014,155.996664,2.9454121,0.4214712,18336607.6616621,0,45.0433282,0.3159102,0.3160301,0.2104245,0.0214968,0.0839889,0.0621648,0.1839487,-0.0004838,0,0,0,0,-0.0005573,0.016678,15.748,194.778355,71.5965945,0.0541466,6.3916809,-13.3469125,588.1533009,323.210671,0.01,1.9504295
14.72,2974.3580624,129.4023172,-11.6186443,134.2682188,11.6209444,561.4147624,0.3141142,561.4148503,0.0320573,35.8189181,0.2312006,33.0000027,-106.9939798,9.7822653,0.3706313,0,-2.8424775,0.0016988,24895.0250818,3342,16.4541965,0.10602,202.3394866,155.996664,2.9427751,0.4211237,18319100.2476026,0,44.96306,0.3159087,0.3160419,0.2104617,0.0214804,0.0839666,0.0656088,0.1933054,0.0000268,0,0,0,0,-0.0005043,0.0166644,15.748,194.778355,71.5674245,0.0540734,6.3811616,-13.3553274,588.0520133,323.2055716,0.01,1.9511899
14.73,2975.6515046,129.2861186,-11.6209709,134.1556402,11.6229522,561.7729401,0.3145236,561.7730281,0.0320786,35.8166906,0.2145999,33.0000027,-106.993976,9.7822613,0.3882162,0,-2.688053,0.0013501,24895.0250818,3342,16.4541965,0.10602,202.3013861,155.996664,2.9403557,0.4207763,18301602.4894077,0,44.8828344,0.3159072,0.3160532,0.210499,0.021464,0.0839443,0.0687688,0.2027386,0.0000096,0,0,0,0,-0.0004518,0.0166508,15.748,194.778355,71.5397651,0.0540059,6.3706423,-13.3637348,587.9508167,323.2004767,0.01,1.9521914
14.74,2976.9437847,129.1698995,-11.6227675,134.0430902,11.6244813,562.1310963,0.3149332,562.1311845,0.0320999,35.8146211,0.1996022,33.0000027,-106.9939722,9.7822574,0.4041436,0,-2.5269387,0.0010893,24895.0250818,3342,16.4541965,0.10602,202.2668038,155.996664,2.9381598,0.420429,18284114.4009422,0,44.8026235,0.3159058,0.3160639,0.2105362,0.0214476,0.083922,0.0716345,0.2113665,0.0004452,0,0,0,0,-0.0003999,0.0166372,15.748,194.778355,71.5136849,0.053939,6.360123,-13.3721346,587.8497109,323.1953864,0.01,1.9529536
14.75,2978.2349025,129.0536652,-11.6240112,133.9305697,11.6255034,562.4892325,0.3153429,562.4893209,0.0321212,35.8126933,0.1862596,33.0000027,-106.9939683,9.7822534,0.4183533,0,-2.3607267,0.0008835,24895.0250818,3342,16.4541965,0.10602,202.2358514,155.996664,2.9361943,0.4200818,18266636.0019897,0,44.7223997,0.3159045,0.3160738,0.2105735,0.0214313,0.0838997,0.0741938,0.2186288,-0.0001041,0,0,0,0,-0.0003496,0.0166236,15.748,194.778355,71.4892435,0.053874,6.3496036,-13.3805269,587.7486961,323.1903007,0.01,1.9536378
14.76,2979.5248579,128.9374028,-11.6283531,133.8180775,11.6294965,562.8473503,0.3157529,562.8474388,0.0321425,35.8109484,0.16307,33.0000027,-106.9939645,9.7822494,0.4426769,0,-2.186476,0.0011827,24895.0250818,3342,16.4541965,0.10602,202.1837571,155.996664,2.9328863,0.4197062,18247927.5622782,0,44.6374144,0.3159027,0.3160921,0.2106135,0.0214136,0.0838756,0.0785825,0.2303611,-0.0003937,0,0,0,0,-0.0003005,0.01661,15.748,194.778355,71.4665019,0.0538142,6.3094148,-13.3889116,587.6477723,323.1852196,0.01,1.954325
14.77,2980.8136504,128.8211001,-11.6320925,133.7056126,11.6329555,563.2054517,0.3161632,563.2055405,0.0321638,35.8094263,0.1416946,33.0000027,-106.9939606,9.7822455,0.4651272,0,-2.0032305,0.0014507,24895.0250818,3342,16.4541965,0.10602,202.1356605,155.996664,2.9298321,0.4193306,18229228.6890391,0,44.5524715,0.315901,0.31611,0.2106535,0.0213959,0.0838516,0.0826404,0.2426757,0.0001159,0,0,0,0,-0.0002527,0.0165964,15.748,194.778355,71.4455469,0.0537657,6.269226,-13.3972887,587.5469394,323.180143,0.01,1.9550032
14.78,2982.1012798,128.7047631,-11.6351968,133.5931761,11.6358385,563.563539,0.3165736,563.5636279,0.0321851,35.8081087,0.1222091,33.0000027,-106.9939568,9.7822415,0.4856203,0,-1.8119067,0.0015541,24895.0250818,3342,16.4541965,0.10602,202.0917138,155.996664,2.9270415,0.4189551,18210539.3942444,0,44.4675271,0.3158995,0.316127,0.2106935,0.0213783,0.0838276,0.0863504,0.253327,-0.0002546,0,0,0,0,-0.0002071,0.0165829,15.748,194.778355,71.4264655,0.0537298,6.2290372,-13.4056583,587.4461975,323.1750711,0.01,1.9557171
14.79,2983.3877456,128.5883984,-11.6376378,133.4807692,11.6381086,563.921614,0.3169842,563.9217031,0.0322063,35.8069761,0.1046774,33.0000027,-106.993953,9.7822376,0.5040842,0,-1.6128774,0.0017591,24895.0250818,3342,16.4541965,0.10602,202.0520453,155.996664,2.9245226,0.4185797,18191859.6988433,0,44.3825404,0.3158979,0.316143,0.2107336,0.0213608,0.0838036,0.0896977,0.2627846,-0.0004289,0,0,0,0,-0.0001644,0.0165693,15.748,194.778355,71.4093361,0.053706,6.1888483,-13.4140203,587.3455467,323.1700037,0.01,1.9564103
14.8,2984.6730477,128.4720126,-11.6393924,133.3683932,11.6397338,564.2796786,0.317395,564.2797679,0.0322276,35.806009,0.089151,33.0000027,-106.9939491,9.7822336,0.5204592,0,-1.4076751,0.0020925,24895.0250818,3342,16.4541965,0.10602,202.0167594,155.996664,2.9222819,0.4182044,18173189.6330112,0,44.2974749,0.3158965,0.3161575,0.2107737,0.0213432,0.0837796,0.09267,0.2712722,-0.0002503,0,0,0,0,-0.0001255,0.0165558,15.748,194.778355,71.3942291,0.0536966,6.1486595,-13.4223748,587.2449869,323.1649409,0.01,1.9570808
14.81,2985.9571858,128.3556211,-11.6388072,133.2560507,11.6390874,564.6377342,0.3178061,564.6378236,0.0322489,35.8051614,0.0807632,33.0000027,-106.9939453,9.7822297,0.5294299,0,-1.1974185,0.0018469,24895.0250818,3342,16.4541965,0.10602,201.9968728,155.996664,2.9210191,0.4178417,18155075.6614518,0,44.2142388,0.3158953,0.3161653,0.2108126,0.0213263,0.0837565,0.0942987,0.2754385,0.0003075,0,0,0,0,-0.0000909,0.0165422,15.748,194.778355,71.3812007,0.0536976,6.1215619,-13.4307217,587.1445181,323.1598826,0.01,1.9579796
14.82,2987.2401601,128.2392389,-11.6375126,133.143744,11.6377505,564.9957816,0.3182173,564.9958712,0.0322702,35.8043875,0.0744083,33.0000027,-106.9939414,9.7822257,0.5362521,0,-0.9849393,0.0016624,24895.0250818,3342,16.4541965,0.10602,201.9814415,155.996664,2.9200392,0.4174791,18136971.3280143,0,44.130839,0.3158942,0.3161711,0.2108515,0.0213093,0.0837334,0.0955375,0.2791725,-0.0002428,0,0,0,0,-0.0000616,0.0165287,15.748,194.778355,71.3702854,0.0537047,6.0944642,-13.439061,587.0441405,323.154829,0.01,1.9593625
14.83,2988.5219707,128.1228732,-11.6355042,133.0314745,11.6357153,565.3538216,0.3186287,565.3539114,0.0322914,35.8036671,0.0700908,33.0000027,-106.9939376,9.7822218,0.5409105,0,-0.7705289,0.0021293,24895.0250818,3342,16.4541965,0.10602,201.9704892,155.996664,2.9193437,0.4171166,18118876.6886362,0,44.0472638,0.3158931,0.3161749,0.2108904,0.0212924,0.0837103,0.0963828,0.2812636,0.0001552,0,0,0,0,-0.0000378,0.0165151,15.748,194.778355,71.3615057,0.0537241,6.0673665,-13.4473928,586.9438538,323.14978,0.01,1.9601217
14.84,2989.8026177,128.0065312,-11.6327827,132.9192438,11.6329803,565.7118546,0.3190403,565.7119446,0.0323127,35.8029796,0.0678029,33.0000027,-106.9939338,9.7822179,0.5434024,0,-0.5555482,0.0020298,24895.0250818,3342,16.4541965,0.10602,201.9640165,155.996664,2.9189327,0.4167542,18100791.8015609,0,43.963507,0.3158922,0.3161764,0.2109293,0.0212756,0.0836872,0.0968339,0.2826397,0.0004629,0,0,0,0,-0.0000197,0.0165016,15.748,194.778355,71.3548748,0.0537583,6.0402689,-13.455717,586.8436583,323.1447355,0.01,1.9608122
14.85,2991.0821014,127.89022,-11.6293526,132.8070533,11.6295487,566.0698808,0.3194522,566.0699709,0.0323339,35.8023049,0.0675282,33.0000027,-106.9939299,9.7822139,0.5437331,0,-0.3400322,0.0019422,24895.0250818,3342,16.4541965,0.10602,201.9620097,155.996664,2.9188053,0.4163919,18082716.7257685,0,43.879567,0.3158912,0.3161759,0.2109683,0.0212587,0.0836642,0.0968915,0.283053,0.0003255,0,0,0,0,-0.0000074,0.0164881,15.748,194.778355,71.350398,0.0538047,6.0131712,-13.4640337,586.7435537,323.1396956,0.01,1.9614851
14.86,2992.3604222,127.7739584,-11.622846,132.6949058,11.6230986,566.4279001,0.3198642,566.4279904,0.0323552,35.801586,0.0766305,33.0000027,-106.9939261,9.78221,0.534204,0,-0.1268039,0.0021654,24895.0250818,3342,16.4541965,0.10602,201.9804433,155.996664,2.9199758,0.416048,18065448.7497514,0,43.798253,0.3158907,0.3161655,0.2110055,0.0212428,0.0836424,0.0951544,0.2777954,-0.0003685,0,0,0,0,-0.000001,0.0164745,15.748,194.778355,71.3480675,0.0538584,6.0051565,-13.4723427,586.6435401,323.1346603,0.01,1.9622013
14.87,2993.6375808,127.6577653,-11.6156787,132.582804,11.6160091,566.7859117,0.3202764,566.7860022,0.0323764,35.8007665,0.0876108,33.0000027,-106.9939223,9.7822061,0.5225958,0,0.0814538,0.0024433,24895.0250818,3342,16.4541965,0.10602,202.0031955,155.996664,2.9214206,0.4157042,18048191.1407,0,43.7168022,0.3158901,0.3161533,0.2110427,0.0212269,0.0836205,0.0930408,0.2715455,0.0004654,0,0,0,0,0.0000004,0.016461,15.748,194.778355,71.3478465,0.0539232,5.9971419,-13.4806443,586.5436174,323.1296296,0.01,1.9628961
14.88,2994.9135778,127.541647,-11.6078773,132.4707493,11.6083115,567.1439145,0.3206888,567.1440052,0.0323976,35.7998281,0.1003998,33.0000027,-106.9939184,9.7822022,0.5089668,0,0.2846315,0.0022894,24895.0250818,3342,16.4541965,0.10602,202.0301577,155.996664,2.9231327,0.4153606,18030943.9401534,0,43.6352425,0.3158897,0.3161394,0.21108,0.0212109,0.0835987,0.0905623,0.2645912,0.0003182,0,0,0,0,0.0000052,0.0164475,15.748,194.778355,71.3496843,0.0539974,5.9891272,-13.4889383,586.4437856,323.1246034,0.01,1.9635709
14.89,2996.188414,127.4256099,-11.5994701,132.3587427,11.6000394,567.5019073,0.3211015,567.5019982,0.0324188,35.7987531,0.1149239,33.0000027,-106.9939146,9.7821982,0.49338,0,0.4819163,0.0022451,24895.0250818,3342,16.4541965,0.10602,202.0612138,155.996664,2.9251048,0.415017,18013707.1821818,0,43.5536046,0.3158893,0.3161241,0.2111172,0.0211951,0.083577,0.0877314,0.2561377,-0.0003319,0,0,0,0,0.0000149,0.016434,15.748,194.778355,71.3535238,0.0540834,5.9811126,-13.4972247,586.3440447,323.1195818,0.01,1.9643023
14.9,2997.4620903,127.3096596,-11.5904907,132.2467852,11.591232,567.8598886,0.3215143,567.8599796,0.0324401,35.7975245,0.1310969,33.0000027,-106.9939107,9.7821943,0.4759121,0,0.6721414,0.0019919,24895.0250818,3342,16.4541965,0.10602,202.0962199,155.996664,2.9273277,0.4146736,17996480.8928685,0,43.4719224,0.3158889,0.3161076,0.2111545,0.0211792,0.0835552,0.0845635,0.2474476,0.0002949,0,0,0,0,0.0000291,0.0164205,15.748,194.778355,71.3593004,0.0541826,5.9730979,-13.5055036,586.2443945,323.1145648,0.01,1.9651845
14.91,2998.7346077,127.1938719,-11.5670258,132.1348858,11.5686268,568.217856,0.3219273,568.2179472,0.0324613,35.7959075,0.1924583,33.0000027,-106.9939069,9.7821904,0.4104057,0,0.8458787,0.0023978,24895.0250818,3342,16.4541965,0.10602,202.2318034,155.996664,2.9359372,0.4144405,17984050.1510806,0,43.4082495,0.3158901,0.3160531,0.2111811,0.0211684,0.0835405,0.0727297,0.2139094,-0.0000584,0,0,0,0,0.0000461,0.016407,15.748,194.778355,71.3669132,0.0542897,6.079167,-13.513775,586.1448349,323.1095524,0.01,1.9665364
14.92,3000.0059685,127.07832,-11.5433479,132.0230525,11.5461558,568.5758042,0.3223405,568.5758956,0.0324825,35.7936726,0.2546244,33.0000028,-106.9939031,9.7821865,0.3434929,0,0.9937867,0.0023592,24895.0250818,3342,16.4541965,0.10602,202.3710885,155.996664,2.9447818,0.4142079,17971645.7822409,0,43.3457306,0.3158913,0.3160058,0.2112077,0.0211577,0.0835258,0.0607058,0.1785299,0.0001856,0,0,0,0,0.0000638,0.0163935,15.748,194.778355,71.3761338,0.0544059,6.1852361,-13.5220388,586.0453659,323.1045445,0.01,1.9672265
14.93,3001.2761749,126.9630055,-11.5195606,131.9112848,11.5239302,568.9337269,0.3227539,568.9338185,0.0325037,35.7908131,0.3173207,33.0000028,-106.9938992,9.7821826,0.2754539,0,1.114736,0.0017195,24895.0250818,3342,16.4541965,0.10602,202.5135385,155.996664,2.9538274,0.4139759,17959267.4635249,0,43.2844629,0.3158925,0.3159663,0.2112343,0.021147,0.0835111,0.0485459,0.1429364,-0.0003659,0,0,0,0,0.0000803,0.01638,15.748,194.778355,71.3866984,0.0545309,6.2913052,-13.5302951,585.9459871,323.0995411,0.01,1.9679076
14.94,3002.5452294,126.847929,-11.4957618,131.7995816,11.5020501,569.2916179,0.3231675,569.2917096,0.0325249,35.787325,0.3802848,33.0000028,-106.9938954,9.7821787,0.2065636,0,1.2085596,0.0014241,24895.0250818,3342,16.4541965,0.10602,202.6586167,155.996664,2.9630399,0.4137443,17946914.8510617,0,43.2245248,0.3158937,0.3159354,0.2112609,0.0211364,0.0834965,0.036302,0.1072955,-0.0001937,0,0,0,0,0.0000945,0.0163665,15.748,194.778355,71.3983385,0.0546648,6.3973743,-13.538544,585.8466985,323.0945423,0.01,1.9686059
14.95,3003.8131343,126.7330901,-11.4720428,131.6879419,11.4806033,569.6494708,0.3235814,569.6495627,0.0325461,35.783207,0.4432671,33.0000028,-106.9938915,9.7821748,0.1370892,0,1.2759789,0.0005137,24895.0250818,3342,16.4541965,0.10602,202.8057898,155.996664,2.9723854,0.4135132,17934587.5879474,0,43.1659761,0.315895,0.3159134,0.2112873,0.0211258,0.0834819,0.0240236,0.0709545,0.0003155,0,0,0,0,0.0001055,0.016353,15.748,194.778355,71.4107835,0.0548004,6.5034434,-13.5467854,585.7474999,323.0895481,0.01,1.9693329
14.96,3005.0798918,126.6184264,-11.4607084,131.5763584,11.470222,570.0072801,0.3239954,570.0073722,0.0325672,35.7786554,0.4670726,33.0000028,-106.9938877,9.7821709,0.1097728,0,1.3238813,0.0000662,24895.0250818,3342,16.4541965,0.10602,202.8630161,155.996664,2.9760193,0.4131798,17917830.9860321,0,43.0882623,0.3158951,0.3159069,0.2113237,0.0211105,0.0834609,0.0192147,0.057301,0.0002143,0,0,0,0,0.0001137,0.0163395,15.748,194.778355,71.42379,0.0549384,6.5048472,-13.5550193,585.648391,323.0845583,0.01,1.9700935
14.97,3006.3455032,126.5038762,-11.4493498,131.4648246,11.4598742,570.3650427,0.3244096,570.3651349,0.0325884,35.773865,0.4910247,33.0000028,-106.9938839,9.782167,0.0821315,0,1.361062,-0.0007191,24895.0250818,3342,16.4541965,0.10602,202.9210759,155.996664,2.9797061,0.4128466,17901084.6875432,0,43.0108585,0.3158952,0.3159018,0.2113601,0.0210952,0.0834399,0.0143597,0.042701,-0.0003826,0,0,0,0,0.0001204,0.016326,15.748,194.778355,71.4372246,0.0550819,6.5062509,-13.5632458,585.5493717,323.0795731,0.01,1.9707998
14.98,3007.6099697,126.3894395,-11.4379976,131.3533401,11.4495874,570.7227561,0.3248241,570.7228486,0.0326096,35.7688347,0.5150362,33.0000028,-106.99388,9.7821632,0.0542617,0,1.3873602,-0.0027159,24895.0250818,3342,16.4541965,0.10602,202.9797605,155.996664,2.9834326,0.4125135,17884348.6259887,0,42.9337725,0.3158953,0.3158982,0.2113965,0.0210799,0.0834189,0.0094759,0.0279438,-0.0000369,0,0,0,0,0.0001253,0.0163125,15.748,194.778355,71.4509781,0.0552329,6.5076546,-13.5714648,585.4504421,323.0745923,0.01,1.9714783
14.99,3008.8732924,126.2751162,-11.4266854,131.2419045,11.4393912,571.0804181,0.3252387,571.0805107,0.0326308,35.7635644,0.5390092,33.0000028,-106.9938762,9.7821593,0.0262736,0,1.4030566,-0.0093165,24895.0250818,3342,16.4541965,0.10602,203.0388536,155.996664,2.987185,0.4121805,17867622.7371508,0,42.8570091,0.3158956,0.3158962,0.211433,0.0210647,0.0833979,0.0045829,0.0136136,-0.0004709,0,0,0,0,0.0001284,0.016299,15.748,194.778355,71.4649411,0.0553855,6.5090584,-13.5796764,585.3516019,323.0696161,0.01,1.9724283
15,3010.1354724,126.1609056,-11.4154448,131.1305175,11.4293123,571.4380261,0.3256535,571.4381189,0.032652,35.758055,0.5628501,33.0000028,-106.9938724,9.7821554,0.0017424,0,-1.3951033,-0.1879333,24895.0250818,3342,16.4541965,0.10602,203.0906157,155.996664,2.9904719,0.4118475,17850906.9562522,0,42.7805702,0.3158959,0.3158959,0.2114694,0.0210495,0.083377,0.0003036,0.0005898,0.0000644,0,0,0,0,-0.0001271,0.0162855,15.748,194.778355,71.4790051,0.0555395,6.5104621,-13.5878806,585.2528512,323.0646444,0.01,1.9736864
15.01,3011.3965109,126.046826,-11.4005122,131.01918,11.4162204,571.7955777,0.3260686,571.7956707,0.0326731,35.7522472,0.5986748,33.0000028,-106.9938685,9.7821515,0.0430232,0,-1.3989563,-0.010817,24895.0250818,3342,16.4541965,0.10602,203.0004714,155.996664,2.9847477,0.4115471,17835603.430078,0,42.7113488,0.3158966,0.3158984,0.2115027,0.0210357,0.0833581,0.0075093,0.0227918,-0.0003492,0,0,0,0,-0.000128,0.016272,15.748,194.778355,71.4930537,0.0556969,6.5447382,-13.5960773,585.1541897,323.0596771,0.01,1.9743738
15.02,3012.6564094,125.9328951,-11.3857032,130.907893,11.4033557,572.1530694,0.3264839,572.1531626,0.0326943,35.7460822,0.6342598,33.0000028,-106.9938647,9.7821477,0.0840274,0,-1.3748374,-0.007029,24895.0250818,3342,16.4541965,0.10602,202.9112388,155.996664,2.9790815,0.4112468,17820312.1444469,0,42.6426835,0.3158973,0.3159042,0.211536,0.021022,0.0833393,0.0146905,0.0434466,0.0001579,0,0,0,0,-0.0001238,0.0162585,15.748,194.778355,71.5069348,0.0558563,6.5790143,-13.6042667,585.0556174,323.0547144,0.01,1.9750868
15.03,3013.9151693,125.8191115,-11.371062,130.7966559,11.3907523,572.5104977,0.3268994,572.510591,0.0327155,35.7395631,0.6694673,33.0000028,-106.9938609,9.7821438,0.1245864,0,-1.3340981,-0.0059316,24895.0250818,3342,16.4541965,0.10602,202.823259,155.996664,2.9734947,0.4109467,17805032.9745623,0,42.5745549,0.3158981,0.3159133,0.2115693,0.0210084,0.0833204,0.0218172,0.0650734,-0.0000958,0,0,0,0,-0.0001168,0.016245,15.748,194.778355,71.5204921,0.0560159,6.6132904,-13.6124486,584.9571343,323.0497561,0.01,1.9758027
15.04,3015.1727921,125.7054733,-11.3566338,130.6854677,11.378443,572.867859,0.3273151,572.8679525,0.0327366,35.7326945,0.7041551,33.0000028,-106.993857,9.7821399,0.1645413,0,-1.2789403,-0.0051719,24895.0250818,3342,16.4541965,0.10602,202.7368634,155.996664,2.9680086,0.4106467,17789765.7992363,0,42.506937,0.315899,0.3159254,0.2116026,0.0209947,0.0833016,0.0288605,0.0858446,0.0003876,0,0,0,0,-0.0001075,0.0162315,15.748,194.778355,71.5335695,0.0561756,6.6475665,-13.6206231,584.85874,323.0448024,0.01,1.9764844
15.05,3016.4292793,125.5919781,-11.3424601,130.5743276,11.366456,573.22515,0.327731,573.2252436,0.0327578,35.7254821,0.7381884,33.0000028,-106.9938532,9.7821361,0.203743,0,-1.2082088,-0.0048728,24895.0250818,3342,16.4541965,0.10602,202.6523547,155.996664,2.9626423,0.4103469,17774510.5031571,0,42.4397984,0.3158999,0.3159404,0.2116359,0.0209811,0.0832829,0.0357929,0.1063847,0.0001996,0,0,0,0,-0.0000961,0.016218,15.748,194.778355,71.5460158,0.0563353,6.6818426,-13.6287903,584.7604347,323.0398531,0.01,1.977164
15.06,3017.6846323,125.4786544,-11.3223553,130.463237,11.3500011,573.5823667,0.3281471,573.5824606,0.032779,35.7178319,0.7917037,33.0000028,-106.9938494,9.7821322,0.2641023,0,-1.1183006,-0.0048562,24895.0250818,3342,16.4541965,0.10602,202.5235444,155.996664,2.9544628,0.4101007,17761586.9367653,0,42.3857023,0.3159014,0.3159693,0.211664,0.0209699,0.0832674,0.0465102,0.1371974,0.000485,0,0,0,0,-0.0000824,0.0162045,15.748,194.778355,71.5576658,0.0564996,6.7701113,-13.6369501,584.662218,323.0349082,0.01,1.9778405
15.07,3018.938853,125.3655299,-11.3026172,130.352197,11.3341074,573.9395043,0.3285634,573.9395984,0.0328001,35.7096509,0.8442958,33.0000028,-106.9938455,9.7821284,0.3232724,0,-1.0058256,-0.0049979,24895.0250818,3342,16.4541965,0.10602,202.3978814,155.996664,2.9464832,0.409855,17748682.6390762,0,42.3325551,0.315903,0.3160045,0.2116921,0.0209588,0.0832521,0.0570666,0.1683997,-0.0004391,0,0,0,0,-0.0000667,0.0161911,15.748,194.778355,71.5683052,0.0566711,6.8583801,-13.6451025,584.56409,323.0299679,0.01,1.97851
